,super_cluster,gene_names
0,0,ARF1;ARF3
0,0,ARF3
0,0,ARF4
0,0,ARF5
0,0,ARF6
0,0,ARFGAP1
0,0,ARFGAP2
0,0,ARFGAP3
0,0,ARFGEF1
0,0,ARFGEF2
0,0,ARFIP1
0,0,ARFIP2
0,0,ARFRP1
0,0,ARGLU1
0,0,ARHGAP11A
0,0,ARHGAP11AB
0,0,ARHGAP12
0,0,ARHGAP15
0,0,ARHGAP17
0,0,ARHGAP18
0,0,ARHGAP19
0,0,ARHGAP21
0,0,ARHGAP27
0,0,ARHGAP32
0,0,ARHGAP35
0,0,ARHGDIA
0,0,ARHGEF12
0,0,ARHGEF2
0,0,ARHGEF6
0,0,ARHGEF7
0,0,ARID1A
0,0,ARID1B
0,0,ARID2
0,0,ARID4A
0,0,ARID4B
0,0,ARID5B
0,0,ARL1
0,0,ARL14EP
0,0,ARL2
0,0,ARL2-SNX15;ARL2
0,0,ARL2BP
0,0,ARL3
0,0,ARL6IP1
0,0,ARL6IP4
0,0,ARL6IP5
0,0,ARL6IP6
0,0,ARL8A
0,0,ARL8B
0,0,ARMC8
0,0,ARMCX3
0,0,ARMCX5
0,0,ARPC1A
0,0,ARPC1B
0,0,ARPC2
0,0,ARPC3
0,0,ARPC4-TTLL3;ARPC4
0,0,ARPC5
0,0,ARPC5L
0,0,ASCC1
0,0,ASCC2
0,0,ASCC3
0,0,ASF1A
0,0,ASH2L
0,0,ASNA1
0,0,ASNSD1
0,0,ASPH
0,0,ASPM
0,0,ASPSCR1
0,0,ASS1
0,0,ASUN
0,0,ATAD1
0,0,ATAD2
0,0,ATAD2B
0,0,ATF2
0,0,ATF3
0,0,ATF6B
0,0,ATF7
0,0,ATF7IP
0,0,ATG101
0,0,ATG12
0,0,ATG13
0,0,ATG14
0,0,ATG16L1
0,0,ATG3
0,0,ATG4B
0,0,ATG5
0,0,ATG7
0,0,ATG9A
0,0,ATIC
0,0,ATL1
0,0,ATL2
0,0,ATL3
0,0,ATMIN
0,0,ATP11C
0,0,ATP13A1
0,0,ATP1A1
0,0,ATP1B3
0,0,ATP2A2
0,0,ATP2B1
0,0,ATP2B4
0,0,ATP2C1
0,0,ATP5A1
0,0,ATP5H
0,0,ATP5J
0,0,ATP5O
0,0,ATP6AP1
0,0,ATP6AP2
0,0,ATP6V0A1
0,0,ATP6V0A2
0,0,ATP6V0C
0,0,ATP6V0D1
0,0,ATP6V1A
0,0,ATP6V1B2
0,0,ATP6V1C1
0,0,ATP6V1D
0,0,ATP6V1E1
0,0,ATP6V1F
0,0,ATP6V1G1
0,0,ATP6V1G1;ATP6V1G2-DDX39B;ATP6V1G2
0,0,ATP6V1G2-DDX39B;ATP6V1G2;ATP6V1G1
0,0,ATP6V1H
0,0,ATP9A
0,0,ATPIF1
0,0,ATRN
0,0,ATRX
0,0,ATXN10
0,0,ATXN2
0,0,ATXN2L
0,0,ATXN7
0,0,ATXN7L1
0,0,ATXN7L2
0,0,ATXN7L3
0,0,AUP1
0,0,AURKB
0,0,AVEN
0,0,AXIN1
0,0,AZGP1
0,0,B4GAT1
0,0,BACH1
0,0,BAG2
0,0,BAG4
0,0,BAG5
0,0,BAG6
0,0,BAG6;BAT3
0,0,BAHD1
0,0,BAIAP2
0,0,BAIAP2L1
0,0,BANF1
0,0,BAP18;C17ORF49;RNASEK-C17ORF49
0,0,BARD1
0,0,BAZ1A
0,0,BAZ1B
0,0,BAZ2A
0,0,BCAP29
0,0,BCAP31
0,0,BCAR1
0,0,BCAS2
0,0,BCCIP
0,0,BCKDK
0,0,BCL11A
0,0,BCL2L2;PABPN1
0,0,BCL7A
0,0,BCL7B
0,0,BCL7C
0,0,BCLAF1
0,0,BCOR
0,0,BDP1
0,0,BECN1
0,0,BEND3
0,0,BET1
0,0,BET1;DKFZP781C0425
0,0,BET1L
0,0,BICD2
0,0,BIN1
0,0,BIN3
0,0,BIRC2
0,0,BLM
0,0,BLMH
0,0,BLOC1S2
0,0,BLVRA
0,0,BLVRB
0,0,BLZF1
0,0,BMP2K
0,0,BMS1
0,0,BNIP1
0,0,BOP1
0,0,BPIFA3
0,0,BPNT1
0,0,BPTF
0,0,BRCA1
0,0,BRCA2
0,0,BRD1
0,0,BRD1;BRPF3
0,0,BRD2
0,0,BRD4
0,0,BRD7
0,0,BRD8
0,0,BRD9
0,0,BRF1
0,0,BRI3BP
0,0,BRIX1
0,0,BRK1
0,0,BRMS1L
0,0,BRPF1
0,0,BRPF3
0,0,BRWD3
0,0,BSG
0,0,BTAF1
0,0,BTBD6
0,0,BTF3
0,0,BTF3L4
0,0,BUB1
0,0,BUB1B
0,0,BUB3
0,0,BUD13
0,0,BUD23
0,0,BUD31
0,0,BYSL
0,0,BZW1
0,0,BZW2
0,0,C10ORF32-ASMT;C10ORF32
0,0,C11ORF30;EMSY
0,0,C11ORF31;SELH
0,0,C11ORF98
0,0,C12ORF43
0,0,C12ORF45
0,0,C12ORF57
0,0,C13ORF34;BORA
0,0,C14ORF1
0,0,C14ORF119
0,0,C14ORF166
0,0,C15ORF57
0,0,C16ORF33;SNRNP25
0,0,C16ORF62
0,0,C16ORF87
0,0,C17ORF62
0,0,C17ORF80
0,0,C17ORF85
0,0,C18ORF25
0,0,C18ORF8
0,0,C19ORF24
0,0,C19ORF25
0,0,C19ORF43
0,0,C19ORF47
0,0,C1ORF123
0,0,C1ORF131
0,0,C1QBP
0,0,C20ORF24
0,0,C21ORF59
0,0,C2ORF44
0,0,C2ORF49
0,0,C3
0,0,C3ORF17
0,0,C3ORF58
0,0,C4ORF29
0,0,C4ORF32
0,0,C5ORF30
0,0,C5ORF34
0,0,C6ORF47
0,0,C7ORF26
0,0,C7ORF50
0,0,C8ORF33
0,0,C8ORF59
0,0,C9ORF16
0,0,C9ORF78
0,0,CAAP1
0,0,CABIN1
0,0,CACTIN
0,0,CACUL1
0,0,CACYBP
0,0,CAD
0,0,CALCOCO1
0,0,CALD1
0,0,CALM1
0,0,CALM2
0,0,CALM2;CALM1;CALM3
0,0,CALM2;CALM3;CALM1
0,0,CALM3
0,0,CALML3
0,0,CALR
0,0,CALU
0,0,CAMK1
0,0,CAMK2B
0,0,CAMK2D
0,0,CAMK2G
0,0,CAMKK1
0,0,CAMKK2
0,0,CAMSAP3
0,0,CANX
0,0,CAP1
0,0,CAP2
0,0,CAPRIN1
0,0,CAPZA1
0,0,CAPZA2
0,0,CAPZB
0,0,CARM1
0,0,CASC3
0,0,CASC4
0,0,CASC5
0,0,CASP3
0,0,CASZ1
0,0,CBX1
0,0,CBX2
0,0,CBX3
0,0,CBX4
0,0,CBX5
0,0,CBX8
0,0,CCAR1
0,0,CCAR2
0,0,CCDC101
0,0,CCDC115
0,0,CCDC117
0,0,CCDC12
0,0,CCDC124
0,0,CCDC137
0,0,CCDC138
0,0,CCDC167
0,0,CCDC22
0,0,CCDC47
0,0,CCDC53
0,0,CCDC59
0,0,CCDC6
0,0,CCDC66
0,0,CCDC71
0,0,CCDC8
0,0,CCDC82
0,0,CCDC86
0,0,CCDC88A
0,0,CCDC93
0,0,CCDC97
0,0,CCNB1
0,0,CCNB2;CCNB2V
0,0,CCNC
0,0,CCNE1
0,0,CCNH
0,0,CCNK
0,0,CCNT1
0,0,CCNT2
0,0,CCP110
0,0,CCSER2
0,0,CCT2
0,0,CCT3
0,0,CCT4
0,0,CCT5
0,0,CCT6A
0,0,CCT7
0,0,CCT8
0,0,CCZ1
0,0,CCZ1B
0,0,CCZ1B;CCZ1
0,0,CD151
0,0,CD2AP
0,0,CD2BP2
0,0,CD3EAP
0,0,CD81
0,0,CD9
0,0,CDC123
0,0,CDC16
0,0,CDC20
0,0,CDC23
0,0,CDC25C
0,0,CDC26
0,0,CDC27
0,0,CDC2;CDK1
0,0,CDC37
0,0,CDC40
0,0,CDC42
0,0,CDC42BPA
0,0,CDC42BPB
0,0,CDC42EP1
0,0,CDC42EP4
0,0,CDC5L
0,0,CDC7
0,0,CDC73
0,0,CDCA5
0,0,CDCA8
0,0,CDH1
0,0,CDH2
0,0,CDIPT
0,0,CDK1
0,0,CDK11A
0,0,CDK11B
0,0,CDK11B;CDK11A
0,0,CDK12
0,0,CDK13
0,0,CDK17;CDK18;CDK16
0,0,CDK19
0,0,CDK2
0,0,CDK4
0,0,CDK5RAP1
0,0,CDK5RAP2
0,0,CDK5RAP3
0,0,CDK7
0,0,CDK8
0,0,CDK9
0,0,CDKN1B
0,0,CDKN2A
0,0,CDKN2AIP
0,0,CDKN2C
0,0,CDS1
0,0,CDS2
0,0,CDV3
0,0,CDX2
0,0,CDYL
0,0,CECR2
0,0,CENPE
0,0,CENPF
0,0,CENPH
0,0,CENPJ
0,0,CENPK
0,0,CENPM
0,0,CENPQ
0,0,CEP131
0,0,CEP135
0,0,CEP164
0,0,CEP170
0,0,CEP192
0,0,CEP290
0,0,CEP350
0,0,CEP55
0,0,CEP78
0,0,CEP97
0,0,CEPT1
0,0,CERS2
0,0,CERS5
0,0,CERS6
0,0,CETN2
0,0,CETN3
0,0,CFAP20
0,0,CFAP298
0,0,CFAP97
0,0,CFDP1
0,0,CFL1
0,0,CFL2
0,0,CHAF1A
0,0,CHAMP1
0,0,CHCHD3
0,0,CHD1L
0,0,CHD3
0,0,CHD4
0,0,CHD7
0,0,CHD8
0,0,CHEK1
0,0,CHERP
0,0,CHM
0,0,CHML
0,0,CHMP1A
0,0,CHMP2A
0,0,CHMP4B
0,0,CHMP5
0,0,CHMP7
0,0,CHORDC1
0,0,CHP1
0,0,CHPT1
0,0,CHRAC1
0,0,CHTOP
0,0,CHUK
0,0,CHURC1;CHURC1-FNTB
0,0,CIAPIN1
0,0,CIRBP
0,0,CIRH1A
0,0,CISD2
0,0,CIZ1
0,0,CKAP2
0,0,CKAP2L
0,0,CKAP4
0,0,CKAP5
0,0,CKB
0,0,CKM
0,0,CKMT1A;CKMT1B
0,0,CLASP1
0,0,CLASP2
0,0,CLASRP
0,0,CLCC1
0,0,CLCN5
0,0,CLCN7
0,0,CLEC16A
0,0,CLGN
0,0,CLIC1
0,0,CLINT1
0,0,CLIP1
0,0,CLIP2
0,0,CLIP4
0,0,CLK2
0,0,CLK3
0,0,CLMN
0,0,CLNS1A
0,0,CLPB
0,0,CLPTM1
0,0,CLPTM1L
0,0,CLSPN
0,0,CLTA
0,0,CLTB
0,0,CLTC
0,0,CLTCL1
0,0,CLU
0,0,CMAS
0,0,CMSS1
0,0,CMTR2
0,0,CNBP
0,0,CNDP2
0,0,CNN3
0,0,CNOT1
0,0,CNOT10
0,0,CNOT11
0,0,CNOT2
0,0,CNOT3
0,0,CNTRL
0,0,COBL
0,0,COBLL1
0,0,COG2
0,0,COG3
0,0,COIL
0,0,COL4A3BP
0,0,COLGALT1
0,0,COMMD1
0,0,COMMD10
0,0,COMMD2
0,0,COMMD3-BMI1
0,0,COMMD3-BMI1;BMI1
0,0,COMMD3-BMI1;COMMD3;BMI1
0,0,COMMD4
0,0,COMMD5
0,0,COMMD6
0,0,COMMD7
0,0,COMMD8
0,0,COMMD9
0,0,COMT
0,0,COPA
0,0,COPB1
0,0,COPB2
0,0,COPE
0,0,COPG1
0,0,COPG2
0,0,COPRS
0,0,COPS2
0,0,COPS3
0,0,COPS6
0,0,COPS7A
0,0,COPZ1
0,0,CORO1B
0,0,CORO1C
0,0,COX4I1
0,0,COX5A
0,0,COX5B
0,0,COX7A2
0,0,CPNE3
0,0,CPSF1
0,0,CPSF2
0,0,CPSF3
0,0,CPSF3L
0,0,CPSF4
0,0,CPSF6
0,0,CPSF7
0,0,CPVL
0,0,CRCP
0,0,CREB5
0,0,CREBBP
0,0,CRNKL1
0,0,CRTAP
0,0,CRTC2
0,0,CRYBG3
0,0,CS
0,0,CSDE1
0,0,CSE1L
0,0,CSK
0,0,CSNK1A1
0,0,CSNK1D
0,0,CSNK1E
0,0,CSNK1E;CSNK1D
0,0,CSNK1G3
0,0,CSNK2A1
0,0,CSNK2A1;CSNK2A3
0,0,CSNK2A2
0,0,CSNK2B
0,0,CSNK2B;CSNK2B-LY6G5B-1181
0,0,CSPG5
0,0,CSPP1
0,0,CSRP2BP
0,0,CSTF1
0,0,CSTF2
0,0,CSTF3
0,0,CT45A3;CT45A1;CT45A2;CT45A9;CT45A8;CT45A7;CT45A10;CT45A5;CT45A6
0,0,CTBP1
0,0,CTBP2
0,0,CTC1
0,0,CTCF
0,0,CTDP1
0,0,CTDSPL2
0,0,CTNNA1
0,0,CTNNAL1
0,0,CTNNB1
0,0,CTNNBL1
0,0,CTNND1
0,0,CTPS1
0,0,CTPS2
0,0,CTR9
0,0,CTSD
0,0,CTSV
0,0,CTTN
0,0,CTTNBP2
0,0,CTTNBP2NL
0,0,CUL1
0,0,CUL3
0,0,CUL4A
0,0,CUL4B
0,0,CUL7
0,0,CUTC
0,0,CUX1
0,0,CWC15
0,0,CWC22
0,0,CWF19L1
0,0,CWF19L2
0,0,CXORF57
0,0,CYB5A
0,0,CYB5B
0,0,CYB5R3
0,0,CYFIP1
0,0,CYFIP2
0,0,CYP20A1
0,0,CYP51A1
0,0,DACH1
0,0,DAD1
0,0,DAG1
0,0,DAP
0,0,DAP3
0,0,DAPK3
0,0,DARS
0,0,DAXX
0,0,DBN1
0,0,DBNL
0,0,DCAF11
0,0,DCAF12
0,0,DCAF13
0,0,DCAF7
0,0,DCAF8
0,0,DCAKD
0,0,DCP1A
0,0,DCP1B
0,0,DCP2
0,0,DCTN1;DKFZP686E0752
0,0,DCTN2
0,0,DCTN3
0,0,DCTN4
0,0,DCTN5
0,0,DCTN6
0,0,DDA1
0,0,DDB1
0,0,DDB2
0,0,DDOST
0,0,DDRGK1
0,0,DDX1
0,0,DDX10
0,0,DDX17
0,0,DDX18
0,0,DDX20
0,0,DDX21
0,0,DDX23
0,0,DDX24
0,0,DDX26B
0,0,DDX27
0,0,DDX39A
0,0,DDX39B
0,0,DDX3X
0,0,DDX41
0,0,DDX42
0,0,DDX46
0,0,DDX47
0,0,DDX49
0,0,DDX5
0,0,DDX50
0,0,DDX52
0,0,DDX54
0,0,DDX55
0,0,DDX6
0,0,DECR1
0,0,DECR2
0,0,DEGS1
0,0,DEK
0,0,DENND4A
0,0,DENND4C
0,0,DEPDC1
0,0,DEPDC1B
0,0,DERA
0,0,DERL1
0,0,DERL2
0,0,DGCR2
0,0,DHCR24
0,0,DHCR7
0,0,DHFR
0,0,DHRS7
0,0,DHX15
0,0,DHX16
0,0,DHX29
0,0,DHX30
0,0,DHX36
0,0,DHX37
0,0,DHX57
0,0,DHX8
0,0,DHX9
0,0,DIABLO
0,0,DIAPH1
0,0,DIAPH2
0,0,DICER1
0,0,DIDO1
0,0,DIEXF
0,0,DIMT1
0,0,DKC1
0,0,DLAT
0,0,DLG1
0,0,DLG5
0,0,DLGAP5
0,0,DMAP1
0,0,DMXL1
0,0,DMXL2
0,0,DNA2
0,0,DNAJA1
0,0,DNAJA2
0,0,DNAJA3
0,0,DNAJB1
0,0,DNAJB11
0,0,DNAJB12
0,0,DNAJB4
0,0,DNAJB5
0,0,DNAJB6
0,0,DNAJC11
0,0,DNAJC13
0,0,DNAJC16
0,0,DNAJC17
0,0,DNAJC18
0,0,DNAJC2
0,0,DNAJC21
0,0,DNAJC24
0,0,DNAJC5
0,0,DNAJC7
0,0,DNAJC8
0,0,DNAJC9
0,0,DNM1
0,0,DNM2
0,0,DNM3
0,0,DNMBP
0,0,DNTTIP1
0,0,DNTTIP2
0,0,DOCK11
0,0,DOCK6
0,0,DOCK7
0,0,DOCK9
0,0,DPCD
0,0,DPF1
0,0,DPF2
0,0,DPF3
0,0,DPY19L4
0,0,DPY30
0,0,DPYSL2
0,0,DR1
0,0,DRG1
0,0,DSCR3
0,0,DSG1
0,0,DSG2
0,0,DSN1
0,0,DUS1L
0,0,DYNC1H1
0,0,DYNC1I2
0,0,DYNC1LI1
0,0,DYNC1LI2
0,0,DYNC2H1
0,0,DYNC2LI1
0,0,DYNLL1
0,0,DYNLL1;DYNLL2
0,0,DYNLL2
0,0,DYNLRB1
0,0,DYNLT1
0,0,DYNLT3
0,0,DYRK1A
0,0,EAPP
0,0,EBNA1BP2
0,0,ECD
0,0,ECPAS
0,0,ECT2
0,0,EDC3
0,0,EDC4
0,0,EDF1
0,0,EDRF1
0,0,EEA1
0,0,EED
0,0,EEF1A1;EEF1A1P5
0,0,EEF1B2
0,0,EEF1D
0,0,EEF1E1;EEF1E1-BLOC1S5
0,0,EEF1G
0,0,EEF2
0,0,EFCAB14
0,0,EFHD1;PP1187
0,0,EFR3A
0,0,EFR3B
0,0,EFTUD2
0,0,EHMT1
0,0,EHMT2
0,0,EI24
0,0,EIF1
0,0,EIF1AD
0,0,EIF1B
0,0,EIF2AK2
0,0,EIF2AK3
0,0,EIF2B1
0,0,EIF2B2
0,0,EIF2B3
0,0,EIF2B4
0,0,EIF2B5
0,0,EIF2D
0,0,EIF2S1
0,0,EIF2S2
0,0,EIF2S3
0,0,EIF2S3;EIF2S3L
0,0,EIF3A
0,0,EIF3B
0,0,EIF3C
0,0,EIF3C;EIF3CL
0,0,EIF3CL
0,0,EIF3D
0,0,EIF3E
0,0,EIF3F
0,0,EIF3G
0,0,EIF3H
0,0,EIF3I
0,0,EIF3J
0,0,EIF3K
0,0,EIF3L
0,0,EIF3M
0,0,EIF4A1
0,0,EIF4A2
0,0,EIF4A3
0,0,EIF4B
0,0,EIF4E
0,0,EIF4ENIF1
0,0,EIF4G1
0,0,EIF4G2
0,0,EIF4G3
0,0,EIF4H
0,0,EIF5
0,0,EIF6
0,0,ELAVL1
0,0,ELAVL2
0,0,ELAVL2;ELAVL4
0,0,ELMSAN1
0,0,ELOVL1
0,0,ELOVL5
0,0,EMB
0,0,EMC1
0,0,EMC10
0,0,EMC2
0,0,EMC3
0,0,EMC4
0,0,EMC6
0,0,EMC7
0,0,EMC8
0,0,EMC9
0,0,EMD
0,0,EMG1
0,0,EML3
0,0,EML4
0,0,EMSY;C11ORF30
0,0,ENAH
0,0,ENDOD1
0,0,ENO1
0,0,ENO2
0,0,ENPP4
0,0,ENY2
0,0,EP300
0,0,EP400
0,0,EPB41
0,0,EPB41L2
0,0,EPB41L3
0,0,EPB41L5
0,0,EPC1
0,0,EPC2
0,0,EPHX1
0,0,EPN1
0,0,EPN2
0,0,EPPK1
0,0,EPRS
0,0,EPS15
0,0,EPS15L1
0,0,EPT1
0,0,ERC1
0,0,ERCC1
0,0,ERCC2
0,0,ERCC3
0,0,ERCC4
0,0,ERCC5-201;BIVM-ERCC5;ERCC5
0,0,ERCC6L
0,0,ERG28
0,0,ERGIC1
0,0,ERGIC3
0,0,ERH
0,0,ERI1
0,0,ERICH1
0,0,ERLIN1
0,0,ERLIN2
0,0,ERMP1
0,0,ERN1
0,0,ERP29
0,0,ERP44
0,0,ESCO1
0,0,ESD
0,0,ESF1
0,0,ESPL1
0,0,ESYT1
0,0,ESYT2
0,0,ETF1
0,0,ETFB
0,0,EVL
0,0,EWSR1
0,0,EXO1
0,0,EXOC4
0,0,EXOSC10
0,0,EXOSC2
0,0,EXOSC3
0,0,EXOSC4
0,0,EXOSC5
0,0,EXOSC7
0,0,EXOSC9
0,0,EZH2
0,0,EZR
0,0,FAF2
0,0,FAM101B
0,0,FAM103A1
0,0,FAM109A
0,0,FAM117A
0,0,FAM117B
0,0,FAM120A
0,0,FAM126A
0,0,FAM126B
0,0,FAM134A
0,0,FAM135A
0,0,FAM162A
0,0,FAM179B
0,0,FAM192A;NIP30
0,0,FAM195B
0,0,FAM207A
0,0,FAM208A
0,0,FAM213A
0,0,FAM21A
0,0,FAM21C
0,0,FAM3C
0,0,FAM45A;FAM45B
0,0,FAM46D
0,0,FAM50A
0,0,FAM50B
0,0,FAM60A
0,0,FAM73B
0,0,FAM83D
0,0,FAM83G
0,0,FAM83H
0,0,FAM89A
0,0,FAM91A1
0,0,FAM98A
0,0,FAM98B
0,0,FANCL
0,0,FARP1
0,0,FARP2
0,0,FASN
0,0,FASTKD2
0,0,FAU
0,0,FBL
0,0,FBRS
0,0,FBXL19
0,0,FBXO28
0,0,FBXO30
0,0,FBXO32
0,0,FBXO45
0,0,FBXO5
0,0,FCHO2
0,0,FDPS
0,0,FECH
0,0,FEN1
0,0,FGA
0,0,FGFR1OP
0,0,FGFR1OP2
0,0,FHOD3
0,0,FIG4
0,0,FIP1L1
0,0,FKBP15
0,0,FKBP4
0,0,FKBP5
0,0,FKBP8
0,0,FLII
0,0,FLNA
0,0,FLNB
0,0,FLNC
0,0,FLOT1
0,0,FLOT2
0,0,FMN2
0,0,FMNL2
0,0,FMR1
0,0,FN3KRP
0,0,FNBP1
0,0,FNBP1L
0,0,FOCAD
0,0,FOXK2
0,0,FOXP1
0,0,FRYL
0,0,FTH1
0,0,FTSJ3
0,0,FUCA2
0,0,FUS
0,0,FXR1
0,0,FXR2
0,0,FYTTD1
0,0,FZR1
0,0,G3BP1
0,0,G3BP2
0,0,G6PD
0,0,GADD45GIP1
0,0,GAK
0,0,GALNT2
0,0,GANAB
0,0,GAPDH
0,0,GAPVD1
0,0,GAR1
0,0,GART
0,0,GATAD1
0,0,GATAD2A
0,0,GATAD2B
0,0,GCC2
0,0,GCOM1;GCOM2
0,0,GCSH
0,0,GDAP1
0,0,GDAP2
0,0,GDI1
0,0,GDI2
0,0,GDPD1
0,0,GEMIN2
0,0,GEMIN4
0,0,GEMIN5
0,0,GEMIN6
0,0,GEMIN8
0,0,GET4
0,0,GFM1
0,0,GGCT
0,0,GGPS1
0,0,GID4
0,0,GID8
0,0,GIGYF1
0,0,GIGYF2
0,0,GIPC1
0,0,GIT1
0,0,GIT2
0,0,GLA
0,0,GLB1
0,0,GLCCI1
0,0,GLG1
0,0,GLO1
0,0,GLOD4
0,0,GLRX3
0,0,GLT8D1
0,0,GLTSCR1
0,0,GLUD1;GLUD2
0,0,GLUL
0,0,GLYR1
0,0,GMFB
0,0,GMNN
0,0,GNA11
0,0,GNA12
0,0,GNA13
0,0,GNAI2;GNAI1;GNAO1
0,0,GNB1
0,0,GNB2L1
0,0,GNB5
0,0,GNG12
0,0,GNG2
0,0,GNG5
0,0,GNL1
0,0,GNL2
0,0,GNL3
0,0,GOLGA2
0,0,GOLGA5
0,0,GOLGB1
0,0,GOLPH3
0,0,GOLT1B
0,0,GORASP2
0,0,GOSR1
0,0,GOSR2
0,0,GPAT3
0,0,GPAT4
0,0,GPATCH11
0,0,GPATCH2
0,0,GPATCH2L
0,0,GPC4
0,0,GPHN
0,0,GPI
0,0,GPN1
0,0,GPN2
0,0,GPN3
0,0,GPR107
0,0,GPR137
0,0,GPRASP2
0,0,GPS1
0,0,GPS2
0,0,GPX8
0,0,GRAMD1A
0,0,GRAMD1C
0,0,GRB2
0,0,GRK2
0,0,GRSF1
0,0,GRWD1
0,0,GSE1
0,0,GSK3A
0,0,GSK3B
0,0,GSKIP
0,0,GSN
0,0,GSPT1
0,0,GSTP1
0,0,GTF2A1
0,0,GTF2B
0,0,GTF2F1
0,0,GTF2F2
0,0,GTF2H1
0,0,GTF2H2C
0,0,GTF2H3
0,0,GTF2H4
0,0,GTF2H5
0,0,GTF2I
0,0,GTF3A
0,0,GTF3C1
0,0,GTF3C3
0,0,GTF3C4
0,0,GTF3C5
0,0,GTPBP4
0,0,GTSE1
0,0,GYG1
0,0,GYG2
0,0,GYS1
0,0,H1F0
0,0,H1FX
0,0,H2AFJ
0,0,H2AFY
0,0,H2AFY2
0,0,H2AFZ
0,0,H2AFZ;H2AFV
0,0,HACD3
0,0,HADHA
0,0,HADHB
0,0,HAUS2
0,0,HBB;HBD
0,0,HCFC1
0,0,HCG_39893;GRAMD1B
0,0,HDAC1
0,0,HDAC2
0,0,HDAC3
0,0,HDGF
0,0,HDLBP
0,0,HEATR1
0,0,HEATR3
0,0,HELZ
0,0,HERC2
0,0,HERC5
0,0,HEXB
0,0,HEXIM1
0,0,HEXIM2
0,0,HGS
0,0,HIC2
0,0,HIGD1A
0,0,HIP1
0,0,HIP1R
0,0,HIRA
0,0,HIRIP3
0,0,HIST1H1B
0,0,HIST1H1C
0,0,HIST1H1D
0,0,HIST1H2AC
0,0,HIST1H2AD
0,0,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
0,0,HIST1H2BL
