,super_cluster,gene_names
0,0,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
0,0,HIST1H4A
0,0,HIST2H2AA3;HIST2H2AC
0,0,HIST2H2AA3;HIST2H2AC;H2AFJ
0,0,HIST2H2AB
0,0,HIST2H2AC;HIST2H2AA3
0,0,HIST2H2BE
0,0,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
0,0,HIST2H3A
0,0,HIST3H2BB
0,0,HK1
0,0,HK2
0,0,HLTF
0,0,HMG20A
0,0,HMG20B
0,0,HMGA1
0,0,HMGB2
0,0,HMGCS1
0,0,HMGN2
0,0,HMGN5
0,0,HMGXB4
0,0,HMMR
0,0,HMOX2
0,0,HN1
0,0,HNRNPA0
0,0,HNRNPA1;HNRNPA1L2
0,0,HNRNPA2B1
0,0,HNRNPA3
0,0,HNRNPAB
0,0,HNRNPC
0,0,HNRNPC;HNRNPCL3;HNRNPCL2;HNRNPCL1;HNRNPCL4
0,0,HNRNPD
0,0,HNRNPDL
0,0,HNRNPF
0,0,HNRNPH1
0,0,HNRNPH2
0,0,HNRNPH3
0,0,HNRNPK
0,0,HNRNPL
0,0,HNRNPLL;HNRPLL
0,0,HNRNPM
0,0,HNRNPR
0,0,HNRNPU
0,0,HNRNPUL1
0,0,HNRNPUL2-BSCL2;HNRNPUL2
0,0,HOMER1
0,0,HOMER2
0,0,HOOK3
0,0,HOXA10
0,0,HOXA11
0,0,HOXA13
0,0,HOXB6
0,0,HP1BP3
0,0,HPCAL1;HPCA;NCALD
0,0,HPRT1
0,0,HPS3
0,0,HS2ST1
0,0,HSBP1
0,0,HSD17B10
0,0,HSD17B11
0,0,HSD17B12
0,0,HSDL2
0,0,HSF1
0,0,HSP90AA1
0,0,HSP90AB1
0,0,HSP90AB2P
0,0,HSP90AB4P
0,0,HSP90B1
0,0,HSPA12A
0,0,HSPA13
0,0,HSPA14
0,0,HSPA1B;HSPA1A
0,0,HSPA1L
0,0,HSPA2
0,0,HSPA4
0,0,HSPA4L
0,0,HSPA5
0,0,HSPA8
0,0,HSPA9
0,0,HSPB1
0,0,HSPB11
0,0,HSPBP1
0,0,HSPD1
0,0,HSPE1
0,0,HSPE1-MOB4;MOB4
0,0,HSPH1
0,0,HTATSF1
0,0,HUS1
0,0,HUWE1
0,0,HYOU1
0,0,IARS
0,0,IARS2
0,0,IBTK
0,0,IDH1
0,0,IDI1
0,0,IER3IP1
0,0,IFFO1
0,0,IFFO2
0,0,IFNAR1
0,0,IFT172
0,0,IFT20
0,0,IFT22
0,0,IFT27
0,0,IFT52
0,0,IFT57
0,0,IFT74
0,0,IFT81
0,0,IGBP1
0,0,IGF2BP1
0,0,IGF2BP2
0,0,IGF2BP3
0,0,IGF2R
0,0,IGHG1
0,0,IGKC
0,0,IK
0,0,IKBIP
0,0,IKBKB
0,0,IKBKG
0,0,ILF2
0,0,ILF3
0,0,ILK
0,0,ILVBL
0,0,IMMT
0,0,IMP3
0,0,IMP4
0,0,IMPDH2
0,0,INCENP
0,0,INF2
0,0,ING3
0,0,ING4
0,0,ING5
0,0,ING5;ING4
0,0,INIP
0,0,INO80
0,0,INO80C
0,0,INPP5K
0,0,INPPL1
0,0,INTS1
0,0,INTS10
0,0,INTS12
0,0,INTS14
0,0,INTS2
0,0,INTS3
0,0,INTS4
0,0,INTS5
0,0,INTS6
0,0,INTS7
0,0,INTS8
0,0,INTS9
0,0,IP6K1
0,0,IPO13
0,0,IPO4
0,0,IPO5
0,0,IPO7
0,0,IPO8
0,0,IPO9
0,0,IQCB1
0,0,IQGAP1
0,0,IQGAP2
0,0,IQGAP3
0,0,IQSEC1;IQSEC2
0,0,IQSEC2
0,0,IRS4
0,0,ISG20L2
0,0,IST1
0,0,ISY1
0,0,ITCH
0,0,ITCH;WWP1
0,0,ITGA6
0,0,ITGB1
0,0,ITM2C
0,0,ITPR1
0,0,ITPR2
0,0,ITPR3
0,0,ITPRIP
0,0,ITPRIPL1
0,0,ITSN1
0,0,IWS1
0,0,IXL;MED29
0,0,JADE1
0,0,JADE3
0,0,JAGN1
0,0,JAKMIP1
0,0,JMJD1C
0,0,JMJD6
0,0,JPH1
0,0,JTB
0,0,JUN
0,0,JUP
0,0,KANK1
0,0,KANK2
0,0,KARS
0,0,KAT2A
0,0,KAT2B
0,0,KAT5
0,0,KAT6A;MYST3
0,0,KAT7
0,0,KAT8
0,0,KDM1A
0,0,KDM1B
0,0,KDM2A
0,0,KDM3A
0,0,KDM3B
0,0,KDM5B
0,0,KDM6B
0,0,KDSR
0,0,KEAP1
0,0,KHDRBS1
0,0,KIAA0020
0,0,KIAA0196
0,0,KIAA0226
0,0,KIAA0226L
0,0,KIAA0319L
0,0,KIAA0368
0,0,KIAA0368;ECM29
0,0,KIAA0430
0,0,KIAA1033
0,0,KIAA1143
0,0,KIAA1211L
0,0,KIAA1279
0,0,KIAA1429
0,0,KIAA1468
0,0,KIAA1522
0,0,KIAA1524
0,0,KIAA1598
0,0,KIAA1671
0,0,KIDINS220
0,0,KIF14
0,0,KIF18A
0,0,KIF18B
0,0,KIF1A
0,0,KIF1B
0,0,KIF1BBETA;KIF1B
0,0,KIF1BP
0,0,KIF1BP;KIAA1279
0,0,KIF20A
0,0,KIF20B
0,0,KIF21B
0,0,KIF22
0,0,KIF23
0,0,KIF2A
0,0,KIF2C
0,0,KIF3A
0,0,KIF3B
0,0,KIF3C
0,0,KIF4A
0,0,KIF5A
0,0,KIF5B
0,0,KIF5C
0,0,KIF7
0,0,KIFAP3
0,0,KIFC1
0,0,KIN
0,0,KLC1
0,0,KLC2
0,0,KLC3
0,0,KLC4
0,0,KLHL7
0,0,KLHL8
0,0,KMT2A
0,0,KMT2C
0,0,KNOP1
0,0,KNSTRN
0,0,KPNA1
0,0,KPNA2
0,0,KPNA3
0,0,KPNA4
0,0,KPNA6
0,0,KPNB1
0,0,KRAS
0,0,KRI1
0,0,KRIT1
0,0,KRT18
0,0,KRTCAP2
0,0,KSR1
0,0,KTN1
0,0,L1RE1
0,0,L3MBTL3
0,0,LAMB1
0,0,LAMC1
0,0,LAMP1
0,0,LAMP2
0,0,LAMTOR1
0,0,LAMTOR2
0,0,LAMTOR3
0,0,LAMTOR5
0,0,LAP3
0,0,LARP1
0,0,LARP4
0,0,LARP4B
0,0,LARP7
0,0,LARS
0,0,LAS1L
0,0,LBR
0,0,LCA5
0,0,LCLAT1
0,0,LCOR
0,0,LDHA
0,0,LDHB
0,0,LDHC
0,0,LEMD3
0,0,LENG8
0,0,LEO1
0,0,LEPRE1
0,0,LEPREL4
0,0,LETM1
0,0,LGALS1
0,0,LGALS3BP
0,0,LIG3
0,0,LIMA1
0,0,LIMK2
0,0,LIMS1
0,0,LIN52
0,0,LIN54
0,0,LIN7A
0,0,LIN7C
0,0,LLGL1
0,0,LLPH
0,0,LMAN1
0,0,LMAN2
0,0,LMAN2L
0,0,LMBRD1
0,0,LMNA
0,0,LMNB1
0,0,LMNB2
0,0,LMO7
0,0,LNP
0,0,LNPEP
0,0,LNPK
0,0,LOH12CR1
0,0,LONP1
0,0,LPCAT1
0,0,LPGAT1
0,0,LRCH1
0,0,LRCH2
0,0,LRCH3
0,0,LRPAP1
0,0,LRPPRC
0,0,LRRC47
0,0,LRRC59
0,0,LRRC8C
0,0,LRRC8E
0,0,LRRFIP1
0,0,LRRFIP2
0,0,LSG1
0,0,LSM1
0,0,LSM11
0,0,LSM12
0,0,LSM14A
0,0,LSM14B
0,0,LSM2
0,0,LSM4
0,0,LSM5
0,0,LSM6
0,0,LSM7
0,0,LSS
0,0,LTA4H
0,0,LTV1
0,0,LUC7L
0,0,LUC7L2
0,0,LUC7L3
0,0,LUZP1
0,0,LYAR
0,0,LZTS1
0,0,LZTS2
0,0,M6PR
0,0,MACF1
0,0,MAD2L1
0,0,MAEA
0,0,MAF1
0,0,MAGEB2
0,0,MAGED1
0,0,MAGED2
0,0,MAGOH;MAGOHB
0,0,MAGOHB
0,0,MAGT1
0,0,MAN1A1
0,0,MAN1A2
0,0,MANBAL
0,0,MANF
0,0,MAP1B
0,0,MAP1LC3B
0,0,MAP1LC3B;MAP1LC3B2;MAP1LC3A
0,0,MAP2K1
0,0,MAP2K2
0,0,MAP2K4
0,0,MAP2K7
0,0,MAP3K4
0,0,MAP3K7
0,0,MAP4
0,0,MAP4K4
0,0,MAP7
0,0,MAP7D1
0,0,MAP7D2
0,0,MAP7D3
0,0,MAP9
0,0,MAPK1
0,0,MAPK11
0,0,MAPK14
0,0,MAPK3
0,0,MAPK6
0,0,MAPK7
0,0,MAPK8
0,0,MAPK9
0,0,MAPKAP1
0,0,MAPKAPK2
0,0,MAPKAPK3
0,0,MAPKBP1
0,0,MAPRE1
0,0,MAPRE2
0,0,MARCKSL1
0,0,MARK2
0,0,MARK3
0,0,MARK4
0,0,MARS
0,0,MAST2
0,0,MAT2A
0,0,MATR3
0,0,MAU2
0,0,MAX
0,0,MBD2
0,0,MBD3
0,0,MBIP
0,0,MBNL1
0,0,MBOAT7
0,0,MCC
0,0,MCFD2
0,0,MCM10
0,0,MCM2
0,0,MCM3
0,0,MCM3AP
0,0,MCM4
0,0,MCM5
0,0,MCM6
0,0,MCM7
0,0,MCM8
0,0,MDC1
0,0,MDH1
0,0,MDH2
0,0,MDK
0,0,ME2
0,0,MEA1
0,0,MEAF6
0,0,MECOM
0,0,MECP2
0,0,MECR
0,0,MED1
0,0,MED10
0,0,MED11
0,0,MED12;TNRC11
0,0,MED12L
0,0,MED13
0,0,MED13L
0,0,MED14
0,0,MED15
0,0,MED16
0,0,MED17
0,0,MED18
0,0,MED19
0,0,MED20
0,0,MED21
0,0,MED22
0,0,MED23
0,0,MED24
0,0,MED25
0,0,MED26
0,0,MED27
0,0,MED28
0,0,MED29
0,0,MED30
0,0,MED31
0,0,MED4
0,0,MED6
0,0,MED7
0,0,MED8
0,0,MED9
0,0,MELK
0,0,MEN1
0,0,MEPCE
0,0,METAP2
0,0,METTL16
0,0,METTL3
0,0,METTL7A
0,0,MFAP1
0,0,MFN1
0,0,MGA
0,0,MGRN1
0,0,MICAL2
0,0,MICALL1
0,0,MID1;MID2
0,0,MIER1
0,0,MIER3
0,0,MIF
0,0,MINA
0,0,MINK1
0,0,MIOS
0,0,MIS12
0,0,MITD1
0,0,MKI67
0,0,MKL1;MKL1
0,0,MKL2
0,0,MKLN1
0,0,MKNK1
0,0,MKNK1;DKFZP686E14208
0,0,MLEC
0,0,MLK4
0,0,MLLT10
0,0,MMGT1
0,0,MMS22L
0,0,MNAT1
0,0,MND1
0,0,MNDA
0,0,MNS1
0,0,MOCS2
0,0,MOGS
0,0,MON2
0,0,MORC3
0,0,MORF4L1
0,0,MORF4L2
0,0,MOSPD2
0,0,MOV10
0,0,MPHOSPH10
0,0,MPHOSPH8
0,0,MPHOSPH9
0,0,MPP5
0,0,MPP6
0,0,MPRIP
0,0,MRE11A
0,0,MRFAP1
0,0,MRGBP
0,0,MRPL1
0,0,MRPL12
0,0,MRPL20
0,0,MRPL24
0,0,MRPL3
0,0,MRPL39
0,0,MRPL41
0,0,MRPL42
0,0,MRPL47
0,0,MRPL48
0,0,MRPL53
0,0,MRPS10
0,0,MRPS15
0,0,MRPS17;HCG_1984214
0,0,MRPS18B
0,0,MRPS18C
0,0,MRPS2
0,0,MRPS22
0,0,MRPS23
0,0,MRPS26
0,0,MRPS27
0,0,MRPS28
0,0,MRPS30
0,0,MRPS31
0,0,MRPS34
0,0,MRPS35
0,0,MRPS36
0,0,MRPS7
0,0,MRPS9
0,0,MRTO4
0,0,MSH2
0,0,MSH6
0,0,MSI2
0,0,MSL1
0,0,MSL2
0,0,MSL3
0,0,MSMO1
0,0,MSN
0,0,MSTO1
0,0,MTA1
0,0,MTA2
0,0,MTA3
0,0,MTBP
0,0,MTCL1
0,0,MTDH
0,0,MTF2
0,0,MTFR1
0,0,MTHFD1
0,0,MTHFD1L
0,0,MTHFD2
0,0,MTMR1
0,0,MTMR2
0,0,MTMR3
0,0,MTOR
0,0,MTPAP
0,0,MTPN
0,0,MTX1
0,0,MTX2
0,0,MVB12A
0,0,MVB12B
0,0,MVD
0,0,MXRA7
0,0,MYBBP1A
0,0,MYBL2
0,0,MYC
0,0,MYCBP
0,0,MYCBP2
0,0,MYH10
0,0,MYH14
0,0,MYH9
0,0,MYL1
0,0,MYL12A
0,0,MYL12A;MYL9
0,0,MYL12B
0,0,MYL6
0,0,MYL6B
0,0,MYO18A
0,0,MYO1B
0,0,MYO1C
0,0,MYO1D
0,0,MYO1E
0,0,MYO5A
0,0,MYO5C
0,0,MYO6
0,0,MYO9B
0,0,MZT2B;MZT2A
0,0,N4BP2
0,0,N4BP2L2
0,0,NAA40
0,0,NABP2
0,0,NACA
0,0,NAE1
0,0,NAF1
0,0,NAGA
0,0,NAN
0,0,NANS
0,0,NAP1L1
0,0,NAP1L4
0,0,NAPA
0,0,NAPG
0,0,NASP
0,0,NAT10
0,0,NAV1
0,0,NBAS
0,0,NBN
0,0,NBR1
0,0,NCAPD2
0,0,NCAPG
0,0,NCAPG2
0,0,NCAPH
0,0,NCAPH2
0,0,NCBP1
0,0,NCBP2
0,0,NCDN
0,0,NCK1
0,0,NCK2
0,0,NCKAP1
0,0,NCKAP5L
0,0,NCKIPSD
0,0,NCL
0,0,NCLN
0,0,NCOA1
0,0,NCOA4
0,0,NCOA5
0,0,NCOR1
0,0,NCOR2
0,0,NCR3LG1
0,0,NDC1
0,0,NDC80
0,0,NDE1
0,0,NDEL1
0,0,NDRG1
0,0,NDUFA3
0,0,NDUFA5
0,0,NDUFAB1
0,0,NDUFAF2
0,0,NDUFB10
0,0,NDUFB3
0,0,NDUFS1
0,0,NDUFS5
0,0,NDUFV2
0,0,NECAP1
0,0,NECAP2
0,0,NEDD1
0,0,NEDD8;NEDD8-MDP1
0,0,NEFM
0,0,NEIL3
0,0,NEK1
0,0,NEK2
0,0,NEK4
0,0,NEK9
0,0,NELFA
0,0,NELFB
0,0,NELFCD;TH1L
0,0,NELFE
0,0,NEMF
0,0,NES
0,0,NEURL4
0,0,NEXN
0,0,NFKB1
0,0,NFKB2
0,0,NFKBIA
0,0,NFKBIB
0,0,NFRKB
0,0,NFX1
0,0,NFXL1
0,0,NFYA
0,0,NHLRC3
0,0,NHP2
0,0,NHP2L1
0,0,NHSL1
0,0,NHSL2
0,0,NIFK
0,0,NIN
0,0,NIP7
0,0,NIPBL
0,0,NIPSNAP1
0,0,NISCH
0,0,NKAP
0,0,NKRF
0,0,NKTR
0,0,NMD3
0,0,NME2;NME1-NME2;NME1
0,0,NME7
0,0,NMNAT1
0,0,NMT1
0,0,NMT2
0,0,NOB1
0,0,NOC2L
0,0,NOC3L
0,0,NOC4L
0,0,NOL10
0,0,NOL11
0,0,NOL7
0,0,NOL9
0,0,NOLC1
0,0,NOM1
0,0,NOMO1
0,0,NOMO3
0,0,NOMO3;NOMO1;NOMO2
0,0,NONO
0,0,NOP10
0,0,NOP14
0,0,NOP16
0,0,NOP2
0,0,NOP56
0,0,NOP58
0,0,NPC1
0,0,NPLOC4
0,0,NPM1
0,0,NPM3
0,0,NPTN;DKFZP566H1924
0,0,NPTX1
0,0,NQO1
0,0,NR3C1
0,0,NRAS
0,0,NRBF2
0,0,NRBP1
0,0,NRDE2
0,0,NRIP1
0,0,NSA2
0,0,NSD1
0,0,NSDHL
0,0,NSF
0,0,NSG1
0,0,NSL1
0,0,NSRP1;CCDC55
0,0,NSUN2
0,0,NSUN5
0,0,NT5DC2
0,0,NTHL1
0,0,NUB1
0,0,NUCB2;NUCB2
0,0,NUCKS1
0,0,NUDC
0,0,NUDCD1
0,0,NUDCD2
0,0,NUDT16L1
0,0,NUDT21
0,0,NUF2
0,0,NUFIP1
0,0,NUFIP2
0,0,NUMA1
0,0,NUMB
0,0,NUP107
0,0,NUP133
0,0,NUP153
0,0,NUP155
0,0,NUP160
0,0,NUP188
0,0,NUP205
0,0,NUP210
0,0,NUP214
0,0,NUP35
0,0,NUP37
0,0,NUP43
0,0,NUP50
0,0,NUP54
0,0,NUP62
0,0,NUP85
0,0,NUP88
0,0,NUP93
0,0,NUP98
0,0,NUPL1
0,0,NUPL2
0,0,NUSAP1
0,0,NUTF2
0,0,NVL
0,0,NXF1
0,0,NXT2
0,0,NYNRIN
0,0,OAT
0,0,OBSL1
0,0,OCRL
0,0,ODR4
0,0,OFD1
0,0,OGT
0,0,OIP5
0,0,OPTN
0,0,ORC2
0,0,ORC4
0,0,OS9
0,0,OSBP
0,0,OSBP2
0,0,OSBPL10
0,0,OSBPL11
0,0,OSBPL3
0,0,OSBPL6
0,0,OSBPL8
0,0,OSBPL9
0,0,OST4
0,0,OSTC
0,0,OSTF1
0,0,OSTM1
0,0,OTULIN
0,0,OXSR1
0,0,P4HA1
0,0,P4HA2
0,0,P4HB
0,0,PA2G4
0,0,PAAF1
0,0,PABPC1
0,0,PABPC1;PABPC3
0,0,PABPC4
0,0,PABPC4L
0,0,PABPN1
0,0,PACRGL
0,0,PACSIN2
0,0,PACSIN3
0,0,PAF1
0,0,PAFAH1B1
0,0,PAICS
0,0,PAIP1
0,0,PAK1
0,0,PAK2
0,0,PAK3
0,0,PAK4
0,0,PALM3
0,0,PAN2
0,0,PAN3
0,0,PARD3B
0,0,PARD6B
0,0,PARN
0,0,PARP1
0,0,PARP16
0,0,PARP2
0,0,PARS2
0,0,PARVA
0,0,PARVB
0,0,PASK
0,0,PATL1
0,0,PATZ1
0,0,PAWR
0,0,PAXBP1
0,0,PBK
0,0,PBRM1
0,0,PCBP1
0,0,PCBP2
0,0,PCF11
0,0,PCGF3
0,0,PCGF5
0,0,PCGF6
0,0,PCID2
0,0,PCM1
0,0,PCNA
0,0,PCNP
0,0,PCNT
0,0,PDAP1
0,0,PDCD10
0,0,PDCD11
0,0,PDCD2
0,0,PDCD4
0,0,PDCD5
0,0,PDCD6
0,0,PDCD6IP
0,0,PDCL
0,0,PDCL3
0,0,PDE4DIP
0,0,PDHA1
0,0,PDHB
0,0,PDIA4
0,0,PDLIM1
0,0,PDLIM7
0,0,PDPK1
0,0,PDPK1;PDPK2P
0,0,PDRG1
0,0,PDS5A
0,0,PDS5B
0,0,PDZD11
0,0,PDZD8
0,0,PDZRN3
0,0,PEAK1
0,0,PELP1
0,0,PEO1
0,0,PES1
0,0,PEX1
0,0,PEX14
0,0,PEX19
0,0,PEX3
0,0,PFDN1
0,0,PFDN2
0,0,PFDN4
0,0,PFDN5
0,0,PFDN6
0,0,PFN1
0,0,PFN2
0,0,PGAM1
0,0,PGAM5
0,0,PGK1
0,0,PGM1
0,0,PGRMC1
0,0,PGRMC2
0,0,PHACTR2
0,0,PHACTR4
0,0,PHAX
0,0,PHB2
0,0,PHF10
0,0,PHF12
0,0,PHF14
0,0,PHF2
0,0,PHF21A
0,0,PHF3
0,0,PHF5A
0,0,PHF8
0,0,PHGDH
0,0,PHIP
0,0,PHKA1
0,0,PHKA2
0,0,PHKB
0,0,PHKG2
0,0,PHLDB2
0,0,PI4K2A
0,0,PI4KA
0,0,PI4KA;PI4KAP1
0,0,PIAS1
0,0,PICALM
0,0,PIGG
0,0,PIGK
0,0,PIGS
0,0,PIGT
0,0,PIH1D1
0,0,PIK3C2A
0,0,PIK3C3
0,0,PIK3CA
0,0,PIK3CB
0,0,PIK3CB;DKFZP779K1237
0,0,PIK3R1
0,0,PIK3R2
0,0,PIK3R3
0,0,PIK3R4
0,0,PIKFYVE
0,0,PIN4
0,0,PIP
0,0,PIP4K2A
0,0,PIP4K2B
0,0,PIP4K2C
0,0,PIP4P1
0,0,PIP5K1A
0,0,PIP5K2B
0,0,PITPNM1
0,0,PKM
0,0,PKMYT1
0,0,PKN1
0,0,PKN2
0,0,PKNOX1;PKNOX2
0,0,PLA2G4A
0,0,PLAA
0,0,PLAGL1;DKFZP781P1017
0,0,PLBD2
0,0,PLEKHA3
0,0,PLEKHG3
0,0,PLEKHH1
0,0,PLEKHH2
0,0,PLGRKT
0,0,PLIN2
0,0,PLK1
0,0,PLOD1
0,0,PLOD2
0,0,PLRG1
0,0,PMF1-BGLAP;PMF1
0,0,PML
0,0,PMPCB
0,0,PMVK
0,0,PNKP
0,0,PNN
0,0,PNO1
0,0,PNPLA6
0,0,PNPT1
0,0,PNRC1
0,0,POC5
0,0,POGK
0,0,POGZ
0,0,POLB
0,0,POLD1
0,0,POLDIP3
0,0,POLE
0,0,POLE3
0,0,POLQ
0,0,POLR1A
0,0,POLR1B
0,0,POLR1C
0,0,POLR1D
0,0,POLR1E
0,0,POLR2A
0,0,POLR2B
0,0,POLR2C
0,0,POLR2D
0,0,POLR2E
0,0,POLR2F
0,0,POLR2G
0,0,POLR2H
0,0,POLR2I
0,0,POLR2J
0,0,POLR2J3;POLR2J;POLR2J2
0,0,POLR2K
0,0,POLR2L
0,0,POLR3A
0,0,POLR3B
0,0,POLR3C
0,0,POLR3D
0,0,POLR3E
0,0,POLR3F
0,0,POLR3G
0,0,POLR3GL
0,0,POLR3H
0,0,POLR3K
0,0,POLRMT
0,0,POM121
0,0,POM121C
0,0,POMGNT2
0,0,POMP
0,0,POMT1
0,0,PON2
0,0,POP1
0,0,POP4
0,0,POP7
0,0,POR
0,0,POT1
0,0,POTEE
0,0,POU2F1
0,0,PPA1
0,0,PPA2
0,0,PPAN;PPAN-P2RY11
0,0,PPFIA1
0,0,PPFIBP1
0,0,PPHLN1
0,0,PPIA
0,0,PPIE
0,0,PPIF
0,0,PPIG
0,0,PPIH
0,0,PPIL1
0,0,PPIL3
0,0,PPIP5K1
0,0,PPIP5K2
0,0,PPM1G
0,0,PPME1
0,0,PPP1CA;PPP1CB
0,0,PPP1CB
0,0,PPP1CC
0,0,PPP1R10
0,0,PPP1R12A
0,0,PPP1R8
0,0,PPP1R9A
0,0,PPP1R9B
0,0,PPP2CA
0,0,PPP2CA;PPP2CB
0,0,PPP2CB
0,0,PPP2R1A
0,0,PPP2R1B
0,0,PPP2R2A
0,0,PPP2R5C
0,0,PPP2R5D
0,0,PPP3CA
0,0,PPP3CB
0,0,PPP3CC
0,0,PPP3R1
0,0,PPP4C
0,0,PPP4R2
0,0,PPP5C
0,0,PPP6C
0,0,PPP6R1
0,0,PPP6R2
0,0,PPP6R3
0,0,PPWD1
0,0,PQBP1
0,0,PRAF2
0,0,PRC1
0,0,PRDM2
0,0,PRDX1
0,0,PRDX2
0,0,PRDX3
0,0,PRDX4
0,0,PREB
0,0,PRKAA1
0,0,PRKAB1
0,0,PRKAB2
0,0,PRKACA
0,0,PRKACA;PRKACB
0,0,PRKAG1
0,0,PRKAR1A
0,0,PRKAR2A
0,0,PRKAR2B
0,0,PRKCI
0,0,PRKD1
0,0,PRKD2
0,0,PRKD3
0,0,PRKD3;PRKD1;PRKD2
0,0,PRKDC
0,0,PRKRA
0,0,PRMT1
0,0,PRMT5
0,0,PRMT9
0,0,PRPF19
0,0,PRPF3
0,0,PRPF31
0,0,PRPF4
0,0,PRPF40A
0,0,PRPF4B
0,0,PRPF6
0,0,PRPF8
0,0,PRPS1
0,0,PRPS1;PRPS1L1
0,0,PRPS2
0,0,PRPSAP2
0,0,PRR11
0,0,PRR14L
0,0,PRRC1
0,0,PRRC2A
0,0,PRRC2B
0,0,PRRC2C
0,0,PRUNE
0,0,PSAP
0,0,PSAT1
0,0,PSD3
0,0,PSEN2;PSEN1
0,0,PSIP1
0,0,PSMA1
0,0,PSMA2
0,0,PSMA3
0,0,PSMA4
0,0,PSMA5
0,0,PSMA6
0,0,PSMA7
0,0,PSMB1
0,0,PSMB10
0,0,PSMB2
0,0,PSMB3
0,0,PSMB4
0,0,PSMB5
0,0,PSMB6
0,0,PSMB7
0,0,PSMC1
0,0,PSMC2
0,0,PSMC3
0,0,PSMC3IP
0,0,PSMC4
0,0,PSMC5
0,0,PSMC6
0,0,PSMD1
0,0,PSMD10
0,0,PSMD11
0,0,PSMD12
0,0,PSMD13
0,0,PSMD14
0,0,PSMD2
0,0,PSMD3
0,0,PSMD4
0,0,PSMD4;PIPSL
0,0,PSMD6
0,0,PSMD7
0,0,PSMD8
0,0,PSMD9
0,0,PSME1
0,0,PSME2
0,0,PSME3
0,0,PSME4
0,0,PSMF1
0,0,PSMG1
0,0,PSMG2
0,0,PSMG3
0,0,PSMG4
0,0,PSPC1
0,0,PTBP1
0,0,PTBP3
0,0,PTCD3
0,0,PTDSS1
0,0,PTDSS2
0,0,PTGES3
0,0,PTGFRN
0,0,PTK2
0,0,PTK7
0,0,PTMA
0,0,PTPN1
0,0,PTPN12
0,0,PTPN23
0,0,PTRH2
0,0,PTTG1IP
0,0,PUM2
0,0,PUS7
0,0,PWP1
0,0,PWWP2A
0,0,PXK
0,0,PXN
0,0,PYCR1
0,0,PYCR2
0,0,PYGL
0,0,QARS
0,0,QKI
0,0,QSER1
0,0,RAB10
0,0,RAB11A
0,0,RAB11A;RAB11B
0,0,RAB11B
0,0,RAB11B;RAB11A
0,0,RAB11FIP1
0,0,RAB11FIP2
0,0,RAB11FIP5
0,0,RAB12
0,0,RAB13
0,0,RAB14
0,0,RAB18
0,0,RAB1A
0,0,RAB1B
0,0,RAB1B;RAB1C
0,0,RAB21
0,0,RAB22A
0,0,RAB23
0,0,RAB24
0,0,RAB29
0,0,RAB2A
0,0,RAB2B
0,0,RAB35
0,0,RAB3A
0,0,RAB3D
0,0,RAB3GAP1
0,0,RAB3GAP2
0,0,RAB3IP
0,0,RAB4A
0,0,RAB5A
0,0,RAB5B
0,0,RAB5C
0,0,RAB5C;RAB5B;DIRAS1;DIRAS2;RAB5A
0,0,RAB6A
0,0,RAB6B
0,0,RAB7A
0,0,RAB8A
0,0,RAB8B
0,0,RAB9A
0,0,RABAC1
0,0,RABGAP1
0,0,RABGAP1L
0,0,RABGGTA
0,0,RABGGTB
0,0,RABIF
0,0,RABL3
0,0,RAC1
0,0,RAC1;RAC3
0,0,RAC3
0,0,RACGAP1
0,0,RACK1
0,0,RAD1
0,0,RAD17
0,0,RAD21
0,0,RAD23B
0,0,RAD50
0,0,RAD9A
0,0,RAE1
0,0,RAF1
0,0,RAI1
0,0,RAI14
0,0,RALA
0,0,RALBP1
0,0,RALY
0,0,RAN
0,0,RANBP1
0,0,RANBP10
0,0,RANBP17
0,0,RANBP2
0,0,RANBP3
0,0,RANBP6
0,0,RANBP9
0,0,RANGAP1
0,0,RANGRF
0,0,RAP1GDS1
0,0,RARS
0,0,RASGRP1
0,0,RASSF1
0,0,RASSF2
0,0,RASSF3
0,0,RB1
0,0,RB1CC1
0,0,RBAK
0,0,RBBP4
0,0,RBBP5
0,0,RBBP6
0,0,RBBP7
0,0,RBL1
0,0,RBL2
0,0,RBM10
0,0,RBM12
0,0,RBM14
0,0,RBM15
0,0,RBM15B
0,0,RBM17
0,0,RBM22
0,0,RBM25
0,0,RBM26
0,0,RBM28
0,0,RBM3
0,0,RBM33
0,0,RBM34
0,0,RBM38
0,0,RBM38;RBM24
0,0,RBM39
0,0,RBM4
0,0,RBM42
0,0,RBM4;RBM4B
0,0,RBM5
0,0,RBM6
0,0,RBM7
0,0,RBM8A
0,0,RBMX
0,0,RBMX2
0,0,RBMX;RBMXL2
0,0,RBSN
0,0,RBX1
0,0,RC3H2
0,0,RCAN1
0,0,RCBTB2
0,0,RCC1
0,0,RCC2
0,0,RCL1
0,0,RCN1
0,0,RCOR1
0,0,RCOR2
0,0,RCOR3
0,0,RDH11
0,0,RDX
0,0,RECQL
0,0,REEP2
0,0,REEP4
0,0,REEP5
0,0,REL
0,0,RELA
0,0,RELB
0,0,REPS1
0,0,RER1
0,0,RETSAT
0,0,REXO4
0,0,RFC1
0,0,RFC2
