ensg_id,target_name,annotation_name,annotation_grade
ENSG00000122705,CLTA,cytoplasmic,2
ENSG00000122705,CLTA,golgi,2
ENSG00000122705,CLTA,membrane,2
ENSG00000175416,CLTB,vesicles,3
ENSG00000175416,CLTB,cytoplasmic,2
ENSG00000175416,CLTB,golgi,2
ENSG00000175416,CLTB,membrane,2
ENSG00000141367,CLTC,vesicles,3
ENSG00000141367,CLTC,cytoplasmic,2
ENSG00000141367,CLTC,golgi,1
ENSG00000141367,CLTC,membrane,1
ENSG00000169714,CNBP,cytoplasmic,3
ENSG00000169714,CNBP,nucleoplasm,3
ENSG00000064666,CNN2,cytoskeleton,3
ENSG00000064666,CNN2,cytoplasmic,2
ENSG00000064666,CNN2,membrane,2
ENSG00000064666,CNN2,nucleoplasm,2
ENSG00000121058,COIL,nuclear_punctae,3
ENSG00000121058,COIL,nucleoplasm,2
ENSG00000173163,COMMD1,vesicles,3
ENSG00000173163,COMMD1,cytoplasmic,1
ENSG00000114744,COMMD2,vesicles,3
ENSG00000114744,COMMD2,cytoplasmic,1
ENSG00000140365,COMMD4,vesicles,3
ENSG00000140365,COMMD4,cytoplasmic,1
ENSG00000188243,COMMD6,vesicles,3
ENSG00000122218,COPA,golgi,3
ENSG00000122218,COPA,vesicles,3
ENSG00000122218,COPA,cytoplasmic,1
ENSG00000184432,COPB2,golgi,3
ENSG00000105669,COPE,golgi,3
ENSG00000105669,COPE,vesicles,3
ENSG00000105669,COPE,cytoplasmic,1
ENSG00000181789,COPG1,golgi,3
ENSG00000181789,COPG1,vesicles,2
ENSG00000181789,COPG1,cytoplasmic,1
ENSG00000158623,COPG2,golgi,3
ENSG00000158623,COPG2,vesicles,2
ENSG00000158623,COPG2,cytoplasmic,1
ENSG00000111481,COPZ1,golgi,3
ENSG00000111481,COPZ1,vesicles,3
ENSG00000111481,COPZ1,cytoplasmic,1
ENSG00000172725,CORO1B,membrane,3
ENSG00000172725,CORO1B,vesicles,2
ENSG00000110880,CORO1C,membrane,3
ENSG00000110880,CORO1C,vesicles,3
ENSG00000110880,CORO1C,cytoplasmic,1
ENSG00000111605,CPSF6,nucleoplasm,3
ENSG00000111605,CPSF6,nuclear_punctae,1
ENSG00000124207,CSE1L,nucleoplasm,2
ENSG00000103653,CSK,cytoplasmic,3
ENSG00000103653,CSK,focal_adhesions,2
ENSG00000113712,CSNK1A1,centrosome,3
ENSG00000113712,CSNK1A1,cytoplasmic,3
ENSG00000113712,CSNK1A1,nucleoplasm,3
ENSG00000113712,CSNK1A1,membrane,2
ENSG00000113712,CSNK1A1,cell_contact,1
ENSG00000141551,CSNK1D,centrosome,3
ENSG00000141551,CSNK1D,cytoplasmic,1
ENSG00000141551,CSNK1D,membrane,1
ENSG00000141551,CSNK1D,nucleoplasm,1
ENSG00000213923,CSNK1E,centrosome,3
ENSG00000213923,CSNK1E,cytoplasmic,2
ENSG00000213923,CSNK1E,nucleoplasm,2
ENSG00000151292,CSNK1G3,cytoplasmic,3
ENSG00000151292,CSNK1G3,membrane,3
ENSG00000101266,CSNK2A1,big_aggregates,3
ENSG00000101266,CSNK2A1,cytoplasmic,3
ENSG00000101266,CSNK2A1,nuclear_punctae,3
ENSG00000101266,CSNK2A1,nucleoplasm,3
ENSG00000070770,CSNK2A2,big_aggregates,3
ENSG00000070770,CSNK2A2,cytoplasmic,3
ENSG00000070770,CSNK2A2,nuclear_punctae,3
ENSG00000070770,CSNK2A2,nucleoplasm,3
ENSG00000204435,CSNK2B,nuclear_punctae,3
ENSG00000204435,CSNK2B,nucleoplasm,3
ENSG00000204435,CSNK2B,membrane,2
ENSG00000159692,CTBP1,nucleoplasm,3
ENSG00000159692,CTBP1,chromatin,2
ENSG00000175029,CTBP2,nucleoplasm,3
ENSG00000175029,CTBP2,nuclear_punctae,2
ENSG00000102974,CTCF,nucleoplasm,3
ENSG00000102974,CTCF,chromatin,2
ENSG00000168036,CTNNB1,membrane,3
ENSG00000168036,CTNNB1,vesicles,2
ENSG00000132792,CTNNBL1,chromatin,3
ENSG00000171793,CTPS1,cytoplasmic,3
ENSG00000171793,CTPS1,vesicles,2
ENSG00000085733,CTTN,big_aggregates,3
ENSG00000085733,CTTN,cell_contact,3
ENSG00000085733,CTTN,membrane,3
ENSG00000085733,CTTN,cytoplasmic,1
ENSG00000119929,CUTC,nucleoplasm,3
ENSG00000100243,CYB5R3,er,3
ENSG00000100243,CYB5R3,vesicles,1
ENSG00000001630,CYP51A1,er,3
ENSG00000162384,CZIB,cytoplasmic,3
ENSG00000162384,CZIB,nucleoplasm,3
ENSG00000129562,DAD1,er,3
ENSG00000167657,DAPK3,centrosome,3
ENSG00000167657,DAPK3,cytoskeleton,3
ENSG00000167657,DAPK3,membrane,3
ENSG00000167657,DAPK3,cytoplasmic,1
ENSG00000003249,DBNDD1,cytoplasmic,3
ENSG00000136279,DBNL,vesicles,3
ENSG00000136279,DBNL,cell_contact,2
ENSG00000136279,DBNL,membrane,2
ENSG00000272886,DCP1A,vesicles,3
ENSG00000272886,DCP1A,cytoplasmic,1
ENSG00000151065,DCP1B,vesicles,3
ENSG00000172795,DCP2,vesicles,3
ENSG00000175203,DCTN2,centrosome,3
ENSG00000175203,DCTN2,cytoplasmic,3
ENSG00000175203,DCTN2,cytoskeleton,2
ENSG00000167986,DDB1,nucleoplasm,3
ENSG00000167986,DDB1,cytoplasmic,1
ENSG00000244038,DDOST,er,3
ENSG00000165732,DDX21,nucleolus_gc,3
ENSG00000198563,DDX39B,chromatin,3
ENSG00000213782,DDX47,nucleolus_gc,3
ENSG00000213782,DDX47,nucleoplasm,1
ENSG00000108654,DDX5,chromatin,3
ENSG00000108654,DDX5,nucleoplasm,3
ENSG00000108654,DDX5,nucleolus_gc,2
ENSG00000136271,DDX56,nucleolus_gc,3
ENSG00000136271,DDX56,cytoplasmic,1
ENSG00000110367,DDX6,big_aggregates,3
ENSG00000143753,DEGS1,er,3
ENSG00000143753,DEGS1,vesicles,3
ENSG00000035499,DEPDC1B,membrane,3
ENSG00000035499,DEPDC1B,cytoplasmic,2
ENSG00000116133,DHCR24,vesicles,3
ENSG00000116133,DHCR24,er,2
ENSG00000150990,DHX37,nucleolus_gc,3
ENSG00000150990,DHX37,nucleoplasm,1
ENSG00000135829,DHX9,chromatin,3
ENSG00000135829,DHX9,nuclear_punctae,2
ENSG00000135829,DHX9,nucleoplasm,2
ENSG00000131504,DIAPH1,cytoplasmic,3
ENSG00000131504,DIAPH1,nucleoplasm,1
ENSG00000130826,DKC1,nucleolus_fc_dfc,3
ENSG00000086061,DNAJA1,cytoplasmic,3
ENSG00000086061,DNAJA1,nucleoplasm,3
ENSG00000069345,DNAJA2,cytoplasmic,3
ENSG00000069345,DNAJA2,nucleoplasm,3
ENSG00000132002,DNAJB1,nucleoplasm,3
ENSG00000132002,DNAJB1,cytoplasmic,2
ENSG00000135924,DNAJB2,big_aggregates,3
ENSG00000135924,DNAJB2,cytoplasmic,2
ENSG00000135924,DNAJB2,nucleoplasm,1
ENSG00000162616,DNAJB4,cytoplasmic,3
ENSG00000162616,DNAJB4,nucleoplasm,3
ENSG00000105993,DNAJB6,cytoplasmic,3
ENSG00000105993,DNAJB6,nuclear_punctae,3
ENSG00000105993,DNAJB6,nucleoplasm,3
ENSG00000007923,DNAJC11,mitochondria,3
ENSG00000138246,DNAJC13,vesicles,3
ENSG00000138246,DNAJC13,cytoplasmic,1
ENSG00000104129,DNAJC17,nucleoplasm,3
ENSG00000170464,DNAJC18,er,3
ENSG00000170464,DNAJC18,big_aggregates,1
ENSG00000105821,DNAJC2,cytoplasmic,3
ENSG00000170946,DNAJC24,cytoplasmic,3
ENSG00000170946,DNAJC24,nucleoplasm,2
ENSG00000101152,DNAJC5,cytoplasmic,3
ENSG00000101152,DNAJC5,vesicles,3
ENSG00000101152,DNAJC5,membrane,2
ENSG00000101152,DNAJC5,nucleoplasm,1
ENSG00000168259,DNAJC7,cytoplasmic,3
ENSG00000168259,DNAJC7,nucleoplasm,3
ENSG00000168259,DNAJC7,big_aggregates,2
ENSG00000126698,DNAJC8,nucleoplasm,3
ENSG00000213551,DNAJC9,nucleoplasm,3
ENSG00000213551,DNAJC9,cytoplasmic,1
ENSG00000106976,DNM1,cytoplasmic,3
ENSG00000106976,DNM1,vesicles,1
ENSG00000087470,DNM1L,vesicles,3
ENSG00000087470,DNM1L,cytoplasmic,1
ENSG00000079805,DNM2,cytoplasmic,3
ENSG00000079805,DNM2,membrane,3
ENSG00000079805,DNM2,cell_contact,1
ENSG00000079805,DNM2,vesicles,1
ENSG00000101457,DNTTIP1,nucleoplasm,3
ENSG00000101457,DNTTIP1,chromatin,1
ENSG00000147251,DOCK11,cytoplasmic,3
ENSG00000147251,DOCK11,big_aggregates,1
ENSG00000116641,DOCK7,cytoplasmic,3
ENSG00000116641,DOCK7,membrane,3
ENSG00000116641,DOCK7,cell_contact,2
ENSG00000132768,DPH2,cytoplasmic,3
ENSG00000132768,DPH2,nucleoplasm,3
ENSG00000132768,DPH2,vesicles,2
ENSG00000185721,DRG1,cytoplasmic,3
ENSG00000197102,DYNC1H1,centrosome,3
ENSG00000197102,DYNC1H1,cytoplasmic,3
ENSG00000077380,DYNC1I2,cytoplasmic,3
ENSG00000077380,DYNC1I2,cytoskeleton,3
ENSG00000077380,DYNC1I2,centrosome,2
ENSG00000144635,DYNC1LI1,cytoplasmic,3
ENSG00000144635,DYNC1LI1,centrosome,2
ENSG00000144635,DYNC1LI1,cytoskeleton,1
ENSG00000135720,DYNC1LI2,cytoplasmic,3
ENSG00000135720,DYNC1LI2,centrosome,2
ENSG00000135720,DYNC1LI2,nucleoplasm,2
ENSG00000138036,DYNC2LI1,centrosome,3
ENSG00000138036,DYNC2LI1,cytoplasmic,3
ENSG00000138036,DYNC2LI1,nucleoplasm,2
ENSG00000088986,DYNLL1,nuclear_punctae,3
ENSG00000088986,DYNLL1,nucleoplasm,3
ENSG00000088986,DYNLL1,cytoplasmic,2
ENSG00000088986,DYNLL1,cytoskeleton,2
ENSG00000264364,DYNLL2,centrosome,3
