ensg_id,target_name,annotation_name,annotation_grade
ENSG00000264364,DYNLL2,nuclear_punctae,3
ENSG00000264364,DYNLL2,cell_contact,2
ENSG00000264364,DYNLL2,cytoplasmic,2
ENSG00000264364,DYNLL2,nucleoplasm,2
ENSG00000264364,DYNLL2,cytoskeleton,1
ENSG00000117395,EBNA1BP2,nucleolus_gc,3
ENSG00000147155,EBP,vesicles,3
ENSG00000147155,EBP,er,2
ENSG00000136813,ECPAS,cytoplasmic,3
ENSG00000136813,ECPAS,nucleoplasm,1
ENSG00000114346,ECT2,cytoplasmic,3
ENSG00000114346,ECT2,nucleolus_gc,2
ENSG00000114346,ECT2,nucleoplasm,2
ENSG00000179151,EDC3,cytoplasmic,3
ENSG00000179151,EDC3,vesicles,3
ENSG00000179151,EDC3,nucleoplasm,1
ENSG00000038358,EDC4,vesicles,3
ENSG00000038358,EDC4,cytoplasmic,1
ENSG00000107223,EDF1,cytoplasmic,3
ENSG00000107223,EDF1,nucleolus_gc,3
ENSG00000107223,EDF1,nucleoplasm,2
ENSG00000102189,EEA1,vesicles,3
ENSG00000102189,EEA1,cytoplasmic,1
ENSG00000254772,EEF1G,cytoplasmic,3
ENSG00000254772,EEF1G,er,1
ENSG00000254772,EEF1G,nucleoplasm,1
ENSG00000108883,EFTUD2,chromatin,3
ENSG00000108883,EFTUD2,nuclear_punctae,2
ENSG00000055332,EIF2AK2,cytoplasmic,3
ENSG00000055332,EIF2AK2,nucleolus_gc,1
ENSG00000130741,EIF2S3,cytoplasmic,3
ENSG00000106263,EIF3B,cytoplasmic,3
ENSG00000104408,EIF3E,cytoplasmic,3
ENSG00000130811,EIF3G,cytoplasmic,3
ENSG00000084623,EIF3I,cytoplasmic,3
ENSG00000084623,EIF3I,nucleoplasm,1
ENSG00000178982,EIF3K,cytoplasmic,3
ENSG00000178982,EIF3K,nucleoplasm,1
ENSG00000149100,EIF3M,cytoplasmic,3
ENSG00000149100,EIF3M,nucleoplasm,1
ENSG00000161960,EIF4A1,cytoplasmic,3
ENSG00000141543,EIF4A3,chromatin,3
ENSG00000141543,EIF4A3,nucleoplasm,3
ENSG00000100664,EIF5,cytoplasmic,3
ENSG00000066322,ELOVL1,vesicles,3
ENSG00000012660,ELOVL5,vesicles,3
ENSG00000170522,ELOVL6,vesicles,3
ENSG00000170522,ELOVL6,er,2
ENSG00000127463,EMC1,er,3
ENSG00000161671,EMC10,er,3
ENSG00000104412,EMC2,er,3
ENSG00000125037,EMC3,er,3
ENSG00000128463,EMC4,er,3
ENSG00000134153,EMC7,er,3
ENSG00000131148,EMC8,er,3
ENSG00000100908,EMC9,er,3
ENSG00000126749,EMG1,nucleolus_gc,3
ENSG00000126749,EMG1,nucleoplasm,1
ENSG00000074800,ENO1,cytoplasmic,3
ENSG00000074800,ENO1,nucleoplasm,3
ENSG00000120533,ENY2,nuclear_membrane,3
ENSG00000120533,ENY2,nuclear_punctae,3
ENSG00000120533,ENY2,nucleoplasm,3
ENSG00000063245,EPN1,cytoplasmic,3
ENSG00000063245,EPN1,membrane,3
ENSG00000072134,EPN2,cytoplasmic,3
ENSG00000072134,EPN2,vesicles,2
ENSG00000072134,EPN2,membrane,1
ENSG00000085832,EPS15,cell_contact,3
ENSG00000085832,EPS15,membrane,3
ENSG00000085832,EPS15,cytoplasmic,1
ENSG00000133935,ERG28,vesicles,3
ENSG00000133935,ERG28,er,1
ENSG00000117419,ERI3,cytoplasmic,3
ENSG00000117419,ERI3,nucleoplasm,3
ENSG00000139684,ESD,cytoplasmic,3
ENSG00000139684,ESD,nucleoplasm,3
ENSG00000139641,ESYT1,er,3
ENSG00000139641,ESYT1,membrane,3
ENSG00000182944,EWSR1,nuclear_punctae,3
ENSG00000182944,EWSR1,nucleoplasm,3
ENSG00000182944,EWSR1,nucleolus_fc_dfc,1
ENSG00000092820,EZR,membrane,3
ENSG00000138439,FAM117B,centrosome,3
ENSG00000138439,FAM117B,cytoplasmic,3
ENSG00000138439,FAM117B,nucleoplasm,3
ENSG00000048828,FAM120A,cytoplasmic,3
ENSG00000048828,FAM120A,nucleoplasm,1
ENSG00000228300,FAM174C,golgi,3
ENSG00000228300,FAM174C,vesicles,3
ENSG00000160256,FAM207A,nucleolus_gc,3
ENSG00000160256,FAM207A,nucleoplasm,2
ENSG00000160256,FAM207A,cytoplasmic,1
ENSG00000071859,FAM50A,nucleoplasm,3
ENSG00000145945,FAM50B,nucleoplasm,3
ENSG00000145945,FAM50B,nucleolus_gc,1
ENSG00000187741,FANCA,cytoplasmic,3
ENSG00000187741,FANCA,nucleoplasm,3
ENSG00000187741,FANCA,nuclear_punctae,2
ENSG00000152767,FARP1,membrane,3
ENSG00000152767,FARP1,cytoplasmic,1
ENSG00000169710,FASN,cytoplasmic,3
ENSG00000169710,FASN,nucleoplasm,1
ENSG00000149806,FAU,cytoplasmic,3
ENSG00000149806,FAU,nucleolus_gc,1
ENSG00000105202,FBL,nucleolus_fc_dfc,3
ENSG00000137478,FCHSD2,cytoplasmic,3
ENSG00000137478,FCHSD2,membrane,2
ENSG00000137478,FCHSD2,cell_contact,1
ENSG00000160752,FDPS,cytoplasmic,3
ENSG00000160752,FDPS,nucleoplasm,3
ENSG00000096060,FKBP5,nucleoplasm,3
ENSG00000105701,FKBP8,mitochondria,3
ENSG00000105701,FKBP8,cytoplasmic,2
ENSG00000187239,FNBP1,cell_contact,3
ENSG00000187239,FNBP1,membrane,3
ENSG00000187239,FNBP1,cytoplasmic,1
ENSG00000137942,FNBP1L,cell_contact,3
ENSG00000137942,FNBP1L,cytoplasmic,3
ENSG00000137942,FNBP1L,membrane,3
ENSG00000167996,FTH1,vesicles,3
ENSG00000114416,FXR1,cytoplasmic,3
ENSG00000129245,FXR2,cytoplasmic,3
ENSG00000010810,FYN,membrane,3
ENSG00000010810,FYN,vesicles,1
ENSG00000145907,G3BP1,cytoplasmic,3
ENSG00000145907,G3BP1,nucleoplasm,3
ENSG00000138757,G3BP2,cytoplasmic,3
ENSG00000138757,G3BP2,nucleoplasm,1
ENSG00000160211,G6PD,cytoplasmic,3
ENSG00000160211,G6PD,vesicles,3
ENSG00000178950,GAK,vesicles,3
ENSG00000178950,GAK,cytoplasmic,2
ENSG00000178950,GAK,golgi,2
ENSG00000111640,GAPDH,cytoplasmic,3
ENSG00000111640,GAPDH,nucleoplasm,2
ENSG00000109534,GAR1,nucleolus_fc_dfc,3
ENSG00000157259,GATAD1,nucleoplasm,3
ENSG00000157259,GATAD1,chromatin,2
ENSG00000107862,GBF1,golgi,3
ENSG00000107862,GBF1,cytoplasmic,2
ENSG00000107862,GBF1,vesicles,1
ENSG00000203879,GDI1,cytoplasmic,3
ENSG00000203879,GDI1,nucleoplasm,1
ENSG00000057608,GDI2,cytoplasmic,3
ENSG00000057608,GDI2,vesicles,2
ENSG00000057608,GDI2,nucleoplasm,1
ENSG00000239857,GET4,cytoplasmic,3
ENSG00000239857,GET4,nucleoplasm,3
ENSG00000152904,GGPS1,cytoplasmic,3
ENSG00000152904,GGPS1,nucleoplasm,1
ENSG00000152661,GJA1,cell_contact,3
ENSG00000152661,GJA1,vesicles,1
ENSG00000135821,GLUL,cytoplasmic,3
ENSG00000135821,GLUL,nucleoplasm,2
ENSG00000078369,GNB1,membrane,3
ENSG00000078369,GNB1,vesicles,3
ENSG00000078369,GNB1,er,1
ENSG00000134697,GNL2,nucleolus_gc,3
ENSG00000163938,GNL3,nucleolus_gc,3
ENSG00000167110,GOLGA2,golgi,3
ENSG00000147533,GOLGA7,membrane,3
ENSG00000147533,GOLGA7,vesicles,3
ENSG00000111711,GOLT1B,golgi,3
ENSG00000111711,GOLT1B,er,2
ENSG00000111711,GOLT1B,vesicles,2
ENSG00000115806,GORASP2,golgi,3
ENSG00000108587,GOSR1,vesicles,3
ENSG00000108433,GOSR2,vesicles,3
ENSG00000108433,GOSR2,golgi,2
ENSG00000138678,GPAT3,er,3
ENSG00000158669,GPAT4,er,3
ENSG00000158669,GPAT4,vesicles,1
ENSG00000148358,GPR107,golgi,3
ENSG00000148358,GPR107,vesicles,3
ENSG00000177885,GRB2,cytoplasmic,3
ENSG00000177885,GRB2,nucleoplasm,3
ENSG00000173020,GRK2,cytoplasmic,3
ENSG00000105723,GSK3A,cytoplasmic,3
ENSG00000105723,GSK3A,vesicles,2
ENSG00000082701,GSK3B,cytoplasmic,3
ENSG00000082701,GSK3B,nucleoplasm,1
ENSG00000103342,GSPT1,cytoplasmic,3
ENSG00000084207,GSTP1,cytoplasmic,3
ENSG00000084207,GSTP1,nucleoplasm,3
ENSG00000125651,GTF2F1,nucleolus_gc,3
ENSG00000125651,GTF2F1,nucleoplasm,3
ENSG00000107937,GTPBP4,nucleolus_gc,3
ENSG00000163754,GYG1,cytoplasmic,3
ENSG00000056998,GYG2,cytoplasmic,3
ENSG00000104812,GYS1,cytoplasmic,3
ENSG00000189060,H1-0,nucleoplasm,3
ENSG00000189060,H1-0,chromatin,2
ENSG00000164032,H2AZ1,chromatin,3
ENSG00000164032,H2AZ1,nucleoplasm,2
ENSG00000184678,H2BC21,chromatin,3
ENSG00000116478,HDAC1,nucleoplasm,3
ENSG00000116478,HDAC1,chromatin,2
ENSG00000196591,HDAC2,nucleoplasm,3
ENSG00000196591,HDAC2,chromatin,2
ENSG00000171720,HDAC3,nucleoplasm,3
ENSG00000171720,HDAC3,chromatin,2
ENSG00000155393,HEATR3,nucleoplasm,3
ENSG00000155393,HEATR3,cytoplasmic,2
ENSG00000185359,HGS,cytoplasmic,3
ENSG00000185359,HGS,vesicles,3
ENSG00000127946,HIP1,cytoplasmic,3
ENSG00000127946,HIP1,membrane,2
ENSG00000127946,HIP1,vesicles,1
ENSG00000206503,HLA-A,membrane,3
ENSG00000206503,HLA-A,vesicles,3
ENSG00000137309,HMGA1,chromatin,3
ENSG00000137309,HMGA1,nucleoplasm,3
ENSG00000137309,HMGA1,nucleolus_gc,1
ENSG00000164104,HMGB2,nucleoplasm,3
ENSG00000164104,HMGB2,chromatin,2
ENSG00000112972,HMGCS1,cytoplasmic,3
ENSG00000112972,HMGCS1,nucleoplasm,3
ENSG00000198830,HMGN2,chromatin,3
ENSG00000198830,HMGN2,nucleoplasm,2
ENSG00000198157,HMGN5,chromatin,3
ENSG00000198157,HMGN5,nucleoplasm,3
ENSG00000177733,HNRNPA0,nucleoplasm,3
ENSG00000092199,HNRNPC,nucleoplasm,3
ENSG00000092199,HNRNPC,chromatin,2
ENSG00000138668,HNRNPD,nucleoplasm,3
ENSG00000138668,HNRNPD,chromatin,2
ENSG00000169045,HNRNPH1,chromatin,3
ENSG00000169045,HNRNPH1,nucleoplasm,2
ENSG00000104824,HNRNPL,nucleoplasm,3
ENSG00000104824,HNRNPL,nuclear_punctae,2
ENSG00000153187,HNRNPU,nucleoplasm,3
ENSG00000153187,HNRNPU,chromatin,2
ENSG00000152413,HOMER1,cell_contact,3
ENSG00000152413,HOMER1,centrosome,2
ENSG00000152413,HOMER1,cytoplasmic,1
ENSG00000152413,HOMER1,nucleoplasm,1
ENSG00000185122,HSF1,nucleoplasm,3
ENSG00000185122,HSF1,nuclear_punctae,2
ENSG00000080824,HSP90AA1,cytoplasmic,3
ENSG00000080824,HSP90AA1,nucleoplasm,3
ENSG00000096384,HSP90AB1,cytoplasmic,3
ENSG00000096384,HSP90AB1,nucleoplasm,3
ENSG00000165868,HSPA12A,membrane,3
ENSG00000165868,HSPA12A,cell_contact,2
ENSG00000165868,HSPA12A,cytoplasmic,1
ENSG00000165868,HSPA12A,nucleoplasm,1
ENSG00000187522,HSPA14,cytoplasmic,3
ENSG00000187522,HSPA14,nucleoplasm,1
ENSG00000204388,HSPA1B,big_aggregates,3
ENSG00000204388,HSPA1B,cytoplasmic,3
ENSG00000204388,HSPA1B,nucleoplasm,3
ENSG00000170606,HSPA4,nucleoplasm,3
ENSG00000170606,HSPA4,cytoplasmic,2
ENSG00000170606,HSPA4,nuclear_punctae,2
ENSG00000164070,HSPA4L,cytoplasmic,3
ENSG00000164070,HSPA4L,nucleoplasm,3
ENSG00000109971,HSPA8,cytoplasmic,3
ENSG00000109971,HSPA8,nucleoplasm,3
ENSG00000109971,HSPA8,nuclear_punctae,2
ENSG00000106211,HSPB1,cytoplasmic,3
ENSG00000081870,HSPB11,cytoplasmic,2
ENSG00000081870,HSPB11,nucleoplasm,1
ENSG00000133265,HSPBP1,cytoplasmic,3
ENSG00000133265,HSPBP1,nucleoplasm,3
ENSG00000120694,HSPH1,cytoplasmic,3
ENSG00000120694,HSPH1,nucleoplasm,2
ENSG00000120694,HSPH1,nuclear_punctae,1
ENSG00000136273,HUS1,nucleoplasm,3
ENSG00000136273,HUS1,cytoplasmic,2
ENSG00000136273,HUS1,nuclear_punctae,2
ENSG00000067064,IDI1,cytoplasmic,3
ENSG00000067064,IDI1,nucleoplasm,3
ENSG00000140443,IGF1R,membrane,3
ENSG00000140443,IGF1R,vesicles,2
ENSG00000159217,IGF2BP1,big_aggregates,3
ENSG00000159217,IGF2BP1,cytoplasmic,3
ENSG00000136231,IGF2BP3,cytoplasmic,3
ENSG00000104365,IKBKB,cytoplasmic,3
ENSG00000104365,IKBKB,nucleoplasm,2
ENSG00000129351,ILF3,nucleolus_gc,3
ENSG00000129351,ILF3,nucleoplasm,3
ENSG00000166333,ILK,cytoplasmic,3
ENSG00000166333,ILK,focal_adhesions,3
ENSG00000177971,IMP3,nucleolus_gc,3
ENSG00000141401,IMPA2,cytoplasmic,3
ENSG00000141401,IMPA2,nucleoplasm,3
ENSG00000128908,INO80,chromatin,3
ENSG00000040933,INPP4A,cytoplasmic,3
ENSG00000040933,INPP4A,vesicles,2
ENSG00000040933,INPP4A,nucleoplasm,1
ENSG00000148384,INPP5E,centrosome,3
ENSG00000148384,INPP5E,vesicles,3
ENSG00000132376,INPP5K,er,3
ENSG00000165458,INPPL1,cytoplasmic,3
ENSG00000165458,INPPL1,vesicles,1
ENSG00000138614,INTS14,nuclear_punctae,3
ENSG00000138614,INTS14,nucleoplasm,3
ENSG00000138614,INTS14,chromatin,1
ENSG00000185085,INTS5,nuclear_punctae,3
ENSG00000185085,INTS5,chromatin,2
ENSG00000104299,INTS9,nuclear_punctae,3
ENSG00000104299,INTS9,nucleoplasm,2
ENSG00000086200,IPO11,nucleoplasm,3
ENSG00000086200,IPO11,cytoplasmic,2
ENSG00000117408,IPO13,nucleoplasm,2
ENSG00000196497,IPO4,cytoplasmic,3
ENSG00000196497,IPO4,nucleoplasm,3
ENSG00000065150,IPO5,cytoplasmic,3
ENSG00000065150,IPO5,nucleoplasm,3
ENSG00000205339,IPO7,cytoplasmic,3
ENSG00000205339,IPO7,nucleoplasm,2
ENSG00000133704,IPO8,cytoplasmic,3
ENSG00000133704,IPO8,nucleoplasm,3
ENSG00000184216,IRAK1,cytoplasmic,3
ENSG00000182149,IST1,cytoplasmic,3
ENSG00000182149,IST1,vesicles,3
ENSG00000096433,ITPR3,vesicles,3
ENSG00000096433,ITPR3,membrane,1
ENSG00000205726,ITSN1,cell_contact,3
ENSG00000205726,ITSN1,membrane,3
ENSG00000205726,ITSN1,cytoplasmic,1
ENSG00000198399,ITSN2,cell_contact,3
ENSG00000198399,ITSN2,membrane,3
ENSG00000198399,ITSN2,vesicles,2
ENSG00000198399,ITSN2,cytoplasmic,1
ENSG00000177606,JUN,nucleoplasm,3
ENSG00000177606,JUN,chromatin,2
ENSG00000171223,JUNB,chromatin,3
ENSG00000171223,JUNB,nucleoplasm,2
ENSG00000119537,KDSR,er,3
ENSG00000119537,KDSR,vesicles,3
ENSG00000079999,KEAP1,cytoplasmic,3
ENSG00000079999,KEAP1,vesicles,3
ENSG00000142687,KIAA0319L,vesicles,3
ENSG00000142687,KIAA0319L,golgi,2
ENSG00000163807,KIAA1143,nucleoplasm,3
ENSG00000138160,KIF11,cytoplasmic,3
ENSG00000138160,KIF11,cytoskeleton,3
ENSG00000054523,KIF1B,cytoplasmic,3
ENSG00000054523,KIF1B,big_aggregates,2
ENSG00000054523,KIF1B,nucleoplasm,2
ENSG00000054523,KIF1B,centrosome,1
ENSG00000112984,KIF20A,cytoplasmic,3
ENSG00000079616,KIF22,chromatin,3
ENSG00000068796,KIF2A,cytoplasmic,3
ENSG00000068796,KIF2A,cytoskeleton,3
ENSG00000068796,KIF2A,nucleoplasm,3
ENSG00000142945,KIF2C,centrosome,3
ENSG00000142945,KIF2C,cytoskeleton,3
ENSG00000142945,KIF2C,nuclear_punctae,3
ENSG00000142945,KIF2C,nucleoplasm,3
ENSG00000131437,KIF3A,cytoplasmic,3
ENSG00000101350,KIF3B,cytoplasmic,3
ENSG00000101350,KIF3B,centrosome,2
ENSG00000090889,KIF4A,nucleoplasm,3
ENSG00000090889,KIF4A,big_aggregates,1
ENSG00000170759,KIF5B,centrosome,3
ENSG00000170759,KIF5B,cytoplasmic,3
ENSG00000166813,KIF7,centrosome,3
ENSG00000166813,KIF7,vesicles,3
ENSG00000075945,KIFAP3,cytoplasmic,3
ENSG00000075945,KIFAP3,big_aggregates,2
ENSG00000075945,KIFAP3,nucleoplasm,1
ENSG00000198954,KIFBP,cytoplasmic,3
ENSG00000198954,KIFBP,big_aggregates,2
ENSG00000198954,KIFBP,nucleoplasm,2
ENSG00000237649,KIFC1,cytoskeleton,3
ENSG00000126214,KLC1,centrosome,3
ENSG00000126214,KLC1,cytoplasmic,3
ENSG00000174996,KLC2,centrosome,3
ENSG00000174996,KLC2,cytoplasmic,3
ENSG00000137171,KLC4,cytoplasmic,3
ENSG00000137171,KLC4,centrosome,2
ENSG00000114030,KPNA1,big_aggregates,3
ENSG00000114030,KPNA1,nuclear_membrane,3
ENSG00000114030,KPNA1,cytoplasmic,2
ENSG00000114030,KPNA1,nucleoplasm,2
ENSG00000182481,KPNA2,cytoplasmic,3
ENSG00000182481,KPNA2,nuclear_membrane,3
ENSG00000182481,KPNA2,big_aggregates,2
ENSG00000182481,KPNA2,nucleoplasm,2
ENSG00000102753,KPNA3,cytoplasmic,3
ENSG00000102753,KPNA3,nuclear_membrane,3
ENSG00000102753,KPNA3,nucleoplasm,3
ENSG00000186432,KPNA4,big_aggregates,3
ENSG00000186432,KPNA4,nuclear_membrane,3
ENSG00000186432,KPNA4,cytoplasmic,2
ENSG00000186432,KPNA4,nucleoplasm,2
ENSG00000025800,KPNA6,nuclear_membrane,3
ENSG00000025800,KPNA6,big_aggregates,2
ENSG00000025800,KPNA6,cytoplasmic,2
ENSG00000025800,KPNA6,nucleoplasm,2
ENSG00000108424,KPNB1,big_aggregates,3
ENSG00000108424,KPNB1,nuclear_membrane,2
ENSG00000108424,KPNB1,cytoplasmic,1
ENSG00000108424,KPNB1,nucleoplasm,1
ENSG00000133703,KRAS,membrane,3
ENSG00000133703,KRAS,cytoplasmic,1
ENSG00000111057,KRT18,cytoskeleton,3
ENSG00000111057,KRT18,cytoplasmic,1
ENSG00000163463,KRTCAP2,er,3
ENSG00000185896,LAMP1,vesicles,3
ENSG00000005893,LAMP2,vesicles,3
ENSG00000116586,LAMTOR2,vesicles,3
ENSG00000174720,LARP7,nucleolus_gc,3
ENSG00000174720,LARP7,nucleoplasm,3
ENSG00000174720,LARP7,nuclear_punctae,1
ENSG00000174720,LARP7,vesicles,1
ENSG00000143815,LBR,nuclear_membrane,3
ENSG00000143815,LBR,er,2
ENSG00000134333,LDHA,cytoplasmic,3
ENSG00000134333,LDHA,centrosome,1
ENSG00000134333,LDHA,nucleoplasm,1
ENSG00000111716,LDHB,cytoplasmic,3
ENSG00000111716,LDHB,nucleoplasm,1
ENSG00000111716,LDHB,vesicles,1
ENSG00000161904,LEMD2,big_aggregates,3
ENSG00000161904,LEMD2,nuclear_membrane,3
ENSG00000161904,LEMD2,er,1
ENSG00000174106,LEMD3,nuclear_membrane,3
ENSG00000100097,LGALS1,cytoplasmic,3
ENSG00000100097,LGALS1,nucleoplasm,3
ENSG00000105486,LIG1,nuclear_punctae,3
ENSG00000105486,LIG1,nucleoplasm,3
ENSG00000182541,LIMK2,cytoplasmic,3
ENSG00000182541,LIMK2,nucleoplasm,1
ENSG00000074695,LMAN1,vesicles,3
ENSG00000160789,LMNA,nuclear_membrane,3
ENSG00000113368,LMNB1,nuclear_membrane,3
ENSG00000144320,LNPK,vesicles,3
ENSG00000144320,LNPK,er,2
ENSG00000153395,LPCAT1,er,3
ENSG00000153395,LPCAT1,vesicles,2
ENSG00000087253,LPCAT2,er,3
ENSG00000087253,LPCAT2,vesicles,3
ENSG00000257103,LSM14A,big_aggregates,3
ENSG00000149657,LSM14B,big_aggregates,3
ENSG00000149657,LSM14B,cytoplasmic,1
ENSG00000160285,LSS,vesicles,3
ENSG00000160285,LSS,er,1
ENSG00000135521,LTV1,cytoplasmic,3
ENSG00000135521,LTV1,nucleolus_gc,1
ENSG00000135521,LTV1,nucleoplasm,1
ENSG00000107816,LZTS2,cell_contact,3
ENSG00000107816,LZTS2,centrosome,3
ENSG00000107816,LZTS2,membrane,3
ENSG00000107816,LZTS2,cytoplasmic,1
ENSG00000198162,MAN1A2,vesicles,3
ENSG00000140941,MAP1LC3B,cytoplasmic,3
ENSG00000140941,MAP1LC3B,nucleoplasm,3
ENSG00000140941,MAP1LC3B,vesicles,3
ENSG00000140941,MAP1LC3B,cytoskeleton,2
ENSG00000169032,MAP2K1,cytoplasmic,3
ENSG00000126934,MAP2K2,cytoplasmic,3
ENSG00000034152,MAP2K3,cytoplasmic,3
ENSG00000034152,MAP2K3,nucleoplasm,3
ENSG00000076984,MAP2K7,cytoplasmic,3
ENSG00000076984,MAP2K7,nucleoplasm,3
ENSG00000135341,MAP3K7,cytoplasmic,3
ENSG00000047849,MAP4,cytoskeleton,3
ENSG00000071054,MAP4K4,cell_contact,3
ENSG00000071054,MAP4K4,membrane,3
ENSG00000071054,MAP4K4,cytoplasmic,2
ENSG00000100030,MAPK1,cytoplasmic,3
ENSG00000100030,MAPK1,nucleoplasm,2
ENSG00000112062,MAPK14,cytoplasmic,3
ENSG00000112062,MAPK14,nucleoplasm,3
ENSG00000102882,MAPK3,cytoplasmic,3
ENSG00000102882,MAPK3,nucleoplasm,2
ENSG00000107643,MAPK8,cytoplasmic,3
ENSG00000107643,MAPK8,nucleoplasm,3
ENSG00000050748,MAPK9,cytoplasmic,3
ENSG00000050748,MAPK9,nucleoplasm,3
ENSG00000162889,MAPKAPK2,cytoplasmic,3
ENSG00000162889,MAPKAPK2,nucleoplasm,3
ENSG00000162889,MAPKAPK2,centrosome,2
ENSG00000114738,MAPKAPK3,cytoplasmic,3
ENSG00000114738,MAPKAPK3,nucleoplasm,3
ENSG00000101367,MAPRE1,centrosome,3
ENSG00000101367,MAPRE1,cytoplasmic,3
ENSG00000101367,MAPRE1,nucleoplasm,1
ENSG00000072518,MARK2,cytoplasmic,3
ENSG00000072518,MARK2,membrane,3
ENSG00000072518,MARK2,nucleolus_gc,2
ENSG00000072518,MARK2,nucleoplasm,2
ENSG00000075413,MARK3,cytoplasmic,3
ENSG00000075413,MARK3,membrane,3
ENSG00000075413,MARK3,cell_contact,2
ENSG00000075413,MARK3,nucleoplasm,1
ENSG00000007047,MARK4,centrosome,3
ENSG00000007047,MARK4,cytoplasmic,3
ENSG00000143797,MBOAT2,vesicles,3
ENSG00000143797,MBOAT2,er,2
ENSG00000125505,MBOAT7,er,3
ENSG00000065328,MCM10,nucleolus_gc,3
ENSG00000065328,MCM10,nucleoplasm,3
ENSG00000065328,MCM10,cytoplasmic,2
ENSG00000090674,MCOLN1,vesicles,3
ENSG00000014641,MDH1,cytoplasmic,3
ENSG00000014641,MDH1,nucleoplasm,3
ENSG00000169057,MECP2,chromatin,3
ENSG00000133398,MED10,nuclear_punctae,3
ENSG00000133398,MED10,nucleoplasm,3
ENSG00000161920,MED11,nuclear_punctae,3
ENSG00000161920,MED11,nucleoplasm,3
ENSG00000180182,MED14,nuclear_punctae,3
ENSG00000180182,MED14,nucleoplasm,3
ENSG00000099917,MED15,nuclear_punctae,3
ENSG00000099917,MED15,nucleoplasm,3
ENSG00000042429,MED17,nuclear_punctae,3
ENSG00000042429,MED17,nucleoplasm,3
ENSG00000130772,MED18,nuclear_punctae,3
ENSG00000130772,MED18,nucleoplasm,3
ENSG00000156603,MED19,nuclear_punctae,3
ENSG00000156603,MED19,nucleoplasm,3
ENSG00000124641,MED20,nuclear_punctae,3
ENSG00000124641,MED20,nucleoplasm,3
ENSG00000152944,MED21,nuclear_punctae,3
ENSG00000152944,MED21,nucleoplasm,3
ENSG00000148297,MED22,nuclear_punctae,3
ENSG00000148297,MED22,nucleoplasm,3
ENSG00000008838,MED24,nuclear_punctae,3
ENSG00000008838,MED24,nucleoplasm,3
ENSG00000104973,MED25,chromatin,3
ENSG00000104973,MED25,nucleoplasm,3
ENSG00000160563,MED27,nuclear_punctae,3
ENSG00000160563,MED27,nucleoplasm,3
ENSG00000118579,MED28,nuclear_punctae,3
ENSG00000118579,MED28,nucleoplasm,3
ENSG00000063322,MED29,nuclear_punctae,3
ENSG00000063322,MED29,nucleoplasm,3
ENSG00000108590,MED31,nuclear_punctae,3
ENSG00000108590,MED31,nucleoplasm,3
ENSG00000136146,MED4,nuclear_punctae,3
ENSG00000136146,MED4,nucleoplasm,3
ENSG00000133997,MED6,nuclear_punctae,3
ENSG00000133997,MED6,nucleoplasm,3
ENSG00000159479,MED8,nuclear_punctae,3
ENSG00000159479,MED8,nucleoplasm,3
ENSG00000141026,MED9,nuclear_punctae,3
ENSG00000141026,MED9,nucleoplasm,3
ENSG00000165304,MELK,cytoplasmic,3
ENSG00000165304,MELK,nucleoplasm,1
ENSG00000165304,MELK,vesicles,1
ENSG00000111142,METAP2,cytoplasmic,3
ENSG00000111142,METAP2,nucleolus_gc,1
ENSG00000111142,METAP2,nucleoplasm,1
ENSG00000171109,MFN1,mitochondria,3
ENSG00000116688,MFN2,mitochondria,3
ENSG00000092931,MFSD11,vesicles,3
ENSG00000161091,MFSD12,vesicles,3
ENSG00000240972,MIF,cytoplasmic,3
ENSG00000240972,MIF,nucleoplasm,3
ENSG00000141503,MINK1,cytoplasmic,3
ENSG00000141503,MINK1,membrane,3
ENSG00000141503,MINK1,cell_contact,2
ENSG00000141503,MINK1,big_aggregates,1
ENSG00000167842,MIS12,nuclear_punctae,3
ENSG00000167842,MIS12,nucleoplasm,1
ENSG00000148773,MKI67,nucleolus_gc,3
ENSG00000148773,MKI67,chromatin,2
ENSG00000148773,MKI67,nuclear_punctae,2
ENSG00000148773,MKI67,nucleoplasm,1
ENSG00000079277,MKNK1,cytoplasmic,3
ENSG00000079277,MKNK1,nucleoplasm,2
ENSG00000079277,MKNK1,big_aggregates,1
ENSG00000099875,MKNK2,cytoplasmic,3
ENSG00000099875,MKNK2,nucleoplasm,3
ENSG00000099875,MKNK2,big_aggregates,2
ENSG00000169446,MMGT1,er,3
ENSG00000124383,MPHOSPH10,nucleolus_gc,3
ENSG00000053372,MRTO4,nucleolus_gc,3
ENSG00000116062,MSH6,chromatin,3
ENSG00000116062,MSH6,nuclear_punctae,3
ENSG00000116062,MSH6,nucleoplasm,3
ENSG00000147065,MSN,cytoplasmic,3
ENSG00000147065,MSN,nucleoplasm,1
ENSG00000063601,MTMR1,cell_contact,3
ENSG00000063601,MTMR1,cytoplasmic,3
ENSG00000063601,MTMR1,nucleoplasm,3
ENSG00000063601,MTMR1,membrane,2
ENSG00000087053,MTMR2,cytoplasmic,3
ENSG00000087053,MTMR2,nucleoplasm,3
ENSG00000087053,MTMR2,vesicles,2
ENSG00000198793,MTOR,cytoplasmic,3
ENSG00000198793,MTOR,vesicles,2
ENSG00000141971,MVB12A,cytoplasmic,3
ENSG00000141971,MVB12A,vesicles,3
ENSG00000167508,MVD,cytoplasmic,3
