,target,prey
1310389,PAIP1,PABPC1;PABPC3
2326331,PAK1,NCK2
2327129,PAK1,PAK3
2328794,PAK1,PAK1
2328914,PAK1,ARHGEF6
2328967,PAK1,GIT2
2330371,PAK2,YWHAG
2330465,PAK2,GIT2
2330518,PAK2,ARHGEF6
2330640,PAK2,PAK2
2330844,PAK2,FBXO28
2331099,PAK2,GIT1
2332079,PAK2,SCRIB
2332156,PAK2,ARHGEF7
2332565,PAK2,ATP6V1C1
2333103,PAK2,NCK2
3323873,PAK4,YWHAE
3323913,PAK4,DYNC1H1
3324856,PAK4,RBM25
3325839,PAK4,SUB1
3326164,PAK4,PAK4
181811,PARP1,NUP188
181814,PARP1,HP1BP3
181829,PARP1,ATF3
181857,PARP1,RPL7L1
181937,PARP1,VPS72
182026,PARP1,HIST2H2AB
182049,PARP1,HIST3H2BB
182081,PARP1,RYBP
182084,PARP1,SRBD1
182088,PARP1,GATAD2A
182110,PARP1,HIST2H3A
182164,PARP1,PBRM1
182175,PARP1,CHD1L
182190,PARP1,APTX
182196,PARP1,POGZ
182220,PARP1,RPS27A
182232,PARP1,YBX1
182261,PARP1,HIST1H4A
182274,PARP1,DR1
182277,PARP1,XPC
182283,PARP1,TOP2B
182302,PARP1,PRKDC
182319,PARP1,TFAM
182361,PARP1,MSH6
182376,PARP1,GLO1
182378,PARP1,DLX5;DLX2
182434,PARP1,MCM6
182449,PARP1,LBR
182453,PARP1,KIF22
182454,PARP1,CHD4
182527,PARP1,NUMA1
182551,PARP1,TFCP2
182552,PARP1,SMARCB1
182580,PARP1,CKAP4
182590,PARP1,SSRP1
182603,PARP1,PRPF4B
182614,PARP1,PMS2P11
182632,PARP1,CBX3
182675,PARP1,UBP1
182741,PARP1,H2AFY2
182750,PARP1,CHD7
182773,PARP1,HMG20A
182800,PARP1,MEAF6
182812,PARP1,CBX8
182820,PARP1,ZFP64
182821,PARP1,RNF146
182828,PARP1,TDP1
182858,PARP1,BAZ1A
182862,PARP1,APOBEC3C
182886,PARP1,SUPT16H
182933,PARP1,PHF10
182939,PARP1,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS
182948,PARP1,ARID4B
182978,PARP1,IVNS1ABP
182999,PARP1,TPX2
183014,PARP1,BAZ1B
183026,PARP1,ANAPC7
183126,PARP1,HIST1H2AC
183144,PARP1,CHFR
183158,PARP1,EP400
183243,PARP1,SMARCC2
183264,PARP1,ANP32B
183272,PARP1,DPF2
183318,PARP1,CLPB
183406,PARP1,TMX1
183441,PARP1,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
183447,PARP1,RNF2
183467,PARP1,RSF1
183473,PARP1,SIN3A
183502,PARP1,H2AFJ
183535,PARP1,BPTF
183644,PARP1,PKNOX1;PKNOX2
183653,PARP1,MTA1
183658,PARP1,KAT7
183677,PARP1,CHRAC1
183708,PARP1,RRM1
183819,PARP1,BCL7C
183845,PARP1,DNTTIP1
183878,PARP1,ZNF512
183884,PARP1,PARP2
183930,PARP1,HOXA11
183985,PARP1,PHF14
184005,PARP1,HLTF
184019,PARP1,SHPRH
184104,PARP1,UHRF1
184141,PARP1,SMARCA1
184143,PARP1,MBD1
184222,PARP1,CBX1
184226,PARP1,CECR2
184252,PARP1,HMGB2
184291,PARP1,PRPSAP1
184338,PARP1,MCM4
184359,PARP1,PRPS1
184397,PARP1,PIP5K1A
184413,PARP1,HOXB9
184427,PARP1,XRCC1
184454,PARP1,HIST1H1D
184459,PARP1,YBX3
184470,PARP1,NR2F2
184474,PARP1,MCM3
184499,PARP1,IMPDH1
184526,PARP1,NFIC;NFIA
184539,PARP1,PARP1
184549,PARP1,POLB
184556,PARP1,H2AFZ;H2AFV
184558,PARP1,H1F0
184576,PARP1,PRPS2
184580,PARP1,IMPDH2
184587,PARP1,XRCC6
184588,PARP1,XRCC5
184597,PARP1,TOP2A
184598,PARP1,TOP1
184672,PARP1,MSH2
184675,PARP1,CBX5
184678,PARP1,RECQL
184698,PARP1,SMARCA4
184702,PARP1,MECP2
184724,PARP1,CTCF
184727,PARP1,MCM2
184732,PARP1,LIG3
184743,PARP1,HOXA13
184792,PARP1,MCM7
184795,PARP1,HPCAL1;HPCA;NCALD
184804,PARP1,FEN1
184809,PARP1,RFC5
184810,PARP1,RFC3
184812,PARP1,CETN2
184827,PARP1,RFC4
184828,PARP1,RFC2
184829,PARP1,RFC1
184831,PARP1,MCM5
184884,PARP1,KPNA3
184960,PARP1,MSL1
184972,PARP1,MBD3
185012,PARP1,PNKP
185119,PARP1,MTA2
185140,PARP1,JUN
185143,PARP1,TFAP2A
185151,PARP1,ACTL6A
185152,PARP1,WHSC1
185156,PARP1,GLUD1;GLUD2
185214,PARP1,PRPSAP2
185216,PARP1,SMARCA5
185238,PARP1,STAM2
185265,PARP1,SAP30
185268,PARP1,PSIP1
185270,PARP1,H2AFY
185276,PARP1,BANF1
3326672,PASK,AKAP8
3326936,PASK,POU2F1
3327929,PASK,PASK
3329290,PASK,ERCC6L
1218419,PATZ1,PATZ1
1218620,PATZ1,NDUFA3
3330598,PBK,PBK
3330790,PBK,KAT8
3330948,PBK,RBM25
3331288,PBK,KIAA1429
3331365,PBK,PRPF40A
3331840,PBK,XRCC1
3331931,PBK,SUB1
3332183,PBK,MSL1
4369057,PCNA,RFC1
4369059,PCNA,RFC2
4369077,PCNA,FEN1
4369082,PCNA,RFC4
4369234,PCNA,PCNA
4371194,PCNA,DCLRE1A
4460053,PDAP1,PRMT1
4460340,PDAP1,DIMT1
4460827,PDAP1,PDAP1
4461039,PDAP1,RAI1
2073442,PDCD11,PKN2
2076051,PDCD11,PDCD11
1311423,PDCD6,PDCD6IP
1312066,PDCD6,PEF1
1312311,PDCD6,SEC23IP
1312314,PDCD6,HEBP2
1312968,PDCD6,NEDD8;NEDD8-MDP1
1313615,PDCD6,SEC31A
1314000,PDCD6,IST1
1314075,PDCD6,SEC13
1314184,PDCD6,MAP1B
1314533,PDCD6,PDCD6
499961,PDCD6IP,RNF2
500138,PDCD6IP,SYN2
500185,PDCD6IP,PDCD6IP
500208,PDCD6IP,GEMIN5
500571,PDCD6IP,ARL8B
501424,PDCD6IP,CEP55
1220928,PDCL3,CCT2
1221122,PDCL3,PDCL
1221702,PDCL3,PFDN5
1221902,PDCL3,PDCL3
1221993,PDCL3,CCT7
1222071,PDCL3,ACTR2
1222114,PDCL3,NDUFA3
1223115,PDCL3,TCP1
1223196,PDCL3,CCT8
1223197,PDCL3,CCT4
1223284,PDCL3,ACTR1B
1223323,PDCL3,CCT6A
1223327,PDCL3,CCT5
1223335,PDCL3,CCT3
1223370,PDCL3,UTRN
1223411,PDCL3,PDCD5
1223758,PDCL3,PFDN1
3332800,PDPK1,PDPK1;PDPK2P
3332831,PDPK1,CASP3
3335380,PDPK1,CDSN
4461408,PDZD8,RPL39P5;RPL39
4461447,PDZD8,HIST2H2AA3;HIST2H2AC
4461468,PDZD8,RPL11
4461515,PDZD8,CDC37
4461614,PDZD8,PDZD8
4461704,PDZD8,KTN1
4461739,PDZD8,RPL7A
4461743,PDZD8,RPS4X
4461744,PDZD8,RPS6
4461747,PDZD8,RPL23
4461748,PDZD8,RPS25
4461749,PDZD8,RPS26;RPS26P11
4461750,PDZD8,RPS28
4461753,PDZD8,RPL30
4461757,PDZD8,RPS13
4461763,PDZD8,HNRNPK
4461765,PDZD8,RPS7
4461766,PDZD8,RPL10A
4461769,PDZD8,RPS8
4461770,PDZD8,RPS15A
4461771,PDZD8,RPS16
4461774,PDZD8,RPS23
4461775,PDZD8,RPS18
4461777,PDZD8,RPL8
4461790,PDZD8,RPL19
4461808,PDZD8,RPL38
4461822,PDZD8,RPL27
4461833,PDZD8,RARS
4461850,PDZD8,HNRNPM
4461856,PDZD8,KIF11
4461876,PDZD8,RPS20
4461885,PDZD8,RPL15
4461888,PDZD8,EIF4A1
4461893,PDZD8,EIF3B
4461896,PDZD8,MARS
4461915,PDZD8,DDX39B
4461923,PDZD8,EIF3A
4461950,PDZD8,DCTN2
4461961,PDZD8,NUMA1
4461967,PDZD8,EFTUD2
4461969,PDZD8,KARS
4461974,PDZD8,PSMD6
4461998,PDZD8,EIF3I
4462011,PDZD8,DHX9
4462029,PDZD8,RPL18A
4462037,PDZD8,EIF4G1
4462079,PDZD8,AIMP1
4462080,PDZD8,ILF3
4462159,PDZD8,LARS
4462265,PDZD8,RPL36
4462279,PDZD8,YTHDF2
4462323,PDZD8,RPL10
4462331,PDZD8,RBM8A
4462359,PDZD8,NUP50
4462374,PDZD8,PFDN2
4462401,PDZD8,EIF3L
4462458,PDZD8,SNRNP40
4462474,PDZD8,CCDC124
4462571,PDZD8,STAM
4462592,PDZD8,H1FX
4462639,PDZD8,CHMP4A
4462702,PDZD8,EIF3C
4462714,PDZD8,PRMT1
4462758,PDZD8,GNL3
4462842,PDZD8,RPL32
4462846,PDZD8,RPSA
4462856,PDZD8,RPL6
4462869,PDZD8,NACA
4462880,PDZD8,ALYREF
4462892,PDZD8,FUBP1
4462915,PDZD8,MAP4
4462918,PDZD8,RPS24
4462962,PDZD8,RPL27A
4462963,PDZD8,PRRC2C
4462993,PDZD8,RPL13
4462999,PDZD8,RPL23A
4463018,PDZD8,DDX5
4463053,PDZD8,RBMX;RBMXL2
4463077,PDZD8,RPL18
4463124,PDZD8,PABPN1
4463181,PDZD8,MATR3
4463197,PDZD8,RPL29
4463198,PDZD8,THRAP3
4463205,PDZD8,DDX17
4463240,PDZD8,RPL17;RPL17-C18ORF32
4463252,PDZD8,PSMD7
4463257,PDZD8,HDLBP
4463270,PDZD8,ENAH
4463307,PDZD8,PSMC6
4463314,PDZD8,SPAG9
4463322,PDZD8,RPL37A
4463388,PDZD8,RPL31
4463389,PDZD8,RPL24
4463399,PDZD8,RPL9
4463400,PDZD8,RPS3A
4463404,PDZD8,EIF3CL
4463451,PDZD8,EIF3H
4463485,PDZD8,PRPS1;PRPS1L1
4463489,PDZD8,PABPC4
4463526,PDZD8,RPL35A
4463528,PDZD8,RPL7
4463562,PDZD8,RPS3
4463574,PDZD8,RPS12
4463604,PDZD8,EPRS
4463606,PDZD8,HNRNPC
4463640,PDZD8,EZR
4463641,PDZD8,RPS2
4463644,PDZD8,HNRNPL
4463647,PDZD8,XRCC6
4463651,PDZD8,TOP2A
4463656,PDZD8,XRCC5
4463666,PDZD8,PABPC1
4463670,PDZD8,RPS9
4463678,PDZD8,RPL28
4463690,PDZD8,RPL21
4463696,PDZD8,RPL35
4463700,PDZD8,RPL5
4463704,PDZD8,RANGAP1
4463713,PDZD8,RPL34
4463716,PDZD8,ST13;ST13P4;ST13P5
4463785,PDZD8,RPL12
4463799,PDZD8,TMPO
4463804,PDZD8,RPS19
4463805,PDZD8,RPL3
4463809,PDZD8,RPL13A;RPL13A
4463818,PDZD8,IARS
4463827,PDZD8,RPL22
4463829,PDZD8,MYH9
4463839,PDZD8,RPL4
4463856,PDZD8,PSMD3
4463866,PDZD8,EIF3D
4463892,PDZD8,SMARCA5
4463940,PDZD8,EPS15L1
4463960,PDZD8,EIF3G
4463968,PDZD8,EIF3K
4463974,PDZD8,RPS15
4463984,PDZD8,TCERG1
4464026,PDZD8,STAU1
4464066,PDZD8,RPLP1
4464067,PDZD8,RPLP2
4464068,PDZD8,RPLP0;RPLP0P6
4464073,PDZD8,EIF4E
4464078,PDZD8,NPM1
4464152,PDZD8,USO1
4464154,PDZD8,SRP72
4464164,PDZD8,PRPF6
4464177,PDZD8,GLRX3
4464183,PDZD8,EIF3J
1979355,PES1,PES1
1980070,PES1,UTP14A
1980145,PES1,WDR12
1981008,PES1,BOP1
1981761,PES1,RPL7L1
3685569,PEX3,PEX19
3686055,PEX3,PEX3
3687907,PEX3,ABCD3
4147193,PFDN6,VBP1
4147220,PFDN6,POLR2K
4147564,PFDN6,UXT
4147633,PFDN6,PDRG1
4147768,PFDN6,PFDN2
4147792,PFDN6,RUVBL2
4147798,PFDN6,RUVBL1
4148056,PFDN6,RPAP3
4148131,PFDN6,PFDN5
4148326,PFDN6,PFDN4
4148926,PFDN6,POLR2E
4149271,PFDN6,PFDN6
4149366,PFDN6,ASNSD1
4149530,PFDN6,PFDN1
4149533,PFDN6,KIF21B
4149546,PFDN6,URI1
1080662,PFN1,CYFIP1
1080733,PFN1,NHSL1
1080889,PFN1,BRK1
1081039,PFN1,SOWAHC
1081161,PFN1,RPS4X
1081163,PFN1,ACTA2;ACTG2
1081478,PFN1,KIAA1522
1081509,PFN1,FMN2
1081533,PFN1,EVL
1081800,PFN1,WASF2
1082010,PFN1,FMNL2
1082070,PFN1,WASF1
1082291,PFN1,BPIFA3
1082778,PFN1,MTFR1
1083042,PFN1,ABI1
1083062,PFN1,RAPH1
1083114,PFN1,SEC61A1
1083211,PFN1,DIAPH2
1083471,PFN1,VASP
1083827,PFN1,WASL
3860067,PGK1,UNNAMED
3861588,PGK1,NAPA
3861629,PGK1,GNL1
3861916,PGK1,PGK1
3861925,PGK1,CLPTM1
3861956,PGK1,PGK2
3862059,PGK1,PRPF6
3862104,PGRMC1,ZMPSTE24
3862121,PGRMC1,RTN3
3862131,PGRMC1,UFL1
3862191,PGRMC1,VAPB
3862210,PGRMC1,RPN2
3862224,PGRMC1,RPN1
3862307,PGRMC1,PGRMC1
3862313,PGRMC1,SCD
3862389,PGRMC1,EMC8
3862397,PGRMC1,ZW10
3862443,PGRMC1,RAB29
3862451,PGRMC1,BET1;DKFZP781C0425
3862452,PGRMC1,PGRMC2
3862469,PGRMC1,SPTLC1
3862491,PGRMC1,TMPO
3862504,PGRMC1,STT3A
3862514,PGRMC1,NSF
3862589,PGRMC1,ALDH3A2
3862604,PGRMC1,BCAP31
3862616,PGRMC1,SSR4
3862619,PGRMC1,TMED10
3862645,PGRMC1,RAB9A;RAB9B
3862688,PGRMC1,POR
3862689,PGRMC1,ATP2A2
3862776,PGRMC1,CANX
3862927,PGRMC1,NBAS
3862977,PGRMC1,ERLIN2
3863005,PGRMC1,VCP
3863034,PGRMC1,SSR3
3863074,PGRMC1,CYP51A1
3863083,PGRMC1,TMED7-TICAM2;TMED7
3863086,PGRMC1,DHCR24
3863141,PGRMC1,DDOST
3863150,PGRMC1,MICAL2
3863163,PGRMC1,SSR1
3863208,PGRMC1,CEPT1
3863247,PGRMC1,KIAA1429
3863255,PGRMC1,TMEM33
3863395,PGRMC1,HACD3
3863403,PGRMC1,SRPRB
3863467,PGRMC1,SPCS2
3863564,PGRMC1,OSBPL8
3863658,PGRMC1,ESYT1
3863686,PGRMC1,TMED9
3863825,PGRMC1,SCFD1
3863841,PGRMC1,PIGK
3863848,PGRMC1,AP3S1
3863857,PGRMC1,RDH11
3863893,PGRMC1,GPX8
3864015,PGRMC1,TMCO1
3864056,PGRMC1,BCAP29
3864183,PGRMC1,TMED3
3864267,PGRMC1,ATP13A1
3864297,PGRMC1,VAPA
3864305,PGRMC1,STX18
3864312,PGRMC1,ZNF629
3864320,PGRMC1,DHCR7
3864366,PGRMC1,TECR
3864392,PGRMC1,STX5
3864455,PGRMC1,BNIP1
3864487,PGRMC1,EMC2
3864514,PGRMC1,TMED2
3864529,PGRMC1,MLEC
3864546,PGRMC1,LBR
3864567,PGRMC1,CKAP4
3864655,PGRMC1,SPCS3
3864777,PGRMC1,ERMP1
3864807,PGRMC1,LCLAT1
3864858,PGRMC1,KRTCAP2
3864864,PGRMC1,CISD2
3865085,PGRMC1,RINT1
3865363,PGRMC2,ITPRIP
3865617,PGRMC2,SPCS3
3865725,PGRMC2,LBR
3865975,PGRMC2,VAPA
3866004,PGRMC2,ATP13A1
3866323,PGRMC2,CCDC47
3867111,PGRMC2,SSR1
3867132,PGRMC2,PNPLA6
3867498,PGRMC2,CANX
3867587,PGRMC2,ATP2A2
3867598,PGRMC2,POR
3867658,PGRMC2,BCAP31
3867807,PGRMC2,SPTLC1
3867823,PGRMC2,PGRMC2
3867832,PGRMC2,RAB29
3688625,PHAX,PCF11
3688677,PHAX,FLNB
3688799,PHAX,USF2;USF1
3689075,PHAX,KPNA2
3689346,PHAX,NFYA
3689644,PHAX,CHD8
3689906,PHAX,RAF1
3690234,PHAX,PHAX
3690238,PHAX,ZNF703
3690269,PHAX,SRRT
3690531,PHAX,ZNF148
3690587,PHAX,LIMD1
3690607,PHAX,YTHDF2
3690888,PHAX,STK3
3690931,PHAX,NCBP1
3690984,PHAX,KPNB1
3691016,PHAX,FLNC
3691215,PHAX,EEF1A1;EEF1A1P5
3691334,PHAX,BCOR
3691396,PHAX,ANKHD1
3691419,PHAX,SKA3
4149749,PHF10,ACTL6A
4149896,PHF10,NVL
4150055,PHF10,SMARCA4
4151193,PHF10,SMARCE1
4151201,PHF10,SMARCC1
4151465,PHF10,PHF10
4151597,PHF10,BRD7
4151694,PHF10,SMARCC2
4151709,PHF10,SMARCB1
4151929,PHF10,KPNA2
4152078,PHF10,STK32C
4152081,PHF10,PBRM1
4152359,PHF10,RRP12
1223843,PHGDH,LETM1
1223949,PHGDH,OAT
1224003,PHGDH,AIFM1
1224058,PHGDH,ETFB
1224166,PHGDH,TIMM44
1224253,PHGDH,UQCRFS1;UQCRFS1P1
1224357,PHGDH,MDH2
1224481,PHGDH,UQCRB
1224491,PHGDH,MTHFD2
1224548,PHGDH,HSPD1
1224561,PHGDH,SLC25A6
1224575,PHGDH,PDHB
1224583,PHGDH,ALDH1B1
1224628,PHGDH,UQCRC1
1224681,PHGDH,ATP5A1
1224691,PHGDH,ATP5J
1224810,PHGDH,NDUFB3
1225030,PHGDH,PHGDH
1225303,PHGDH,COX5A
1225351,PHGDH,DLD
1225533,PHGDH,PHB2
1226114,PHGDH,EPN1
1226814,PHGDH,TRAP1
1226852,PHGDH,C1QBP
1226919,PHGDH,NDUFAF2
1227080,PHGDH,ZNF280C
1227093,PHGDH,NANS
1227111,PHGDH,ACADM
3335885,PHKG2,PHKA2
3335886,PHKG2,PHKA1
3336111,PHKG2,CALM2;CALM1;CALM3
3336170,PHKG2,CALML3
3336557,PHKG2,PRPF40A
3336719,PHKG2,PHKG2
3337348,PHKG2,PHKB
3337810,PHKG2,SNX1
3337842,PHKG2,TIAM1
3166462,PHLDB1,PHLDB1
988200,PI4K2A,PI4K2A
989577,PI4K2A,ALDH1A1
843213,PI4KA,PI4KA
843821,PI4KA,EFR3A
843933,PI4KA,TTC7A
844535,PI4KA,FAM126A
844827,PI4KA,EFR3B
845718,PI4KA,TTC7B
845881,PI4KA,FAM126B
2333650,PICALM,RPN2
2333663,PICALM,RPN1
2334222,PICALM,HSPA5
2334312,PICALM,PARP1
2334942,PICALM,HOXA11
2335537,PICALM,CCSER2
2335685,PICALM,STT3B
2336375,PICALM,PICALM
2336511,PICALM,MLEC
2337150,PICALM,HIST2H2AA3;HIST2H2AC
846566,PIK3C2A,TMSB10
847265,PIK3C2A,AKR1C2;AKR1C1
848637,PIK3C2A,NQO1
848902,PIK3C2A,PFN1
849222,PIK3C2A,PIK3C2A
849405,PIK3C2A,ACTN4
849496,PIK3C2A,ALDH1A1
994154,PIK3C3,PIK3C3
994672,PIK3C3,KIAA0226
995384,PIK3C3,PIK3R4
995881,PIK3C3,UVRAG
995907,PIK3C3,BECN1
850323,PIK3CB,TPR
1084218,PIK3R1,PIK3CD
1085359,PIK3R1,NISCH
1085941,PIK3R1,PIK3R3
1086046,PIK3R1,WDR6
1086735,PIK3R1,PIK3R1
1086948,PIK3R1,PPP5C
1087060,PIK3R1,PIK3CA
1087061,PIK3R1,PIK3CB
1087181,PIK3R1,IRS4
1087327,PIK3R1,PIK3R2
853584,PIK3R2,RPL30
853590,PIK3R2,YWHAZ
853613,PIK3R2,YWHAE
854419,PIK3R2,NISCH
854489,PIK3R2,USP9X
855111,PIK3R2,WDR6
855125,PIK3R2,NDUFB10
855909,PIK3R2,HSP90AA1
856029,PIK3R2,PIK3CA
856030,PIK3R2,PIK3CB;DKFZP779K1237
856146,PIK3R2,PIK3R1
856217,PIK3R2,IRS4
856256,PIK3R2,PIK3R2
859507,PIK3R3,HSPD1
860169,PIK3R3,GPC4
860617,PIK3R4,RPL30
861026,PIK3R4,FLII
862823,PIK3R4,RPL7
862946,PIK3R4,CKM
998241,PIKFYVE,FIG4
998720,PIKFYVE,PIKFYVE
27456,PIN4,SEC22B
28180,PIN4,EIF2B5
28323,PIN4,FAM21A;FAM21C
28570,PIN4,TPM1
28734,PIN4,MAP4K4
28975,PIN4,RACGAP1
29174,PIN4,PIN4
29204,PIN4,RCL1
29243,PIN4,SYNRG
29893,PIN4,PARS2
29966,PIN4,RNF10
29991,PIN4,TMEM55B
864128,PIP4K2A,RPL30
864158,PIP4K2A,RPS14
864159,PIP4K2A,RPS23
864210,PIP4K2A,PIP4K2B
865137,PIP4K2A,PIP4K2C
865273,PIP4K2A,UBE2O
866595,PIP4K2A,PIP4K2A
866973,PIP4K2A,EIF3K
867143,PIP4K2A,AHCYL1
867524,PIP4K2C,CHERP
867805,PIP4K2C,PIP4K2A
867862,PIP4K2C,HSPD1
869258,PIP4K2C,PIP4K2C
870101,PIP4K2C,ACTR2
871047,PIP4P1,VPS13C
871121,PIP4P1,TMEM55B
871315,PIP4P1,TPD52
871340,PIP4P1,RAB2A
871664,PIP4P1,LAMTOR3
871777,PIP4P1,ARL8B
871996,PIP4P1,LAMTOR2
872047,PIP4P1,RAB39B
872337,PIP4P1,SLC6A15
872806,PIP4P1,LOH12CR1
872866,PIP4P1,LAMTOR1
873018,PIP4P1,C10ORF32-ASMT;C10ORF32
873030,PIP4P1,SCAMP1
873853,PIP4P1,TPD52L2
873857,PIP4P1,LAMTOR5
873907,PIP4P1,BLOC1S2
874351,PIP5K1A,ALDH1A1
875109,PIP5K1A,PIP5K1A
1000661,PIP5K1C,PGBD5
1003427,PIP5K1C,PIP5K1C
1003719,PIP5K1C,SNX4
878272,PIP5K2B,PIP4K2B
879096,PIP5K2B,USP9X
879201,PIP5K2B,PIP4K2C
880642,PIP5K2B,PIP4K2A
881192,PIP5K2B,AHCYL1
1228617,PKM,TRUB1
1229275,PKM,PKM
1229446,PKM,PAWR
1559178,PKMYT1,CCNB2;CCNB2V
1559298,PKMYT1,H1F0
1559814,PKMYT1,CCNB1
1559944,PKMYT1,CKS2
1560960,PKMYT1,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
1561373,PKMYT1,DRG1
1561488,PKMYT1,SNX11
1561758,PKMYT1,KIAA1522
1561889,PKMYT1,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ
1561949,PKMYT1,EIF4H
1562199,PKMYT1,CDC2;CDK1
1562334,PKMYT1,RNASEH2C
1562390,PKMYT1,NOA1
1562507,PKMYT1,HP1BP3
1562530,PKMYT1,H2AFV
3338658,PKN1,PKN2
3338667,PKN1,PKN1
3339768,PKN1,RB1CC1
3340305,PKN1,NUP85
3341704,PKN2,PKN2
3344210,PKN2,CETN2
435062,PLA2G4A,AHSA1
435496,PLA2G4A,PLA2G4A
435595,PLA2G4A,HSP90AA1
435611,PLA2G4A,HSP90AB1
436762,PLA2G4A,RPAP3
437022,PLA2G4A,LRRC59
437237,PLA2G4A,SUGT1
437380,PLA2G4A,DNAJC17
437539,PLA2G4A,FKBP5
437767,PLA2G4A,PPP5C
1006860,PLD2,PLD2
1011937,PLIN2,SLC4A7
1012124,PLIN2,PLIN2
1012522,PLIN2,TESC
3345132,PLK1,PLK1
3345405,PLK1,C13ORF34;BORA
3346104,PLK1,RBM25
3346894,PLK1,FAM53C
3347029,PLK1,ANGPT1
3347561,PLK1,ERCC6L
325948,PMVK,MAPKBP1
325982,PMVK,CTSV
326058,PMVK,DUSP14
326254,PMVK,LAMTOR5
326415,PMVK,SFN
326427,PMVK,S100A7;S100A7A
326585,PMVK,PIP
326884,PMVK,PSAP
327473,PMVK,NCAPH
327667,PMVK,VPS25
327747,PMVK,NUP88
327826,PMVK,KRTAP3-2
328024,PMVK,COG3
328144,PMVK,LSM7
328582,PMVK,DSC1
328634,PMVK,PKP1
328636,PMVK,PMVK
328713,PMVK,BLMH
328892,PMVK,DSG1
4658227,POLQ,TCERG1
4659006,POLQ,PRPF40A
4659333,POLQ,RBM25
4659762,POLQ,DNAJA3
185734,POLR1B,POLR2L
185844,POLR1B,POLR2K
186319,POLR1B,POLR1B
186833,POLR1B,POLR1E
187558,POLR1B,POLR1C
187725,POLR1B,POLR1A
188012,POLR1B,POLR2E
188130,POLR1B,POLR1D
188473,POLR1B,CD3EAP
568595,POLR1C,PDZD11
568616,POLR1C,TWISTNB
568733,POLR1C,SRBD1
568842,POLR1C,TRMT1L
568865,POLR1C,POLR2L
568975,POLR1C,POLR2K
569009,POLR1C,KPNA2
569176,POLR1C,KPNB1
569335,POLR1C,POLR3B
569356,POLR1C,POLR3E
569414,POLR1C,GPN1
569448,POLR1C,POLR1B
569532,POLR1C,POLR3H
569586,POLR1C,POLR2F
569661,POLR1C,PFDN2
569662,POLR1C,GPN3
569686,POLR1C,POLR3K
569713,POLR1C,RUVBL2
569774,POLR1C,BRF1
569828,POLR1C,NRBF2
569964,POLR1C,POLR1E
569986,POLR1C,POLR3F
570025,POLR1C,RPAP3
570132,POLR1C,FUCA2
570136,POLR1C,POLR3C
570172,POLR1C,HERPUD2
570179,POLR1C,POLR3GL
570234,POLR1C,MAF1
570634,POLR1C,BDP1
570691,POLR1C,POLR1C
570858,POLR1C,POLR1A
570915,POLR1C,POLR3G
570948,POLR1C,POLR2H
571117,POLR1C,POLR2E
571180,POLR1C,HSP90AB1
571263,POLR1C,POLR1D
571292,POLR1C,YAP1
571511,POLR1C,POLR3A
571593,POLR1C,PFDN6
571605,POLR1C,CD3EAP
571671,POLR1C,PIH1D1
571737,POLR1C,CPSF4
571751,POLR1C,URI1
571799,POLR1C,POLR3D
571883,POLR1C,SNX3
571916,POLR1C,CRCP
30233,POLR1D,CRCP
30269,POLR1D,MPDZ
30340,POLR1D,URI1
30385,POLR1D,MBD3
30407,POLR1D,ASNSD1
30408,POLR1D,PIH1D1
30415,POLR1D,TBKBP1
30418,POLR1D,CDC42EP4
30459,POLR1D,PFDN6
30488,POLR1D,DHX15
30492,POLR1D,CD3EAP
30499,POLR1D,IPO5
30526,POLR1D,POLR3A
30653,POLR1D,RANBP2
30712,POLR1D,NAN
30713,POLR1D,POLR1D
30768,POLR1D,POLR3D
30783,POLR1D,HSP90AB1
30810,POLR1D,POLR2E
30814,POLR1D,PGAM1
31005,POLR1D,POLR2H
31034,POLR1D,POLR1A
31060,POLR1D,POLR1D
31082,POLR1D,TMEM38B
31091,POLR1D,AKAP9
31139,POLR1D,RNF213
31148,POLR1D,GOLGA2
31168,POLR1D,POLR1C
31192,POLR1D,SYBU
31219,POLR1D,BDP1
31259,POLR1D,DEK
31405,POLR1D,SEPT10
31481,POLR1D,POLR3G
31557,POLR1D,MAF1
31602,POLR1D,POLR3C
31608,POLR1D,POLR3GL
31617,POLR1D,VPS13A
31641,POLR1D,RPAP1
31655,POLR1D,HEATR1
31691,POLR1D,RPAP3
31727,POLR1D,POLR3F
31732,POLR1D,POLR1E
31740,POLR1D,WDR92;DKFZP434B156
31779,POLR1D,ATL1
31826,POLR1D,ANP32B
31859,POLR1D,RSRC1
31871,POLR1D,BRF1
31920,POLR1D,RUVBL1
31924,POLR1D,RUVBL2
31942,POLR1D,POLR3K
31957,POLR1D,PPP1R9A
32031,POLR1D,POLR2F
32079,POLR1D,POLR3H
32080,POLR1D,GTF3C3
32099,POLR1D,BAZ1A
32101,POLR1D,PDRG1
32107,POLR1D,POLR3B
32110,POLR1D,POLR3E
32120,POLR1D,TMEM184C
32133,POLR1D,GPN1
32140,POLR1D,CACYBP
32147,POLR1D,OSGEP
