,target,prey,ensg_id,prey_ensg,plex,huri,Hein
1750,CALM1,CAMKK2,ENSG00000198668,ENSG00000110931,True,False,False
1751,CALM1,PPP3CA,ENSG00000198668,ENSG00000138814,True,False,False
1752,CALM1,PPP3R1,ENSG00000198668,ENSG00000188386,True,False,False
1753,CALM1,TOM1L2,ENSG00000198668,ENSG00000175662,True,False,False
1754,CALM1,UBE3B,ENSG00000198668,ENSG00000151148,True,False,False
1755,CALM1,MYO1C,ENSG00000198668,ENSG00000197879,True,False,False
1756,CALM1,NCAPD3,ENSG00000198668,ENSG00000151503,True,False,False
1757,CALM1,CETN3,ENSG00000198668,ENSG00000153140,True,False,False
1758,CALM1,LRCH3,ENSG00000198668,ENSG00000186001,False,False,False
1759,CALM1,MYO1B,ENSG00000198668,ENSG00000128641,True,False,False
1760,CALM1,PHKG2,ENSG00000198668,ENSG00000156873,True,False,False
1761,CALM1,RALA,ENSG00000198668,ENSG00000006451,True,False,False
1762,CALM1,MYL6,ENSG00000198668,ENSG00000092841,True,False,False
1763,CALM1,UNC13B,ENSG00000198668,ENSG00000198722,True,False,False
1764,CALM1,TBC1D4,ENSG00000198668,ENSG00000136111,True,False,False
1765,CALM1,INF2,ENSG00000198668,ENSG00000203485,False,False,False
1766,CALM1,FECH,ENSG00000198668,ENSG00000066926,True,False,False
1767,CALM1,KIF1A,ENSG00000198668,ENSG00000130294,True,False,False
1768,CALM1,OBSL1,ENSG00000198668,ENSG00000124006,True,False,False
1769,ATP2B1,CALM1,ENSG00000198668,ENSG00000070961,True,False,False
1770,CALM1,CALML3,ENSG00000198668,ENSG00000178363,True,False,False
1771,ABCD3,CALM1,ENSG00000198668,ENSG00000117528,True,False,False
1772,CALM1,PML,ENSG00000198668,ENSG00000140464,True,False,False
1773,ATP2B4,CALM1,ENSG00000198668,ENSG00000058668,True,False,False
1774,CALM1,FBXO45,ENSG00000198668,ENSG00000174013,False,False,False
1775,CALM1,PPP3CB,ENSG00000198668,ENSG00000107758,True,False,False
1776,CALM1,IQGAP1,ENSG00000198668,ENSG00000140575,True,False,False
1777,CALM1,PHKA2,ENSG00000198668,ENSG00000044446,True,False,False
1778,CALM1,PHKA1,ENSG00000198668,ENSG00000067177,True,False,False
1779,BSG,CALM1,ENSG00000198668,ENSG00000172270,True,False,False
1780,CALM1,YWHAB,ENSG00000198668,ENSG00000166913,True,False,False
1781,CALM1,LRPPRC,ENSG00000198668,ENSG00000138095,True,False,False
1782,CALM1,CETN2,ENSG00000198668,ENSG00000147400,True,False,False
1783,CALM1,TRIM24,ENSG00000198668,ENSG00000122779,True,False,False
1784,CALM1,CCP110,ENSG00000198668,ENSG00000103540,False,False,False
1785,CALM1,MYO1D,ENSG00000198668,ENSG00000176658,True,False,False
1786,CALM1,MYO9B,ENSG00000198668,ENSG00000099331,True,False,False
1787,CALM1,SYDE1,ENSG00000198668,ENSG00000105137,False,False,False
1788,CALM1,MYL1,ENSG00000198668,ENSG00000168530,False,False,False
1789,CALM1,TOM1,ENSG00000198668,ENSG00000100284,True,False,False
1790,CALM2,SCO1,ENSG00000143933,ENSG00000133028,False,False,False
1791,CALM2,KIF1B,ENSG00000143933,,False,False,False
1792,CALM2,TOM1,ENSG00000143933,ENSG00000100284,False,False,False
1793,CALM2,MYO9B,ENSG00000143933,ENSG00000099331,False,False,False
1794,CALM2,MYO1D,ENSG00000143933,ENSG00000176658,False,False,False
1795,CALM2,CCP110,ENSG00000143933,ENSG00000103540,False,False,False
1796,CALM2,ZNF536,ENSG00000143933,ENSG00000198597,False,False,False
1797,CALM2,CEP290,ENSG00000143933,ENSG00000198707,False,False,False
1798,CALM2,TRIM24,ENSG00000143933,ENSG00000122779,False,False,False
1799,CALM2,CETN2,ENSG00000143933,ENSG00000147400,False,False,False
1800,CALM2,LRPPRC,ENSG00000143933,ENSG00000138095,False,False,False
1801,BSG,CALM2,ENSG00000143933,ENSG00000172270,False,False,False
1802,CALM2,MRPL12,ENSG00000143933,ENSG00000262660,False,False,False
1803,CALM2,PHKA1,ENSG00000143933,ENSG00000067177,False,False,False
1804,CALM2,PHKA2,ENSG00000143933,ENSG00000044446,False,False,False
1805,CALM2,IQGAP1,ENSG00000143933,ENSG00000140575,False,False,False
1806,CALM2,PPP3CC,ENSG00000143933,ENSG00000120910,False,False,False
1807,CALM2,PPP3CB,ENSG00000143933,ENSG00000107758,False,False,False
1808,CALM2,PRKAR2A,ENSG00000143933,ENSG00000114302,False,False,False
1809,ATP2B4,CALM2,ENSG00000143933,ENSG00000058668,False,False,False
1810,CALM2,PML,ENSG00000143933,ENSG00000140464,False,False,False
1811,ABCD3,CALM2,ENSG00000143933,ENSG00000117528,False,False,False
1812,CALM2,CALML3,ENSG00000143933,ENSG00000178363,False,False,False
1813,ATP2B1,CALM2,ENSG00000143933,ENSG00000070961,False,False,False
1814,CALM2,KIF1A,ENSG00000143933,ENSG00000130294,False,False,False
1815,CALM2,FECH,ENSG00000143933,ENSG00000066926,False,False,False
1816,CALM2,INF2,ENSG00000143933,ENSG00000203485,False,False,False
1817,CALM2,TBC1D4,ENSG00000143933,ENSG00000136111,False,False,False
1818,CALM2,UNC13B,ENSG00000143933,ENSG00000198722,False,False,False
1819,CALM2,MYL6,ENSG00000143933,ENSG00000092841,False,False,False
1820,CALM2,MITD1,ENSG00000143933,ENSG00000158411,False,False,False
1821,CALM2,RALA,ENSG00000143933,ENSG00000006451,False,False,False
1822,CALM2,CAMKK1,ENSG00000143933,ENSG00000004660,False,False,False
1823,CALM2,PHKG2,ENSG00000143933,ENSG00000156873,False,False,False
1824,CALM2,SLC7A6,ENSG00000143933,ENSG00000103064,False,False,False
1825,CALM2,MYO1B,ENSG00000143933,ENSG00000128641,False,False,False
1826,CALM2,LRCH3,ENSG00000143933,ENSG00000186001,False,False,False
1827,CALM2,RCAN1,ENSG00000143933,ENSG00000159200,False,False,False
1828,CALM2,CETN3,ENSG00000143933,ENSG00000153140,False,False,False
1829,CALM2,MYO1C,ENSG00000143933,ENSG00000197879,False,False,False
1830,CALM2,DDX55,ENSG00000143933,ENSG00000111364,False,False,False
1831,CALM2,UBE3B,ENSG00000143933,ENSG00000151148,False,False,False
1832,CALM2,TOM1L2,ENSG00000143933,ENSG00000175662,False,False,False
1833,CALM2,PPP3R1,ENSG00000143933,ENSG00000188386,False,False,False
1834,CALM2,CAMKK2,ENSG00000143933,ENSG00000110931,False,False,False
1835,CALM2,PPP3CA,ENSG00000143933,ENSG00000138814,False,False,False
1836,CALM2,IQGAP3,ENSG00000143933,ENSG00000183856,False,False,False
1837,CALM2,DIDO1,ENSG00000143933,ENSG00000101191,False,False,False
1838,CALM2,VPS13A,ENSG00000143933,ENSG00000197969,False,False,False
1839,CALM2,CCDC8,ENSG00000143933,ENSG00000169515,False,False,False
1840,CALM2,OSTF1,ENSG00000143933,ENSG00000134996,False,False,False
1841,CALM2,TIGD1,ENSG00000143933,ENSG00000221944,False,False,False
1842,CALM2,LRRC59,ENSG00000143933,ENSG00000108829,False,False,False
1843,CALM2,PHKB,ENSG00000143933,ENSG00000102893,False,False,False
1844,CALM2,MRPL53,ENSG00000143933,ENSG00000204822,False,False,False
1845,CALM2,GRAMD1A,ENSG00000143933,ENSG00000089351,False,False,False
1846,CALM2,MYO6,ENSG00000143933,ENSG00000196586,False,False,False
1847,ARHGAP19,CALM2,ENSG00000143933,ENSG00000213390,False,False,False
1848,CALM2,SH2B1,ENSG00000143933,ENSG00000178188,False,False,False
1849,ABHD10,CALM2,ENSG00000143933,ENSG00000144827,False,False,False
1850,CALM2,ZCCHC3,ENSG00000143933,ENSG00000247315,False,False,False
1851,CALM2,DMAP1,ENSG00000143933,ENSG00000178028,False,False,False
1852,ARHGEF12,CALM2,ENSG00000143933,ENSG00000196914,False,False,False
1853,CALM2,GADD45GIP1,ENSG00000143933,ENSG00000179271,False,False,False
1854,CALM2,MYO1E,ENSG00000143933,ENSG00000142347,False,False,False
1855,CALM2,UBE3C,ENSG00000143933,ENSG00000009335,False,False,False
1856,CALM2,IQCB1,ENSG00000143933,ENSG00000173226,False,False,False
1857,CALM2,CUL7,ENSG00000143933,ENSG00000044090,False,False,False
1858,CALM2,CDC42,ENSG00000143933,ENSG00000070831,False,False,False
1859,CALM2,REEP5,ENSG00000143933,ENSG00000129625,False,False,False
1860,CALM2,TFAM,ENSG00000143933,ENSG00000108064,False,False,False
1861,CALM2,MRPS34,ENSG00000143933,ENSG00000074071,False,False,False
1862,CALM2,TBC1D1,ENSG00000143933,ENSG00000065882,False,True,False
1863,CALM2,DENND4A,ENSG00000143933,ENSG00000174485,False,False,False
1864,CALM2,VPS13C,ENSG00000143933,ENSG00000129003,False,False,False
1865,CALM2,MAP7D3,ENSG00000143933,ENSG00000129680,False,False,False
1866,ASPM,CALM2,ENSG00000143933,ENSG00000066279,False,False,False
1867,CALM2,NDUFAF2,ENSG00000143933,ENSG00000164182,False,False,False
1868,CALM2,ESCO1,ENSG00000143933,ENSG00000141446,False,False,False
1869,ANKS6,CALM2,ENSG00000143933,ENSG00000165138,False,False,False
1870,CALM2,CDC73,ENSG00000143933,ENSG00000134371,False,False,False
1871,CALM2,RBM26,ENSG00000143933,ENSG00000139746,False,False,False
1872,CALM2,DENND4C,ENSG00000143933,ENSG00000137145,False,False,False
1873,CALM2,LRCH2,ENSG00000143933,ENSG00000130224,False,False,False
1874,CALM3,UNNAMED,ENSG00000160014,,False,False,False
1875,CALM3,FLNB,ENSG00000160014,ENSG00000136068,False,False,False
1876,CALM3,WFS1,ENSG00000160014,ENSG00000109501,False,False,False
1877,CALM3,SCO1,ENSG00000160014,ENSG00000133028,False,False,False
1878,CALM3,KIF1C,ENSG00000160014,ENSG00000129250,True,False,False
1879,CALM3,TOM1,ENSG00000160014,ENSG00000100284,True,False,False
1880,CALM3,MYL1,ENSG00000160014,ENSG00000168530,False,False,False
1881,CALM3,SVIL,ENSG00000160014,ENSG00000197321,True,False,False
1882,ACTN4,CALM3,ENSG00000160014,ENSG00000077522,False,False,False
1883,CALM3,EIF3K,ENSG00000160014,ENSG00000178982,False,False,False
1884,CALM3,MYO9B,ENSG00000160014,ENSG00000099331,False,False,False
1885,CALM3,HIP1,ENSG00000160014,ENSG00000127946,False,False,False
1886,CALM3,PSMD11,ENSG00000160014,ENSG00000108671,False,False,False
1887,CALM3,MYO1D,ENSG00000160014,ENSG00000176658,True,False,False
1888,ARPC5,CALM3,ENSG00000160014,ENSG00000162704,True,False,False
1889,CALM3,PRPF3,ENSG00000160014,ENSG00000117360,True,False,False
1890,CALM3,CCP110,ENSG00000160014,ENSG00000103540,False,False,False
1891,CALM3,LIN7A,ENSG00000160014,ENSG00000111052,False,False,False
1892,ARPC3,CALM3,ENSG00000160014,ENSG00000111229,True,False,False
1893,ARPC2,CALM3,ENSG00000160014,ENSG00000163466,False,False,False
1894,CALM3,ZNF536,ENSG00000160014,ENSG00000198597,False,False,False
1895,CALM3,CEP290,ENSG00000160014,ENSG00000198707,False,False,False
1896,CALM3,TRIM24,ENSG00000160014,ENSG00000122779,False,False,False
1897,CALM3,PPP1R12A,ENSG00000160014,ENSG00000058272,False,False,False
1898,CALM3,CETN2,ENSG00000160014,ENSG00000147400,False,False,False
1899,CALM3,LRPPRC,ENSG00000160014,ENSG00000138095,False,False,False
1900,BSG,CALM3,ENSG00000160014,ENSG00000172270,True,False,False
1901,CALM3,CAPZA1,ENSG00000160014,ENSG00000116489,True,False,False
1902,CALM3,MRPL12,ENSG00000160014,ENSG00000262660,True,False,False
1903,CALM3,PSMD7,ENSG00000160014,ENSG00000103035,False,False,False
1904,CALM3,YAP1,ENSG00000160014,ENSG00000137693,False,False,False
1905,CALM3,PHKA1,ENSG00000160014,ENSG00000067177,False,False,False
1906,CALM3,PHKA2,ENSG00000160014,ENSG00000044446,True,False,False
1907,CALM3,IQGAP1,ENSG00000160014,ENSG00000140575,False,False,False
1908,CALM3,CAPZA2,ENSG00000160014,ENSG00000198898,True,False,False
1909,CALM3,PPP3CC,ENSG00000160014,ENSG00000120910,True,False,False
1910,CALM3,CAPZB,ENSG00000160014,ENSG00000077549,True,False,False
1911,CALM3,PPP3CB,ENSG00000160014,ENSG00000107758,False,False,False
1912,CALM3,PRKAR2A,ENSG00000160014,ENSG00000114302,False,False,False
1913,CALM3,NEFM,ENSG00000160014,ENSG00000104722,True,False,False
1914,CALM3,POLB,ENSG00000160014,ENSG00000070501,True,False,False
1915,CALM3,VIM,ENSG00000160014,ENSG00000026025,False,False,False
1916,ATP2B4,CALM3,ENSG00000160014,ENSG00000058668,False,False,False
1917,CALM3,CFL1,ENSG00000160014,ENSG00000172757,False,False,False
1918,CALM3,PML,ENSG00000160014,ENSG00000140464,True,False,False
1919,ABCD3,CALM3,ENSG00000160014,ENSG00000117528,False,False,False
1920,ATP2B1,CALM3,ENSG00000160014,ENSG00000070961,False,False,False
1921,CALM3,PLEKHG3,ENSG00000160014,ENSG00000126822,True,False,False
1922,CALM3,OBSL1,ENSG00000160014,ENSG00000124006,False,False,False
1923,CALM3,MPRIP,ENSG00000160014,ENSG00000133030,False,False,False
1924,CALM3,KIF1A,ENSG00000160014,ENSG00000130294,False,False,False
1925,CALM3,FECH,ENSG00000160014,ENSG00000066926,True,False,False
1926,CALM3,SPECC1L;SPECC1L-ADORA2A,ENSG00000160014,ENSG00000100014,False,False,False
1927,CALM3,RPL22L1,ENSG00000160014,ENSG00000163584,True,False,False
1928,CALM3,EIF3H,ENSG00000160014,ENSG00000147677,True,False,False
1929,CALM3,SRGAP2,ENSG00000160014,ENSG00000171943,False,False,False
1930,CALM3,PSMC6,ENSG00000160014,ENSG00000100519,False,False,False
1931,CALM3,TJP1,ENSG00000160014,ENSG00000277401,False,False,False
1932,CALM3,INF2,ENSG00000160014,ENSG00000203485,True,False,False
1933,CALM3,TBC1D4,ENSG00000160014,ENSG00000136111,True,False,False
1934,CALM3,KIF23,ENSG00000160014,ENSG00000137807,False,False,False
1935,CALM3,MYO18A,ENSG00000160014,ENSG00000196535,False,False,False
1936,CALM3,UNC13B,ENSG00000160014,ENSG00000198722,False,False,False
1937,CALM3,SLIRP,ENSG00000160014,ENSG00000119705,False,False,False
1938,CALM3,MYL6,ENSG00000160014,ENSG00000092841,True,False,False
1939,CALM3,RALA,ENSG00000160014,ENSG00000006451,True,False,False
1940,CALM3,CEP131,ENSG00000160014,ENSG00000141577,False,False,False
1941,CALM3,CAMKK1,ENSG00000160014,ENSG00000004660,True,False,False
1942,CALM3,PHKG2,ENSG00000160014,ENSG00000156873,True,False,False
1943,CALM3,PEAK1,ENSG00000160014,ENSG00000173517,False,False,False
1944,CALM3,RPL13,ENSG00000160014,ENSG00000167526,True,False,False
1945,CALM3,MYO1B,ENSG00000160014,ENSG00000128641,True,False,False
1946,CALM3,LRCH3,ENSG00000160014,ENSG00000186001,True,False,False
1947,CALM3,RCAN1,ENSG00000160014,ENSG00000159200,True,False,False
1948,CALM3,SSFA2,ENSG00000160014,ENSG00000138434,True,False,False
1949,CALM3,PELP1,ENSG00000160014,ENSG00000141456,False,False,False
1950,CALM3,HMBOX1,ENSG00000160014,ENSG00000147421,True,False,False
1951,CALM3,CETN3,ENSG00000160014,ENSG00000153140,True,False,False
1952,CALM3,MYO1C,ENSG00000160014,ENSG00000197879,True,False,False
1953,CALM3,DDX55,ENSG00000160014,ENSG00000111364,True,False,False
1954,CALM3,TOM1L2,ENSG00000160014,ENSG00000175662,True,False,False
1955,CALM3,RPS10;RPS10-NUDT3,ENSG00000160014,ENSG00000124614,False,False,False
1956,CALM3,PPP3R1,ENSG00000160014,ENSG00000188386,False,False,False
1957,CALM3,CAMKK2,ENSG00000160014,ENSG00000110931,True,False,False
1958,CALM3,PPP3CA,ENSG00000160014,ENSG00000138814,True,False,False
1959,CALM3,IQGAP3,ENSG00000160014,ENSG00000183856,True,False,False
1960,CALM3,DIDO1,ENSG00000160014,ENSG00000101191,False,False,False
1961,CALM3,EFHD1;PP1187,ENSG00000160014,ENSG00000115468,False,False,False
1962,ARPC5L,CALM3,ENSG00000160014,ENSG00000136950,False,False,False
1963,CALM3,PPP1R9B,ENSG00000160014,ENSG00000108819,False,False,False
1964,CALM3,VPS13A,ENSG00000160014,ENSG00000197969,False,False,False
1965,CALM3,PNN,ENSG00000160014,ENSG00000100941,True,False,False
1966,CALM3,KIAA1671,ENSG00000160014,ENSG00000197077,False,False,False
1967,CALM3,CCDC8,ENSG00000160014,ENSG00000169515,False,False,False
1968,CALM3,RACGAP1,ENSG00000160014,ENSG00000161800,True,False,False
1969,CALM3,MRPS27,ENSG00000160014,ENSG00000113048,False,False,False
1970,CALM3,H1FX,ENSG00000160014,ENSG00000184897,False,False,False
1971,CALM3,OSTF1,ENSG00000160014,ENSG00000134996,True,False,False
1972,ARPC1A,CALM3,ENSG00000160014,ENSG00000241685,False,False,False
1973,CALM3,LMO7,ENSG00000160014,ENSG00000136153,False,False,False
1974,CALM3,TIGD1,ENSG00000160014,ENSG00000221944,False,False,False
1975,CALM3,LRRC59,ENSG00000160014,ENSG00000108829,False,False,False
1976,CALM3,PHKB,ENSG00000160014,ENSG00000102893,False,False,False
1977,CALM3,MRPL53,ENSG00000160014,ENSG00000204822,True,False,False
1978,CALM3,CCDC124,ENSG00000160014,ENSG00000007080,False,False,False
1979,CALM3,GRAMD1A,ENSG00000160014,ENSG00000089351,False,False,False
1980,CALM3,LRCH1,ENSG00000160014,ENSG00000136141,True,False,False
1981,CALM3,PPP1R9A,ENSG00000160014,ENSG00000158528,False,False,False
1982,CALM3,MYO6,ENSG00000160014,ENSG00000196586,True,False,False
1983,CALM3,LRRFIP2,ENSG00000160014,ENSG00000093167,False,False,False
1984,ARHGAP19,CALM3,ENSG00000160014,ENSG00000213390,True,False,False
1985,CALM3,RPL10,ENSG00000160014,ENSG00000147403,True,False,False
1986,CALM3,HIST1H2BN;HIST1H2BM;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;HIST1H2BK;H2BFS,ENSG00000160014,ENSG00000158373,False,False,False
1987,CALM3,RPL36,ENSG00000160014,ENSG00000130255,True,False,False
1988,CALM3,SH2B1,ENSG00000160014,ENSG00000178188,True,False,False
1989,CALM3,LIN7C,ENSG00000160014,ENSG00000148943,True,False,False
1990,ABHD10,CALM3,ENSG00000160014,ENSG00000144827,True,False,False
1991,CALM3,ZCCHC3,ENSG00000160014,ENSG00000247315,False,False,False
1992,CALM3,DMAP1,ENSG00000160014,ENSG00000178028,True,False,False
1993,CALM3,HMG20A,ENSG00000160014,ENSG00000140382,True,False,False
1994,CALM3,LYAR,ENSG00000160014,ENSG00000145220,True,False,False
1995,CALM3,CTTNBP2NL,ENSG00000160014,ENSG00000143079,False,False,False
1996,CALM3,RAI14,ENSG00000160014,ENSG00000039560,False,False,False
1997,ARHGEF12,CALM3,ENSG00000160014,ENSG00000196914,False,False,False
1998,CALM3,GADD45GIP1,ENSG00000160014,ENSG00000179271,True,False,False
1999,CALM3,SPTAN1,ENSG00000160014,ENSG00000197694,False,False,False
2000,CALM3,MYO1E,ENSG00000160014,ENSG00000142347,False,False,False
2001,CALM3,STX4,ENSG00000160014,ENSG00000103496,False,False,False
2002,CALM3,UBE3C,ENSG00000160014,ENSG00000009335,True,False,False
2003,CALM3,IQCB1,ENSG00000160014,ENSG00000173226,True,False,False
2004,CALM3,CTTN,ENSG00000160014,ENSG00000288401,True,False,False
2005,CALM3,ITPR3,ENSG00000160014,ENSG00000096433,False,False,False
2006,CALM3,CUL7,ENSG00000160014,ENSG00000044090,False,False,False
2007,ACTR2,CALM3,ENSG00000160014,ENSG00000138071,False,False,False
2008,CALM3,CDC42,ENSG00000160014,ENSG00000070831,False,False,False
2009,CALM3,RPS20,ENSG00000160014,ENSG00000008988,True,False,False
2010,CALM3,RPS15A,ENSG00000160014,ENSG00000134419,True,False,False
2011,CALM3,RPS7,ENSG00000160014,ENSG00000171863,True,False,False
2012,CALM3,RPS4X,ENSG00000160014,ENSG00000198034,True,False,False
2013,CALM3,TFAM,ENSG00000160014,ENSG00000108064,False,False,False
2014,CALM3,RPS28,ENSG00000160014,ENSG00000233927,True,False,False
2015,CALM3,MRPS34,ENSG00000160014,ENSG00000074071,True,False,False
2016,CALM3,TBC1D1,ENSG00000160014,ENSG00000065882,False,True,False
2017,CALM3,PHLDB2,ENSG00000160014,ENSG00000144824,False,False,False
2018,CALM3,DENND4A,ENSG00000160014,ENSG00000174485,False,False,False
2019,CALM3,LUZP1,ENSG00000160014,ENSG00000169641,True,False,False
2020,CALM3,UBN2,ENSG00000160014,ENSG00000157741,False,False,False
2021,CALM3,VPS13C,ENSG00000160014,ENSG00000129003,False,False,False
2022,CALM3,EIF3M,ENSG00000160014,ENSG00000149100,False,False,False
2023,CALM3,DHX30,ENSG00000160014,ENSG00000132153,True,False,False
2024,CALM3,MAP7D3,ENSG00000160014,ENSG00000129680,False,False,False
2025,CALM3,CEP97,ENSG00000160014,ENSG00000182504,False,False,False
2026,CALM3,MPP5,ENSG00000160014,ENSG00000072415,True,False,False
2027,ASPM,CALM3,ENSG00000160014,ENSG00000066279,False,False,False
2028,CALM3,MAGED2,ENSG00000160014,ENSG00000102316,False,False,False
2029,CALM3,ESCO1,ENSG00000160014,ENSG00000141446,False,False,False
2030,CALM3,PDCD4,ENSG00000160014,ENSG00000150593,False,False,False
2031,AIF1L,CALM3,ENSG00000160014,ENSG00000126878,False,False,False
2032,AMOT,CALM3,ENSG00000160014,ENSG00000126016,False,False,False
2033,ANKS6,CALM3,ENSG00000160014,ENSG00000165138,False,False,False
2034,CALM3,FLNA,ENSG00000160014,ENSG00000196924,False,False,False
2035,CALM3,CDC73,ENSG00000160014,ENSG00000134371,True,False,False
2036,CALM3,RBM26,ENSG00000160014,ENSG00000139746,False,False,False
2037,CALM3,DENND4C,ENSG00000160014,ENSG00000137145,False,False,False
2038,CALM3,LRCH2,ENSG00000160014,ENSG00000130224,False,False,False
2039,CALM2;CALM3;CALM1,CAMK1,ENSG00000134072,,False,False,False
2040,CAMK2D,CAMK2G,ENSG00000148660,,True,False,False
2041,BAIAP2,CAMK2G,ENSG00000148660,ENSG00000175866,False,False,False
2042,CAMK2G,CARM1,ENSG00000148660,ENSG00000142453,False,False,False
2043,CANX,ERLIN1,ENSG00000283777,ENSG00000107566,True,False,False
2044,CANX,GPC4,ENSG00000283777,ENSG00000076716,True,False,False
2045,ATP6AP2,CANX,ENSG00000283777,ENSG00000182220,True,False,False
2046,CANX,WFS1,ENSG00000283777,ENSG00000109501,False,False,False
2047,CANX,CPD,ENSG00000283777,ENSG00000108582,True,False,False
2048,ATRN,CANX,ENSG00000283777,ENSG00000088812,False,False,False
2049,CANX,ZMPSTE24,ENSG00000283777,ENSG00000084073,False,False,False
2050,CANX,ENTPD6,ENSG00000283777,ENSG00000197586,True,False,False
2051,CANX,NRP2,ENSG00000283777,ENSG00000118257,False,False,False
2052,CANX,FZD6,ENSG00000283777,ENSG00000164930,False,False,False
2053,AHCYL1,CANX,ENSG00000283777,ENSG00000158467,True,False,False
2054,CANX,SEP15,ENSG00000283777,ENSG00000183291,True,False,False
2055,CANX,HLA-B,ENSG00000283777,ENSG00000206435,True,False,False
2056,CANX,CYB5R3,ENSG00000283777,ENSG00000100243,True,False,False
2057,CANX,CYB5A,ENSG00000283777,ENSG00000166347,True,False,False
2058,CANX,CLPTM1,ENSG00000283777,ENSG00000104853,False,False,False
2059,CANX,TFRC,ENSG00000283777,,False,False,False
2060,CANX,HMGCR,ENSG00000283777,ENSG00000113161,False,False,False
2061,CANX,GBA,ENSG00000283777,ENSG00000177628,False,False,True
2062,CANX,ITGB1,ENSG00000283777,ENSG00000150093,False,False,True
2063,CANX,SLC4A2,ENSG00000283777,ENSG00000164889,False,False,False
2064,CANX,RPN2,ENSG00000283777,ENSG00000118705,True,False,False
2065,CANX,RPN1,ENSG00000283777,ENSG00000163902,False,False,False
2066,ATP1A1,CANX,ENSG00000283777,ENSG00000105409,True,False,False
2067,CANX,LRIG2,ENSG00000283777,ENSG00000198799,False,False,False
2068,CANX,VAPB,ENSG00000283777,ENSG00000124164,True,False,False
2069,CANX,MPZL1,ENSG00000283777,ENSG00000197965,True,False,False
2070,CANX,SGPL1,ENSG00000283777,ENSG00000166224,True,False,False
2071,CANX,DCAKD,ENSG00000283777,ENSG00000172992,True,False,False
2072,CANX,NPC1,ENSG00000283777,ENSG00000141458,False,False,False
2073,CANX,MGRN1,ENSG00000283777,ENSG00000102858,True,False,False
2074,CANX,SLC1A5,ENSG00000283777,ENSG00000105281,True,False,False
2075,CANX,PGRMC1,ENSG00000283777,ENSG00000101856,False,False,False
2076,CANX,CERS1;LASS1,ENSG00000283777,ENSG00000130283,False,False,False
2077,CANX,PTRH2,ENSG00000283777,ENSG00000141378,False,False,False
2078,CANX,DNAJB12,ENSG00000283777,ENSG00000148719,False,False,False
2079,CANX,PVRL2,ENSG00000283777,ENSG00000130202,True,False,False
2080,CANX,EIF3F,ENSG00000283777,ENSG00000175390,True,False,False
2081,CANX,SPTLC1,ENSG00000283777,ENSG00000090054,False,False,False
2082,CANX,TSPAN6,ENSG00000283777,ENSG00000000003,True,False,False
2083,B4GAT1,CANX,ENSG00000283777,ENSG00000174684,False,False,False
2084,CANX,EMC8,ENSG00000283777,ENSG00000131148,False,False,False
2085,CANX,TOR1B,ENSG00000283777,ENSG00000136816,True,False,False
2086,ADAM10,CANX,ENSG00000283777,ENSG00000137845,False,False,False
2087,CANX,EI24,ENSG00000283777,ENSG00000149547,False,False,False
2088,CANX,CLGN,ENSG00000283777,ENSG00000153132,True,False,False
2089,BSG,CANX,ENSG00000283777,ENSG00000172270,True,False,False
2090,CANX,TGFBR1,ENSG00000283777,ENSG00000106799,False,False,False
2091,CANX,SLC19A1,ENSG00000283777,ENSG00000173638,True,False,False
2092,CANX,GGCX,ENSG00000283777,ENSG00000115486,False,False,False
2093,CANX,ERP29,ENSG00000283777,ENSG00000089248,True,False,False
2094,CALR,CANX,ENSG00000283777,ENSG00000179218,False,False,False
2095,ATP6V0C,CANX,ENSG00000283777,ENSG00000185883,True,False,False
2096,CANX,PDIA3,ENSG00000283777,ENSG00000167004,True,False,False
2097,CANX,TTK,ENSG00000283777,ENSG00000112742,True,False,False
2098,CANX,TMPO,ENSG00000283777,ENSG00000120802,False,False,False
2099,CANX,TMED10,ENSG00000283777,ENSG00000170348,True,False,False
2100,CANX,CD97,ENSG00000283777,ENSG00000123146,True,False,False
2101,CANX,EMD,ENSG00000283777,ENSG00000102119,False,False,False
2102,CANX,SLC26A2,ENSG00000283777,ENSG00000155850,False,False,False
2103,CANX,SERPINH1,ENSG00000283777,ENSG00000149257,False,False,False
2104,CANX,SGSH,ENSG00000283777,ENSG00000181523,True,False,False
2105,ALDH3A2,CANX,ENSG00000283777,ENSG00000006534,True,False,False
2106,CANX,SSR4,ENSG00000283777,ENSG00000180879,False,False,False
2107,CANX,HSPA13,ENSG00000283777,ENSG00000155304,True,False,False
2108,BCAM,CANX,ENSG00000283777,ENSG00000187244,True,False,False
2109,CANX,MSH2,ENSG00000283777,ENSG00000095002,True,False,False
2110,CANX,SLC1A4,ENSG00000283777,ENSG00000115902,False,False,False
2111,CANX,SLC6A8,ENSG00000283777,ENSG00000130821,False,False,False
2112,CANX,LAMC1,ENSG00000283777,ENSG00000135862,False,False,False
2113,CANX,HSPA5,ENSG00000283777,ENSG00000044574,True,False,False
2114,CANX,CLU,ENSG00000283777,ENSG00000120885,True,False,True
2115,CANX,LAMP1,ENSG00000283777,ENSG00000185896,True,False,False
2116,CANX,LAMP2,ENSG00000283777,ENSG00000005893,True,False,False
2117,CANX,IGF2R,ENSG00000283777,ENSG00000197081,True,False,False
