cell_line_id,target_name,uniprot_id,ensg_id,leiden
1711,ACTN1,P12814,ENSG00000072110,16
1713,ACTN4,O43707,ENSG00000130402,16
1714,NUP98,P52948,ENSG00000110713,65
1715,NUP107,P57740,ENSG00000111581,65
1716,NUP155,O75694,ENSG00000113569,65
1717,NUP214,P35658,ENSG00000126883,65
1719,TPR,P12270,ENSG00000047410,65
1720,WAPL,Q7Z5K2,ENSG00000062650,135
1721,STAG1,Q8WVM7,ENSG00000118007,85
1722,STAG2,Q8N3U4,ENSG00000101972,5
1723,RAD21,O60216,ENSG00000164754,85
1724,CTCF,P49711,ENSG00000102974,133
1726,RUVBL1,Q9Y265,ENSG00000284901,88
1727,RUVBL2,Q9Y230,ENSG00000183207,88
1728,POT1,Q9NUX5,ENSG00000128513,18
1729,TERF1,P54274,ENSG00000147601,18
1730,TERF2,Q15554,ENSG00000132604,111
1731,VPS29,Q9UBQ0,ENSG00000111237,121
1733,PGRMC1,O00264,ENSG00000101856,9
1734,CLPTM1,O96005,ENSG00000104853,128
1735,PGRMC2,O15173,ENSG00000164040,90
1736,RPL4,P36578,ENSG00000174444,0
1737,RPL13,P26373,ENSG00000167526,0
1738,RPL19,P84098,ENSG00000108298,0
1739,HNRNPH1,P31943,ENSG00000169045,95
1740,EIF3M,Q7L2H7,ENSG00000149100,14
1741,U2AF2,P26368,ENSG00000063244,95
1742,PGK1,P00558,ENSG00000102144,31
1743,UBA1,P22314,ENSG00000130985,80
1744,EDF1,O60869,ENSG00000107223,137
1745,AP2S1,P53680,ENSG00000042753,117
1746,ZCRB1,P49591,ENSG00000031698,123
1747,EIF2S3,P41091,ENSG00000130741,14
1748,RPS18,P62269,ENSG00000235650,14
1749,EEF1G,P26641,ENSG00000254772,0
1751,EIF4A1,P60842,ENSG00000161960,0
1752,DDX39B,Q13838,ENSG00000230624,12
1753,CNBP,P62633,ENSG00000169714,154
1754,EIF5,P55010,ENSG00000100664,123
1755,HMGB2,P26583,ENSG00000164104,172
1756,EIF3G,O75821,ENSG00000130811,0
1759,EIF3B,P55884,ENSG00000106263,0
1760,EIF4A3,P38919,ENSG00000141543,30
1761,AHCY,P23526,ENSG00000101444,124
1762,PABPC4,Q13310,ENSG00000090621,169
1763,RNF40,O75150,ENSG00000103549,156
1764,PRPF19,Q9UMS4,ENSG00000110107,30
1765,SAE1,Q9UBE0,ENSG00000142230,56
1766,GNB1,P62873,ENSG00000078369,54
1767,METAP2,P50579,ENSG00000111142,169
1768,CTPS1,P17812,ENSG00000171793,52
1769,EFTUD2,Q15029,ENSG00000108883,30
1770,U2SURP,O15042,ENSG00000163714,30
1771,GSPT1,P15170,ENSG00000103342,123
1773,PPM1G,O15355,ENSG00000115241,56
1774,USP22,Q9UPT9,ENSG00000124422,135
1775,ARPC2,O15144,ENSG00000163466,113
1776,FAM50A,Q14320,ENSG00000071859,56
1777,DCTN2,Q13561,ENSG00000175203,27
1782,PDAP1,Q13442,ENSG00000106244,67
1783,UFC1,Q9Y3C8,ENSG00000143222,10
1784,FANCA,O15360,ENSG00000187741,55
1785,UBA5,Q9GZZ9,ENSG00000081307,4
1786,ZCCHC17,Q9NP64,ENSG00000121766,97
1787,VPS8,Q8N3P4,ENSG00000156931,33
1788,TGFBRAP1,Q8WUH2,ENSG00000135966,33
1789,EMC1,Q8N766,ENSG00000127463,66
1790,EMC2,Q15006,ENSG00000104412,9
1791,EMC4,Q5J8M3,ENSG00000128463,9
1792,EMC7,Q9NPA0,ENSG00000134153,9
1793,EMC8,O43402,ENSG00000131148,9
1794,EMC9,Q9Y3B6,ENSG00000100908,75
1796,TMCO1,Q9UM00,ENSG00000143183,53
1797,TMEM147,Q9BVK8,ENSG00000105677,66
1798,ENY2,Q9NPA8,ENSG00000120533,47
1800,MCM10,Q7L590,ENSG00000065328,92
1803,RAD17,O75943,ENSG00000276618,11
1806,ATG101,Q9BSB4,ENSG00000123395,138
1807,ATG12,O94817,ENSG00000145782,138
1808,ATG13,O75143,ENSG00000175224,138
1809,ATG3,Q9NT62,ENSG00000144848,4
1810,ATG4B,Q9Y4P1,ENSG00000168397,127
1813,ATG7,O95352,ENSG00000197548,120
1814,ATG2A,Q2TAZ0,ENSG00000110046,167
1815,ATG2B,Q96BY7,ENSG00000066739,167
1817,ATG14,Q6ZNE5,ENSG00000126775,167
1818,FTH1,P02794,ENSG00000167996,58
1821,PNPLA2,Q96AD5,ENSG00000177666,58
1822,NCAPH,Q15003,ENSG00000121152,70
1824,ZNF598,Q86UK7,ENSG00000167962,2
1825,NEMF,O60524,ENSG00000165525,76
1826,TCF25,Q9BQ70,ENSG00000141002,4
1827,USP7,Q93009,ENSG00000187555,48
1828,RING1,Q06587,ENSG00000231115,85
1829,INTS14,Q96SY0,ENSG00000138614,24
1830,ACTR5,Q9H9F9,ENSG00000101442,84
1831,TMEM63B,Q5T3F8,ENSG00000137216,176
1832,NUF2,Q9BZD4,ENSG00000143228,37
1833,HMGN2,P05204,ENSG00000198830,94
1834,HNRNPC,P07910,ENSG00000092199,95
1835,H2AZ1,P0C0S5,ENSG00000164032,95
1836,HNRNPD,Q14103,ENSG00000138668,114
1837,HNRNPU,Q00839,ENSG00000153187,114
1838,AP2B1,P63010,ENSG00000006125,117
1839,SFPQ,P23246,ENSG00000116560,48
1840,RBMX,P38159,ENSG00000147274,48
1841,RBBP4,Q09028,ENSG00000162521,114
1842,NUCKS1,Q9H1E3,ENSG00000069275,114
1843,HMGA1,P17096,ENSG00000137309,94
1844,AMBRA1,Q9C0C7,ENSG00000110497,119
1846,CCZ1B,P86790,ENSG00000146574,28
1849,KEAP1,Q14145,ENSG00000079999,166
1850,MFSD12,Q6NUT3,ENSG00000161091,62
1852,SPNS1,Q9H2V7,ENSG00000169682,126
1853,TOLLIP,Q9H0E2,ENSG00000078902,164
1854,UVRAG,Q9P2Y5,ENSG00000198382,20
1855,VMP1,Q96GC9,ENSG00000062716,49
1857,VPS16,Q9H269,ENSG00000215305,20
1858,VPS18,Q9P253,ENSG00000104142,20
1859,VPS33A,Q96AX1,ENSG00000139719,20
1860,VPS41,P49754,ENSG00000006715,176
1864,SPG21,Q9NZD8,ENSG00000090487,121
1868,TMEM208,Q9BTX3,ENSG00000168701,49
1871,INTS5,Q6P9B9,ENSG00000185085,24
1874,TMEM192,Q8IY95,ENSG00000170088,126
1875,MFN2,O95140,ENSG00000116688,79
1876,INTS9,Q9NV88,ENSG00000104299,24
1878,ARID1B,Q8NFD5,ENSG00000049618,64
1879,MARK4,Q96L34,ENSG00000007047,6
1880,DYNC1H1,Q14204,ENSG00000197102,157
1882,REEP3,Q6NUK4,ENSG00000165476,122
1883,CERS5,Q8N5B7,ENSG00000139624,112
1884,PDCL3,Q9H2J4,ENSG00000115539,123
1886,SMARCA2,P51531,ENSG00000080503,64
1887,PRKD3,O94806,ENSG00000115825,73
1888,KIF20A,O95235,ENSG00000112984,151
1890,STIM2,Q9P246,ENSG00000109689,122
1892,NSA2,O95478,ENSG00000164346,35
1894,HLA-A,P04439,ENSG00000206505,34
1895,STK32C,Q86UX6,ENSG00000165752,45
1896,SF3B4,Q15427,ENSG00000143368,12
1897,CDK5,Q00535,ENSG00000164885,45
1898,CKAP2L,Q8IYA6,ENSG00000169607,85
1899,RANBP2,P49792,ENSG00000153201,148
1900,AKR1A1,P14550,ENSG00000117448,150
1902,RPL27,P61353,ENSG00000131469,14
1903,TAF1,P21675,ENSG00000147133,97
1904,SNRPB,P14678,ENSG00000125835,162
1905,CHUK,O15111,ENSG00000213341,51
1906,LBR,Q14739,ENSG00000143815,55
1908,RAN,P62826,ENSG00000132341,47
1909,FAM50B,Q9Y247,ENSG00000145945,11
1910,SEC24D,O94855,ENSG00000150961,71
1912,RBM15,Q96T37,ENSG00000162775,36
1916,SRI,P30626,ENSG00000075142,107
1917,ATP6AP1,Q15904,ENSG00000071553,32
1919,SLC4A2,P04920,ENSG00000164889,23
1920,SBDS,Q9Y3A5,ENSG00000126524,89
1921,GRK2,P25098,ENSG00000173020,2
1922,SEPTIN5,Q99719,ENSG00000184702,37
1924,ATP6V1D,Q9Y5K8,ENSG00000100554,82
1926,ANKRD54,Q6NXT1,ENSG00000100124,153
1928,GTF2F1,P35269,ENSG00000125651,92
1929,PATZ1,Q9HBE1,ENSG00000100105,19
1930,CCDC86,Q9H6F5,ENSG00000110104,44
1931,ATP6V1E1,P36543,ENSG00000131100,103
1933,PSMD10,O75832,ENSG00000101843,150
1934,RPP30,P78346,ENSG00000148688,144
1935,SVIL,O95425,ENSG00000197321,23
1936,EMC10,Q5UCC4,ENSG00000161671,66
1942,BECN1,Q14457,ENSG00000126581,20
2014,C4orf32,Q8N8J7,ENSG00000174749,125
