"__mclCluster","name","selected","shared name"
"1","TET2","false","TET2"
"1","PSPC1","false","PSPC1"
"212","SLC4A7","false","SLC4A7"
"85","TAF1B","false","TAF1B"
"140","PSMG2","false","PSMG2"
"140","PSMG3","false","PSMG3"
"140","PSMG4","false","PSMG4"
"140","DONSON","false","DONSON"
"158","MRPL51","false","MRPL51"
"158","MRPL50","false","MRPL50"
"19","MAP7","false","MAP7"
"158","FBXL12","false","FBXL12"
"158","PPM1E","false","PPM1E"
"158","MRPS14","false","MRPS14"
"158","TTLL4","false","TTLL4"
"66","RAB11FIP5","false","RAB11FIP5"
"16","ZNF747","false","ZNF747"
"323","QSOX2","false","QSOX2"
"323","KATNA1","false","KATNA1"
"12","ECM29;KIAA0368","false","ECM29;KIAA0368"
"12","PTPN2","false","PTPN2"
"208","NUB1","false","NUB1"
"12","ANKRD36B;ANKRD36","false","ANKRD36B;ANKRD36"
"12","SMPDL3B","false","SMPDL3B"
"12","ZFAND5","false","ZFAND5"
"12","PSMD14","false","PSMD14"
"12","UBFD1","false","UBFD1"
"12","TXNL1","false","TXNL1"
"12","UBE3A","false","UBE3A"
"6","HN1","false","HN1"
"33","AKIRIN2","false","AKIRIN2"
"12","ADRM1","false","ADRM1"
"12","PSMD4;PIPSL","false","PSMD4;PIPSL"
"408","MND1","false","MND1"
"408","PSMC3IP","false","PSMC3IP"
"12","CPE","false","CPE"
"323","PSMD9","false","PSMD9"
"12","USP14","false","USP14"
"12","PAAF1","false","PAAF1"
"12","LRRC57","false","LRRC57"
"12","PSMD10","false","PSMD10"
"12","PSMB6","false","PSMB6"
"12","PSMB4","false","PSMB4"
"191","PSMB10","false","PSMB10"
"409","PSME2","false","PSME2"
"12","AKIRIN1","false","AKIRIN1"
"115","UBA52","false","UBA52"
"140","PUM2","false","PUM2"
"91","COG2","false","COG2"
"12","CLSTN1","false","CLSTN1"
"12","IGLC6;IGLC7","false","IGLC6;IGLC7"
"12","PSMA3","false","PSMA3"
"140","POMP","false","POMP"
"409","PSME1","false","PSME1"
"12","PSMD4","false","PSMD4"
"20","SNRPA1","false","SNRPA1"
"54","IK","false","IK"
"77","SENP6","false","SENP6"
"77","LINS","false","LINS"
"98","RNF20","false","RNF20"
"78","PRMT9","false","PRMT9"
"324","PRKD1","false","PRKD1"
"324","PRKD2","false","PRKD2"
"253","PARD6B","false","PARD6B"
"253","PRKCI","false","PRKCI"
"253","LLGL2","false","LLGL2"
"325","PRKCD","false","PRKCD"
"93","HK1","false","HK1"
"68","PRKAR2B","false","PRKAR2B"
"68","PRKACB","false","PRKACB"
"68","AKAP5","false","AKAP5"
"68","PALM2-AKAP2;PALM2","false","PALM2-AKAP2;PALM2"
"16","ZNF724P;ZNF708","false","ZNF724P;ZNF708"
"68","PRKAR1B","false","PRKAR1B"
"68","AKAP7","false","AKAP7"
"68","PDE7A","false","PDE7A"
"68","NCS1","false","NCS1"
"68","PKIA","false","PKIA"
"159","PRKAG2","false","PRKAG2"
"159","PRKAG1","false","PRKAG1"
"159","PRKAB2","false","PRKAB2"
"21","SGOL1","false","SGOL1"
"21","STK26;STK25","false","STK26;STK25"
"21","PPP4R1","false","PPP4R1"
"5","ANKLE2","false","ANKLE2"
"21","PPP2R3A","false","PPP2R3A"
"21","CCDC6","false","CCDC6"
"21","PPP2R5A","false","PPP2R5A"
"21","PPP2R5B","false","PPP2R5B"
"55","FGFR1OP2","false","FGFR1OP2"
"21","TBCCD1","false","TBCCD1"
"55","HSPE1-MOB4;MOB4","false","HSPE1-MOB4;MOB4"
"21","PPP2R3C","false","PPP2R3C"
"21","PPP2R3B","false","PPP2R3B"
"55","PDCD10","false","PDCD10"
"21","LPP","false","LPP"
"21","PPFIA3","false","PPFIA3"
"21","PPP2CA","false","PPP2CA"
"120","HIST2H2AA3;HIST2H2AC;H2AFJ","false","HIST2H2AA3;HIST2H2AC;H2AFJ"
"120","FOXK1","false","FOXK1"
"120","FOXK2","false","FOXK2"
"120","TRIM56","false","TRIM56"
"120","H2AFX;HIST1H2AA","false","H2AFX;HIST1H2AA"
"120","HIST1H2AB","false","HIST1H2AB"
"325","TINF2","false","TINF2"
"22","CUL1","false","CUL1"
"22","SNX8","false","SNX8"
"318","PDHA1","false","PDHA1"
"22","TPRKB","false","TPRKB"
"22","TSFM","false","TSFM"
"18","BRWD3","false","BRWD3"
"188","SUPT4H1","false","SUPT4H1"
"188","ASUN","false","ASUN"
"28","POLR2J","false","POLR2J"
"410","FANCL","false","FANCL"
"28","INTS7","false","INTS7"
"28","INTS10","false","INTS10"
"28","NELFCD;TH1L","false","NELFCD;TH1L"
"28","INTS4","false","INTS4"
"28","C7ORF26","false","C7ORF26"
"28","RPRD1A","false","RPRD1A"
"28","GPN2","false","GPN2"
"28","GCOM1;GCOM2","false","GCOM1;GCOM2"
"28","PALM3","false","PALM3"
"28","GTF2F2","false","GTF2F2"
"28","POLR2J3;POLR2J;POLR2J2","false","POLR2J3;POLR2J;POLR2J2"
"22","CRCP","false","CRCP"
"84","SNX3","false","SNX3"
"22","BDP1","false","BDP1"
"22","MAF1","false","MAF1"
"22","POLR3GL","false","POLR3GL"
"22","HERPUD2","false","HERPUD2"
"22","POLR3K","false","POLR3K"
"22","POLR3H","false","POLR3H"
"28","GPN1","false","GPN1"
"22","TWISTNB","false","TWISTNB"
"22","CD3EAP","false","CD3EAP"
"22","POLR1D","false","POLR1D"
"22","POLR2L","false","POLR2L"
"141","PKP1","false","PKP1"
"141","DSC1","false","DSC1"
"141","COG3","false","COG3"
"141","KRTAP3-2","false","KRTAP3-2"
"309","VPS25","false","VPS25"
"141","PIP","false","PIP"
"141","DUSP14","false","DUSP14"
"141","CTSV","false","CTSV"
"141","PMVK","false","PMVK"
"58","FAM53C","false","FAM53C"
"58","PLK1","false","PLK1"
"215","PLA2G4A","false","PLA2G4A"
"326","PKN1","false","PKN1"
"216","H2AFV","false","H2AFV"
"216","NOA1","false","NOA1"
"154","RNASEH2C","false","RNASEH2C"
"410","SNX11","false","SNX11"
"216","CKS2","false","CKS2"
"216","PKMYT1","false","PKMYT1"
"216","CCNB2;CCNB2V","false","CCNB2;CCNB2V"
"327","TRUB1","false","TRUB1"
"411","PIP5K2B","false","PIP5K2B"
"211","SNX4","false","SNX4"
"412","PIP5K1C","false","PIP5K1C"
"412","PGBD5","false","PGBD5"
"6","TPD52L2","false","TPD52L2"
"121","RAB39B","false","RAB39B"
"121","PIP4P1","false","PIP4P1"
,"PIP4K2C","false","PIP4K2C"
"411","PIP4K2B","false","PIP4K2B"
"413","PIP4K2A","false","PIP4K2A"
"254","PIN4","false","PIN4"
"105","PIK3R3","false","PIK3R3"
"105","NISCH","false","NISCH"
"105","PIK3R1","false","PIK3R1"
"105","PIK3CD","false","PIK3CD"
"105","PIK3CB","false","PIK3CB"
"301","KIAA0226","false","KIAA0226"
"160","FAM126B","false","FAM126B"
"160","TTC7B","false","TTC7B"
"160","EFR3B","false","EFR3B"
"160","FAM126A","false","FAM126A"
"160","TTC7A","false","TTC7A"
"160","PI4KA","false","PI4KA"
"160","EFR3A","false","EFR3A"
"136","SNX1","false","SNX1"
"161","PHB2","false","PHB2"
"161","DLD","false","DLD"
"255","STK32C","false","STK32C"
"96","STK3","false","STK3"
"99","LIMD1","false","LIMD1"
"99","USF2;USF1","false","USF2;USF1"
"99","PCF11","false","PCF11"
"300","ITPRIP","false","ITPRIP"
"137","ERMP1","false","ERMP1"
"137","RAB9A;RAB9B","false","RAB9A;RAB9B"
"5","RAB29","false","RAB29"
"414","PGK2","false","PGK2"
"23","RAPH1","false","RAPH1"
"23","BPIFA3","false","BPIFA3"
"23","ACTA2;ACTG2","false","ACTA2;ACTG2"
"162","KIF21B","false","KIF21B"
"162","PFDN4","false","PFDN4"
"22","PDRG1","false","PDRG1"
"22","UXT","false","UXT"
"415","PEX3","false","PEX3"
"415","PEX19","false","PEX19"
"1","CHMP4A","false","CHMP4A"
"1","KIF11","false","KIF11"
"256","CDSN","false","CDSN"
"256","PDPK1;PDPK2P","false","PDPK1;PDPK2P"
"256","PDPK1","false","PDPK1"
"153","SEC31A","false","SEC31A"
"257","HEBP2","false","HEBP2"
"257","SEC23IP","false","SEC23IP"
"257","PEF1","false","PEF1"
"66","PDCD6IP","false","PDCD6IP"
"106","PDAP1","false","PDAP1"
"154","DCLRE1A","false","DCLRE1A"
"58","PBK","false","PBK"
"416","PATZ1","false","PATZ1"
"328","PASK","false","PASK"
"19","HPCAL1;HPCA;NCALD","false","HPCAL1;HPCA;NCALD"
"12","HOXA13","false","HOXA13"
"138","TOP1","false","TOP1"
"4","IMPDH2","false","IMPDH2"
"4","NFIC;NFIA","false","NFIC;NFIA"
"4","IMPDH1","false","IMPDH1"
"4","NR2F2","false","NR2F2"
"4","HOXB9","false","HOXB9"
"258","PIP5K1A","false","PIP5K1A"
"4","PRPSAP1","false","PRPSAP1"
"4","MBD1","false","MBD1"
"217","HOXA11","false","HOXA11"
"4","RRM1","false","RRM1"
"4","CHFR","false","CHFR"
"4","IVNS1ABP","false","IVNS1ABP"
"18","TDP1","false","TDP1"
"4","RNF146","false","RNF146"
"4","ZFP64","false","ZFP64"
"4","UBP1","false","UBP1"
"4","PMS2P11","false","PMS2P11"
"4","TFCP2","false","TFCP2"
"4","DLX5;DLX2","false","DLX5;DLX2"
"6","GLO1","false","GLO1"
"58","PAK4","false","PAK4"
"107","PPME1","false","PPME1"
"119","HELZ2","false","HELZ2"
"54","BCL2L2;PABPN1","false","BCL2L2;PABPN1"
"107","PAIP2B","false","PAIP2B"
"107","MKRN1","false","MKRN1"
"182","WNK1","false","WNK1"
"182","WNK2","false","WNK2"
"182","OXSR1","false","OXSR1"
"17","LIN37","false","LIN37"
"17","TONSL","false","TONSL"
"17","OST4","false","OST4"
"329","OSBPL10","false","OSBPL10"
"329","OSBPL9","false","OSBPL9"
"329","OSBPL11","false","OSBPL11"
"63","PLEKHA8;PLEKHA8P1","false","PLEKHA8;PLEKHA8P1"
"134","OSBP2","false","OSBP2"
"218","ORAI1","false","ORAI1"
"259","FAM109A","false","FAM109A"
"149","NXT2","false","NXT2"
"260","ATP5H","false","ATP5H"
"260","NVL","false","NVL"
"33","NUTF2","false","NUTF2"
"142","CHORDC1","false","CHORDC1"
"142","NUP188","false","NUP188"
"33","NUPL1","false","NUPL1"
"11","HIST1H3A;HIST3H3","false","HIST1H3A;HIST3H3"
"11","MPP6","false","MPP6"
"22","POLR3G","false","POLR3G"
"11","R3HCC1","false","R3HCC1"
"11","HELLS","false","HELLS"
"11","SHANK3","false","SHANK3"
"11","H2AFX","false","H2AFX"
"87","CECR2","false","CECR2"
"242","AZGP1","false","AZGP1"
"11","NUCKS1","false","NUCKS1"
"183","VPS33A","false","VPS33A"
"114","NRIP1","false","NRIP1"
"163","TSC22D4","false","TSC22D4"
"163","TSC22D3","false","TSC22D3"
"163","TSC22D1","false","TSC22D1"
"163","TSC22D2","false","TSC22D2"
"1","GPATCH4","false","GPATCH4"
"181","RPL7L1","false","RPL7L1"
"79","KNOP1","false","KNOP1"
"1","C18ORF21","false","C18ORF21"
"1","MINA","false","MINA"
"1","MRPL21","false","MRPL21"
"1","MRPS25","false","MRPS25"
"103","RPP30","false","RPP30"
"108","EIF6","false","EIF6"
"1","KIAA0020","false","KIAA0020"
"164","TBL3","false","TBL3"
"1","KRR1","false","KRR1"
"1","BCCIP","false","BCCIP"
"1","EPB41L5","false","EPB41L5"
"1","MRPL44","false","MRPL44"
"1","ISG20L2","false","ISG20L2"
"78","EXOSC5","false","EXOSC5"
"19","ZBTB21","false","ZBTB21"
"1","HERC5","false","HERC5"
"1","TUBE1","false","TUBE1"
"1","SCML1","false","SCML1"
"164","WDR3","false","WDR3"
"1","EXOSC8","false","EXOSC8"
"1","ZNF622","false","ZNF622"
"1","SENP5","false","SENP5"
"1","CMAS","false","CMAS"
"1","NIFK","false","NIFK"
"1","IKZF5","false","IKZF5"
"1","TDRD3","false","TDRD3"
"1","PRDM10","false","PRDM10"
"1","MDK","false","MDK"
"79","CCDC137","false","CCDC137"
"1","CMSS1","false","CMSS1"
"1","KRI1","false","KRI1"
"1","ZBTB48","false","ZBTB48"
"139","RFC3","false","RFC3"
"1","RRP8","false","RRP8"
"1","NPM3","false","NPM3"
"103","RPP40","false","RPP40"
"109","ZNHIT3","false","ZNHIT3"
"109","NUFIP1","false","NUFIP1"
"78","TET3","false","TET3"
"241","NOMO1","false","NOMO1"
"330","UTP15","false","UTP15"
"330","WDR75","false","WDR75"
"243","WDR43","false","WDR43"
"330","HEATR1","false","HEATR1"
"243","CIRH1A","false","CIRH1A"
"261","NOL10","false","NOL10"
"417","NMD3","false","NMD3"
"417","HAT1","false","HAT1"
"35","NHP2","false","NHP2"
"219","NFKB2","false","NFKB2"
"219","NFKBIB","false","NFKBIB"
"219","RELB","false","RELB"
"219","NFKB1","false","NFKB1"
"418","NEDD1","false","NEDD1"
"100","GLOD4","false","GLOD4"
"100","NECAP2","false","NECAP2"
"11","NECAP1","false","NECAP1"
"33","NUPL2","false","NUPL2"
"22","POLR1E","false","POLR1E"
"42","ABL1","false","ABL1"
"42","ABL2","false","ABL2"
"42","NHS","false","NHS"
"42","TTC28","false","TTC28"
"42","NHSL2","false","NHSL2"
"42","NHSL1","false","NHSL1"
"11","NCK1","false","NCK1"
"1","NCAPH2","false","NCAPH2"
"165","NCAPG","false","NCAPG"
"165","SMC4","false","SMC4"
"165","EIF5A;EIF5AL1","false","EIF5A;EIF5AL1"
"60","SNAP23","false","SNAP23"
"83","STX6","false","STX6"
"67","YKT6","false","YKT6"
"67","NAPB","false","NAPB"
"218","NAPG","false","NAPG"
"318","VPS45","false","VPS45"
"419","SKIL","false","SKIL"
"13","PJA1;PJA2","false","PJA1;PJA2"
"305","TOLLIP","false","TOLLIP"
"331","FAM13A","false","FAM13A"
"262","DNASE1L2","false","DNASE1L2"
"420","MYL12B","false","MYL12B"
"191","MYL12A","false","MYL12A"
"110","NNT","false","NNT"
"420","MRPS18C","false","MRPS18C"
"260","PMPCB","false","PMPCB"
"332","TMED3","false","TMED3"
"421","MVK","false","MVK"
"421","LPCAT2","false","LPCAT2"
"263","TTLL5","false","TTLL5"
"263","ZNF554","false","ZNF554"
"263","MVD","false","MVD"
"95","TSG101","false","TSG101"
"95","VPS28","false","VPS28"
"264","VMP1","false","VMP1"
"192","MTMR10","false","MTMR10"
"192","MTMR12","false","MTMR12"
"192","COX7A2","false","COX7A2"
"192","LUC7L3","false","LUC7L3"
"166","NADK","false","NADK"
"319","USP9X","false","USP9X"
"192","MTMR2","false","MTMR2"
"166","SBF2","false","SBF2"
"167","CNTRL","false","CNTRL"
"168","C17ORF53","false","C17ORF53"
"168","MCM9","false","MCM9"
"168","SMARCAD1","false","SMARCAD1"
"333","MRTO4","false","MRTO4"
"6","LAP3","false","LAP3"
"422","MKNK1;DKFZP686E14208","false","MKNK1;DKFZP686E14208"
"422","MKNK1","false","MKNK1"
"220","PKNOX1;PKNOX2","false","PKNOX1;PKNOX2"
"159","PRKAB1","false","PRKAB1"
"220","MINK1","false","MINK1"
"26","SIPA1L1","false","SIPA1L1"
"26","NF1","false","NF1"
"26","SOBP","false","SOBP"
"26","TCEAL4","false","TCEAL4"
"26","NDUFS1","false","NDUFS1"
"26","TBK1","false","TBK1"
"26","PROSER3","false","PROSER3"
"26","SRCIN1","false","SRCIN1"
"26","TRIM8","false","TRIM8"
"26","TBKBP1","false","TBKBP1"
"20","PPP4C","false","PPP4C"
"14","NSRP1;CCDC55","false","NSRP1;CCDC55"
"26","PTPN23","false","PTPN23"
"26","NCOA3","false","NCOA3"
"26","MAGED1","false","MAGED1"
"186","NME7","false","NME7"
"26","SIPA1L2","false","SIPA1L2"
"26","CSPP1","false","CSPP1"
"26","NCOA2","false","NCOA2"
"26","CEP162","false","CEP162"
"26","ARMC4","false","ARMC4"
"26","C5ORF45","false","C5ORF45"
"26","FIGNL1","false","FIGNL1"
"26","MIF","false","MIF"
"26","CEP85","false","CEP85"
"322","SYAP1","false","SYAP1"
"423","MFN2","false","MFN2"
"423","MFN1","false","MFN1"
"322","ATAD1","false","ATAD1"
"18","ZNF384","false","ZNF384"
"24","MED29","false","MED29"
"24","CLIC1","false","CLIC1"
"24","FBXL19","false","FBXL19"
"316","GPN3","false","GPN3"
"28","GTF2B","false","GTF2B"
"24","MED15","false","MED15"
"24","CDK19","false","CDK19"
"24","MED12L","false","MED12L"
"24","MED19","false","MED19"
"28","CTDP1","false","CTDP1"
"24","CDK8","false","CDK8"
"24","MED11","false","MED11"
"24","MED27","false","MED27"
"24","MED23","false","MED23"
"24","MED4","false","MED4"
"24","MED1","false","MED1"
"24","MED13","false","MED13"
"24","MED9","false","MED9"
"24","MED31","false","MED31"
"24","MED16","false","MED16"
"24","MED30","false","MED30"
"24","MED8","false","MED8"
"24","MED12;TNRC11","false","MED12;TNRC11"
"24","MED28","false","MED28"
"24","MED20","false","MED20"
"24","MED21","false","MED21"
"24","MED22","false","MED22"
"24","MED17","false","MED17"
"24","CCNC","false","CCNC"
"24","MED6","false","MED6"
"24","MED13L","false","MED13L"
"24","MED24","false","MED24"
"24","MED25","false","MED25"
"24","IXL;MED29","false","IXL;MED29"
"24","MED14","false","MED14"
"24","MED7","false","MED7"
"24","MED10","false","MED10"
"213","NFKBIA","false","NFKBIA"
"334","C6ORF106","false","C6ORF106"
"334","MCOLN2","false","MCOLN2"
"334","MCOLN1","false","MCOLN1"
"335","MBOAT7","false","MBOAT7"
"58","CCDC9","false","CCDC9"
"190","RALBP1","false","RALBP1"
"220","NXF1","false","NXF1"
"193","NCKAP5L","false","NCKAP5L"
"384","TAOK2","false","TAOK2"
"33","NUP35","false","NUP35"
"72","CEP250","false","CEP250"
"33","NUP155","false","NUP155"
"150","XPO1","false","XPO1"
"265","MAPK11","false","MAPK11"
"336","MAPK9","false","MAPK9"
"336","MAP2K4","false","MAP2K4"
"336","MAPK8","false","MAPK8"
"265","MAPKAPK3","false","MAPKAPK3"
"265","MAPKAPK2","false","MAPKAPK2"
"265","MAPK14","false","MAPK14"
"49","MAPKBP1","false","MAPKBP1"
"19","TACC2","false","TACC2"
"49","RAD52","false","RAD52"
"49","CAPN1","false","CAPN1"
"19","SLAIN1","false","SLAIN1"
"49","NEURL4","false","NEURL4"
"49","SPRYD3","false","SPRYD3"
"49","CAPNS1","false","CAPNS1"
"49","PLEKHA5","false","PLEKHA5"
"49","PDZD11","false","PDZD11"
"49","MAPK6","false","MAPK6"
"221","TAB3","false","TAB3"
"221","MAP3K7","false","MAP3K7"
"194","MAP2K2","false","MAP2K2"
"194","KSR1","false","KSR1"
"194","BRAF","false","BRAF"
"194","MXRA7","false","MXRA7"
"194","MAP2K1","false","MAP2K1"
"96","STK4","false","STK4"
"222","FYCO1","false","FYCO1"
"222","MAP1A","false","MAP1A"
"222","MAP1LC3B;MAP1LC3B2;MAP1LC3A","false","MAP1LC3B;MAP1LC3B2;MAP1LC3A"
"222","MAP1LC3B","false","MAP1LC3B"
"218","MAN1A2","false","MAN1A2"
"266","LZTS1","false","LZTS1"
"266","LZTS2","false","LZTS2"
"138","LSS","false","LSS"
"169","CLPX","false","CLPX"
"169","POLDIP2","false","POLDIP2"
"106","MRPL14","false","MRPL14"
"106","ANGEL1","false","ANGEL1"
"424","LRP6","false","LRP6"
"337","ACBD4","false","ACBD4"
"337","LPCAT1","false","LPCAT1"
"338","FOXG1","false","FOXG1"
"338","LNPK","false","LNPK"
"332","MYBBP1A","false","MYBBP1A"
"339","NOP2","false","NOP2"
"28","POLR2I","false","POLR2I"
"267","LMNB1","false","LMNB1"
"122","LMNA","false","LMNA"
"340","RMDN3","false","RMDN3"
"341","LIMK2","false","LIMK2"
"218","LIG1","false","LIG1"
"195","TAOK1","false","TAOK1"
"195","LDHC","false","LDHC"
"121","BLOC1S1","false","BLOC1S1"
"121","LOH12CR1","false","LOH12CR1"
"121","C10ORF32-ASMT;C10ORF32","false","C10ORF32-ASMT;C10ORF32"
"394","LAMTOR5","false","LAMTOR5"
"212","SHKBP1","false","SHKBP1"
"46","STARD3","false","STARD3"
"46","SLC18B1","false","SLC18B1"
"46","SCARB2","false","SCARB2"
"46","GPR137","false","GPR137"
"46","SLC35F6","false","SLC35F6"
"46","RETSAT","false","RETSAT"
"258","PI4K2A","false","PI4K2A"
"60","ATP6V1G2-DDX39B;ATP6V1G2;ATP6V1G1","false","ATP6V1G2-DDX39B;ATP6V1G2;ATP6V1G1"
"42","MECR","false","MECR"
"46","RNF167","false","RNF167"
"121","LAMTOR2","false","LAMTOR2"
"46","TMEM184C","false","TMEM184C"
"83","VTI1B","false","VTI1B"
"121","LAMTOR3","false","LAMTOR3"
"46","DCD","false","DCD"
"46","RAB11A;RAB11B","false","RAB11A;RAB11B"
"46","DRAM2","false","DRAM2"
"121","TMEM55B","false","TMEM55B"
"46","SLC2A8","false","SLC2A8"
"170","EPPK1","false","EPPK1"
"170","DSP","false","DSP"
"75","NRAS;HRAS","false","NRAS;HRAS"
"75","GGCT","false","GGCT"
"75","KRAS","false","KRAS"
"88","CDCA2","false","CDCA2"
"109","C12ORF45","false","C12ORF45"
"88","NET1","false","NET1"
"19","DLGAP5","false","DLGAP5"
"342","TNPO2","false","TNPO2"
"88","KPNA5","false","KPNA5"
"303","USP1","false","USP1"
"122","CACUL1","false","CACUL1"
"24","MED26","false","MED26"
"120","C11ORF31;SELH","false","C11ORF31;SELH"
"33","RGPD3;RGPD4","false","RGPD3;RGPD4"
"88","KIF20B","false","KIF20B"
,"NOLC1","false","NOLC1"
"16","SET","false","SET"
"343","PPP2R2A;PPP2R2D","false","PPP2R2A;PPP2R2D"
"88","POM121","false","POM121"
"88","POM121C","false","POM121C"
"122","RNMT","false","RNMT"
"122","FAM103A1","false","FAM103A1"
"99","ZNF148","false","ZNF148"
"344","CDKN2AIP","false","CDKN2AIP"
"171","KIF5C","false","KIF5C"
"425","KIF7","false","KIF7"
"171","KLC3","false","KLC3"
"171","KIF5A","false","KIF5A"
"171","KLC1","false","KLC1"
"171","KLC4","false","KLC4"
"171","KIF5B","false","KIF5B"
"426","TBC1D23","false","TBC1D23"
"268","KIF3B","false","KIF3B"
"268","KIF3C","false","KIF3C"
"268","KIF3A","false","KIF3A"
"427","KIF1BP","false","KIF1BP"
"21","PPP2R2A","false","PPP2R2A"
"21","KIAA1143","false","KIAA1143"
"12","PSMA1","false","PSMA1"
"12","PSMA2","false","PSMA2"
"12","KIAA0368","false","KIAA0368"
"111","JUNB","false","JUNB"
"111","ATF7","false","ATF7"
"111","FOSB","false","FOSB"
"111","ATF2","false","ATF2"
"111","JDP2","false","JDP2"
"111","BATF3","false","BATF3"
"111","ATF3","false","ATF3"
"143","ITSN2","false","ITSN2"
"143","ITSN1","false","ITSN1"
"269","KRIT1","false","KRIT1"
"223","VPS9D1","false","VPS9D1"
"151","ZNF460","false","ZNF460"
"59","NES","false","NES"
"88","HOXA10","false","HOXA10"
"78","ZNF768","false","ZNF768"
"151","ZNF629","false","ZNF629"
"37","NOL9","false","NOL9"
"37","RHOT1","false","RHOT1"
"37","C8ORF59","false","C8ORF59"
"37","DCAF13","false","DCAF13"
"37","CCDC59","false","CCDC59"
"37","ARMCX3","false","ARMCX3"
"37","HAUS1","false","HAUS1"
"37","C5ORF30","false","C5ORF30"
"37","SRFBP1","false","SRFBP1"
"37","NOC3L","false","NOC3L"
"37","REXO4","false","REXO4"
"37","RHOT2","false","RHOT2"
"220","NFYA","false","NFYA"
"345","MOCS2","false","MOCS2"
"93","HK2","false","HK2"
"345","IPO13","false","IPO13"
"345","CIAPIN1","false","CIAPIN1"
"346","NELFB","false","NELFB"
"28","NELFE","false","NELFE"
"28","INTS5","false","INTS5"
"172","INTS1","false","INTS1"
"172","ZNF655","false","ZNF655"
"172","INTS8","false","INTS8"
"172","INTS2","false","INTS2"
"172","VWA9","false","VWA9"
"172","INTS14","false","INTS14"
"80","AKR1B10","false","AKR1B10"
"80","UGDH","false","UGDH"
"414","PGK1","false","PGK1"
"80","ANXA1","false","ANXA1"
"122","MDH1","false","MDH1"
"80","NAA10","false","NAA10"
"80","AKR1B1","false","AKR1B1"
"80","NQO1","false","NQO1"
"79","PTMA","false","PTMA"
"80","SAMD4B","false","SAMD4B"
"80","TALDO1","false","TALDO1"
"80","AKR1C2;AKR1C1","false","AKR1C2;AKR1C1"
"80","AHNAK","false","AHNAK"
"80","BASP1","false","BASP1"
"80","TMSB4X","false","TMSB4X"
"80","INPPL1","false","INPPL1"
"110","GART","false","GART"
"110","INPP5K","false","INPP5K"
"428","INPP5E","false","INPP5E"
"429","INO80","false","INO80"
"259","OCRL","false","OCRL"
"259","IMPAD1","false","IMPAD1"
"430","IMPA2","false","IMPA2"
"430","IMPA1","false","IMPA1"
"224","DIEXF","false","DIEXF"
"224","IMP4","false","IMP4"
"224","IMP3","false","IMP3"
"225","ILK","false","ILK"
"105","PIK3CA","false","PIK3CA"
"1","FASTKD2","false","FASTKD2"
"1","GON4L;YY1AP1","false","GON4L;YY1AP1"
"182","TIAM1","false","TIAM1"
"123","GCSH","false","GCSH"
"123","MRPS6","false","MRPS6"
"123","ELAVL2;ELAVL4","false","ELAVL2;ELAVL4"
"123","MBNL3","false","MBNL3"
"86","TROVE2","false","TROVE2"
"431","BLMH","false","BLMH"
"431","IDI1","false","IDI1"
"139","RAD1","false","RAD1"
"139","RAD17","false","RAD17"
"139","HUS1","false","HUS1"
"270","MRPL47","false","MRPL47"
"387","STXBP1","false","STXBP1"
"56","IFT20","false","IFT20"
"56","TTC30A;TTC30B","false","TTC30A;TTC30B"
"56","IFT88","false","IFT88"
"56","IFT172","false","IFT172"
"56","IFT80","false","IFT80"
"56","IFT46","false","IFT46"
"56","IFT57","false","IFT57"
"56","IFT52","false","IFT52"
"56","IFT74","false","IFT74"
"56","TRAF3IP1","false","TRAF3IP1"
"56","IFT22","false","IFT22"
"56","IFT27","false","IFT27"
"56","IFT81","false","IFT81"
"56","CLUAP1","false","CLUAP1"
"56","MEA1","false","MEA1"
"6","AGPS","false","AGPS"
"29","CSRP1","false","CSRP1"
"29","FLYWCH2","false","FLYWCH2"
"29","CDV3","false","CDV3"
"29","LRRC40","false","LRRC40"
"59","HSPBP1","false","HSPBP1"
"29","APOA1BP","false","APOA1BP"
"29","TFDP1","false","TFDP1"
"29","CRYBG3","false","CRYBG3"
"29","TPD52","false","TPD52"
"29","ETAA1","false","ETAA1"
"29","MTUS1","false","MTUS1"
"29","NUF2","false","NUF2"
"29","CEP295","false","CEP295"
"22","POLR3F","false","POLR3F"
"29","RBBP8","false","RBBP8"
"29","RNF34","false","RNF34"
"29","CCDC90B","false","CCDC90B"
"29","ZGRF1","false","ZGRF1"
"29","ALMS1","false","ALMS1"
"29","EXPH5","false","EXPH5"
"124","SPC24","false","SPC24"
"124","ZWINT","false","ZWINT"
"29","DNAJB5","false","DNAJB5"
"29","POLQ","false","POLQ"
"271","HSPA1B","false","HSPA1B"
"196","S100A13","false","S100A13"
"418","MZT2B;MZT2A","false","MZT2B;MZT2A"
"105","PIK3R2","false","PIK3R2"
"105","PIK3CB;DKFZP779K1237","false","PIK3CB;DKFZP779K1237"
"6","SLC27A2","false","SLC27A2"
"6","SPPL3","false","SPPL3"
"6","SEH1L","false","SEH1L"
"6","USP15","false","USP15"
"6","ADAMTS1","false","ADAMTS1"
"6","MIOS","false","MIOS"
"6","WDR59","false","WDR59"
"6","PFKP","false","PFKP"
"44","SPAG1","false","SPAG1"
"181","DDX27","false","DDX27"
"432","HSF2","false","HSF2"
"432","HSF1","false","HSF1"
"272","HOMER2","false","HOMER2"
"272","HOMER3","false","HOMER3"
"272","HOMER1","false","HOMER1"
