,uniprot,gene_name,go_annot
357,P35222,CTNNB1,GO:0000122 GO:0000209 GO:0000578 GO:0000904 GO:0000922 GO:0001085 GO:0001085 GO:0001085 GO:0001085 GO:0001102 GO:0001569 GO:0001658 GO:0001701 GO:0001702 GO:0001708 GO:0001711 GO:0001764 GO:0001837 GO:0001840 GO:0002052 GO:0002053 GO:0002089 GO:0003266 GO:0003338 GO:0003340 GO:0003682 GO:0003700 GO:0003713 GO:0003713 GO:0003713 GO:0003713 GO:0003713 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005667 GO:0005719 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005737 GO:0005813 GO:0005813 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005911 GO:0005911 GO:0005912 GO:0005912 GO:0005912 GO:0005912 GO:0005912 GO:0005916 GO:0005923 GO:0005925 GO:0005938 GO:0007155 GO:0007160 GO:0007223 GO:0007268 GO:0007398 GO:0007403 GO:0008013 GO:0008013 GO:0008022 GO:0008022 GO:0008134 GO:0008134 GO:0008134 GO:0008285 GO:0009948 GO:0009950 GO:0009954 GO:0010718 GO:0010909 GO:0016020 GO:0016032 GO:0016055 GO:0016323 GO:0016328 GO:0016328 GO:0016342 GO:0016342 GO:0016342 GO:0016342 GO:0016525 GO:0016600 GO:0019827 GO:0019899 GO:0019899 GO:0019899 GO:0019900 GO:0019901 GO:0019903 GO:0019903 GO:0021819 GO:0022009 GO:0030018 GO:0030027 GO:0030054 GO:0030054 GO:0030054 GO:0030316 GO:0030331 GO:0030539 GO:0030877 GO:0030877 GO:0030902 GO:0030997 GO:0031016 GO:0031069 GO:0031528 GO:0031641 GO:0032212 GO:0032331 GO:0032355 GO:0032481 GO:0032991 GO:0032993 GO:0033077 GO:0033234 GO:0034333 GO:0034333 GO:0034394 GO:0034750 GO:0035050 GO:0035112 GO:0035115 GO:0035116 GO:0035257 GO:0035257 GO:0035315 GO:0035635 GO:0036023 GO:0036520 GO:0042129 GO:0042475 GO:0042493 GO:0042733 GO:0042734 GO:0043065 GO:0043065 GO:0043066 GO:0043123 GO:0043161 GO:0043410 GO:0043525 GO:0044325 GO:0044334 GO:0044336 GO:0045177 GO:0045202 GO:0045211 GO:0045294 GO:0045294 GO:0045294 GO:0045296 GO:0045296 GO:0045296 GO:0045296 GO:0045296 GO:0045453 GO:0045603 GO:0045669 GO:0045671 GO:0045743 GO:0045765 GO:0045892 GO:0045893 GO:0045893 GO:0045893 GO:0045944 GO:0045944 GO:0045944 GO:0045944 GO:0045944 GO:0045944 GO:0045944 GO:0045944 GO:0045944 GO:0045944 GO:0045944 GO:0045976 GO:0046332 GO:0048096 GO:0048145 GO:0048469 GO:0048471 GO:0048471 GO:0048489 GO:0048538 GO:0048599 GO:0048617 GO:0048643 GO:0048660 GO:0048715 GO:0050767 GO:0050808 GO:0051091 GO:0051145 GO:0051149 GO:0051571 GO:0051884 GO:0051973 GO:0060066 GO:0060070 GO:0060070 GO:0060070 GO:0060070 GO:0060070 GO:0060440 GO:0060441 GO:0060479 GO:0060484 GO:0060492 GO:0060742 GO:0060769 GO:0060789 GO:0060828 GO:0060916 GO:0061154 GO:0061198 GO:0061324 GO:0061549 GO:0061550 GO:0070062 GO:0070369 GO:0070369 GO:0070369 GO:0070411 GO:0070491 GO:0070602 GO:0071363 GO:0071681 GO:0071944 GO:0072033 GO:0072053 GO:0072054 GO:0072079 GO:0072182 GO:0090279 GO:0097091 GO:0097718 GO:0098609 GO:0098685 GO:0098831 GO:0099092 GO:1903204 GO:1904501 GO:1904793 GO:1904798 GO:1904837 GO:1904886 GO:1904888 GO:1904948 GO:1904954 GO:1990138 GO:1990403 GO:1990791 GO:1990907 GO:1990907 GO:1990907 GO:1990909 GO:2000008 GO:2000017 GO:2000144 GO:2001234 GO:0045296 GO:0035257 GO:0045944 GO:0019903 GO:0005912 GO:0016342 GO:0045294 GO:0003713
358,P05783,KRT18,GO:0003723 GO:0005198 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005730 GO:0005737 GO:0005737 GO:0005815 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005882 GO:0005912 GO:0007049 GO:0009653 GO:0016032 GO:0031424 GO:0033209 GO:0034451 GO:0043000 GO:0043066 GO:0045095 GO:0045104 GO:0048471 GO:0070062 GO:0070268 GO:0071944 GO:0097110 GO:0097110 GO:0097191 GO:0097284 GO:0098609 GO:0098641
359,P46013,MKI67,GO:0003677 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005634 GO:0005654 GO:0005730 GO:0005730 GO:0007049 GO:0007088 GO:0008022 GO:0016020 GO:0016604 GO:0051983 GO:1902275 GO:0008283 GO:0000793
360,Q9BYG3,NIFK,GO:0000794 GO:0003723 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005730 GO:0005730 GO:0005737 GO:0009303 GO:0016072 GO:0065003 GO:0005730 GO:0003723 GO:0000463
361,Q99640,PKMYT1,GO:0000079 GO:0000086 GO:0000139 GO:0000278 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005654 GO:0005654 GO:0005730 GO:0005783 GO:0005789 GO:0005794 GO:0005829 GO:0006468 GO:0007088 GO:0010923 GO:0016020 GO:0016301 GO:0016301 GO:0046872 GO:0005634 GO:0051321 GO:0004672 GO:0004674
362,P53803,POLR2K,GO:0000398 GO:0000398 GO:0003677 GO:0003899 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005665 GO:0005829 GO:0006283 GO:0006351 GO:0006356 GO:0006361 GO:0006361 GO:0006362 GO:0006363 GO:0006366 GO:0006366 GO:0006367 GO:0006367 GO:0006368 GO:0006368 GO:0006368 GO:0006368 GO:0006370 GO:0006383 GO:0008270 GO:0008543 GO:0016070 GO:0032481 GO:0035019 GO:0042795 GO:0045815 GO:0050434 GO:0060964 GO:0005666 GO:0005665 GO:0005736
363,O14802,POLR3A,GO:0003677 GO:0003682 GO:0003899 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005666 GO:0005829 GO:0006351 GO:0016020 GO:0032481 GO:0032728 GO:0045087 GO:0046872 GO:0051607 GO:0003899 GO:0005666
364,Q9NW08,POLR3B,GO:0003677 GO:0005654 GO:0005654 GO:0005654 GO:0005666 GO:0005829 GO:0006351 GO:0032481 GO:0032549 GO:0032728 GO:0045087 GO:0045089 GO:0046872 GO:0051607 GO:0005666 GO:0003899
365,Q9BUI4,POLR3C,GO:0003697 GO:0003899 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005666 GO:0005829 GO:0006351 GO:0006359 GO:0032481 GO:0032728 GO:0045087 GO:0045089 GO:0051607 GO:0005666
366,P05423,POLR3D,GO:0003677 GO:0003682 GO:0003899 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005666 GO:0005829 GO:0005829 GO:0006383 GO:0016607 GO:0032481 GO:0032728 GO:0045087 GO:0045089 GO:0051607 GO:0000790 GO:0005666
367,Q9H1D9,POLR3F,GO:0003690 GO:0003899 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005666 GO:0005666 GO:0005829 GO:0006359 GO:0006383 GO:0032481 GO:0032728 GO:0045087 GO:0045089 GO:0051607 GO:0005666
368,O15318,POLR3G,GO:0003899 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005666 GO:0005829 GO:0005829 GO:0006359 GO:0006383 GO:0008283 GO:0032481 GO:0032728 GO:0032728 GO:0045087 GO:0045089 GO:0045089 GO:0051607 GO:0000790 GO:0008283 GO:0000790 GO:0005666
369,Q9BT43,POLR3GL,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005666 GO:0005829 GO:0006383 GO:0032481 GO:0000790 GO:0005666 GO:0000790
370,Q9Y535,POLR3H,GO:0003677 GO:0003899 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005666 GO:0005813 GO:0005829 GO:0006139 GO:0006383 GO:0032481 GO:0043231 GO:0045087 GO:0051607 GO:0006384 GO:0005666
371,Q07157,TJP1,GO:0002102 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005516 GO:0005737 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005886 GO:0005912 GO:0005921 GO:0005923 GO:0005923 GO:0005923 GO:0005923 GO:0007043 GO:0016323 GO:0030054 GO:0030054 GO:0030054 GO:0030335 GO:0031032 GO:0032991 GO:0034334 GO:0035329 GO:0035633 GO:0042995 GO:0043296 GO:0045177 GO:0045216 GO:0045296 GO:0051493 GO:0051497 GO:0070160 GO:0070160 GO:0070160 GO:0070160 GO:0071896 GO:0090557 GO:0150105 GO:1901888 GO:1902396 GO:1903672 GO:1905605 GO:2000049 GO:2000250 GO:2000810 GO:2000810 GO:0005923 GO:0045216 GO:0005886 GO:1905605 GO:0050839 GO:0150105 GO:0090557 GO:0098609
372,Q9UDY2,TJP2,GO:0004385 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005829 GO:0005829 GO:0005829 GO:0005886 GO:0005886 GO:0005912 GO:0005923 GO:0005923 GO:0019904 GO:0030674 GO:0034109 GO:0035329 GO:0035633 GO:0044291 GO:0045296 GO:0046037 GO:0046710 GO:0050892 GO:0090557 GO:0090559 GO:1905605 GO:1990782 GO:0005886 GO:0150105 GO:0005923 GO:0050839 GO:0098609 GO:0045216 GO:1905605 GO:0090557
373,P23258,TUBG1,GO:0000086 GO:0000212 GO:0000242 GO:0000794 GO:0000930 GO:0003924 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005737 GO:0005737 GO:0005813 GO:0005813 GO:0005813 GO:0005813 GO:0005814 GO:0005827 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005881 GO:0010389 GO:0031122 GO:0031252 GO:0036064 GO:0042802 GO:0042802 GO:0045177 GO:0055037 GO:0097711 GO:0097730 GO:0005737 GO:0000930 GO:0005634 GO:0005813 GO:0000212 GO:0000226 GO:0007052 GO:0007017 GO:0000070 GO:0005525 GO:0000278 GO:0005874 GO:0007020 GO:0005819 GO:0005200
374,Q9NYG5,ANAPC11,GO:0000278 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005680 GO:0005680 GO:0005680 GO:0005730 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006511 GO:0006511 GO:0006511 GO:0006511 GO:0006511 GO:0016567 GO:0031145 GO:0031145 GO:0031145 GO:0031145 GO:0031145 GO:0034450 GO:0046872 GO:0051301 GO:0061630 GO:0070979 GO:0097602 GO:1901990 GO:0004842 GO:0006511 GO:0031461 GO:0061630 GO:0005680 GO:0005634 GO:0097602 GO:0045842 GO:0016567
375,Q96DE5,ANAPC16,GO:0000776 GO:0000777 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005680 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006511 GO:0006511 GO:0006511 GO:0006511 GO:0006511 GO:0007049 GO:0016567 GO:0016567 GO:0031145 GO:0031145 GO:0031145 GO:0031145 GO:0031145 GO:0051301 GO:1901990 GO:0005829 GO:0016567 GO:0000776 GO:0005680
376,Q9UJX6,ANAPC2,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005680 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006511 GO:0006511 GO:0006511 GO:0006511 GO:0006511 GO:0007049 GO:0010629 GO:0031145 GO:0031145 GO:0031145 GO:0031145 GO:0031145 GO:0031625 GO:0031915 GO:0045773 GO:0050775 GO:0051301 GO:0070979 GO:0090129 GO:1901990 GO:0005680
377,Q9UJX5,ANAPC4,GO:0004842 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005634 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005654 GO:0005680 GO:0005680 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0006511 GO:0006511 GO:0006511 GO:0006511 GO:0006511 GO:0007049 GO:0019903 GO:0031145 GO:0031145 GO:0031145 GO:0031145 GO:0031145 GO:0051301 GO:0070979 GO:1901990 GO:0031145 GO:0045842 GO:0034399 GO:0070979 GO:0005680 GO:0061630 GO:0004842
378,P78371,CCT2,GO:0002199 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005576 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005832 GO:0005832 GO:0005874 GO:0006457 GO:0006457 GO:0007339 GO:0031625 GO:0032212 GO:0035578 GO:0043312 GO:0044183 GO:0044297 GO:0050821 GO:0051082 GO:0051086 GO:0051131 GO:0051973 GO:0070062 GO:0070062 GO:0070062 GO:0090666 GO:0090666 GO:0090666 GO:1901998 GO:1904851 GO:1904851 GO:1904871 GO:1904874 GO:1904874 GO:0005832
379,P49368,CCT3,GO:0002199 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005832 GO:0005832 GO:0005856 GO:0005874 GO:0005886 GO:0006457 GO:0007339 GO:0032212 GO:0044297 GO:0046931 GO:0050821 GO:0051082 GO:0070062 GO:0070062 GO:0070062 GO:1901998 GO:1904851 GO:1904871 GO:1904874 GO:0005832
380,P50991,CCT4,GO:0002199 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005654 GO:0005813 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005832 GO:0005832 GO:0005874 GO:0006457 GO:0007339 GO:0032212 GO:0042470 GO:0042995 GO:0044297 GO:0050821 GO:0051082 GO:0051973 GO:0070062 GO:0070062 GO:0090666 GO:0090666 GO:0090666 GO:1901998 GO:1904851 GO:1904851 GO:1904871 GO:1904874 GO:1904874 GO:0005832
381,P48643,CCT5,GO:0003730 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005813 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005832 GO:0005832 GO:0005874 GO:0006457 GO:0007339 GO:0009615 GO:0031681 GO:0032212 GO:0044297 GO:0048027 GO:0048487 GO:0050821 GO:0051082 GO:0070062 GO:0070062 GO:1901998 GO:1904851 GO:1904871 GO:1904874 GO:0005832
382,P40227,CCT6A,GO:0003723 GO:0005515 GO:0005515 GO:0005524 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005832 GO:0005832 GO:0005874 GO:0006457 GO:0032212 GO:0050821 GO:0051082 GO:0070062 GO:0070062 GO:0070062 GO:0071987 GO:1904851 GO:1904871 GO:1904874 GO:0005832
383,Q99832,CCT7,GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005737 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005832 GO:0005832 GO:0005874 GO:0006457 GO:0007339 GO:0032212 GO:0042802 GO:0044297 GO:0050821 GO:0051082 GO:0070062 GO:1901998 GO:1904851 GO:1904871 GO:1904874 GO:0005832
384,P50990,CCT8,GO:0002199 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0005576 GO:0005576 GO:0005576 GO:0005654 GO:0005737 GO:0005813 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005829 GO:0005832 GO:0005832 GO:0005874 GO:0005929 GO:0006457 GO:0007339 GO:0016887 GO:0032212 GO:0034774 GO:0035578 GO:0043312 GO:0044297 GO:0045111 GO:0045296 GO:0046931 GO:0050821 GO:0051082 GO:0070062 GO:0070062 GO:1901998 GO:1904813 GO:1904851 GO:1904871 GO:1904874 GO:0005832
