gene_name,ensg_id,,uniprot_id,is_rna_bp,is_dna_bp,is_xna_bp
USP17L8,ENSG00000237038,,P0C7I0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP18,ENSG00000184979,,Q9UMW8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP19,ENSG00000172046,,O94966,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP2,ENSG00000036672,,O75604,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP20,ENSG00000136878,,Q9Y2K6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP21,ENSG00000143258,,Q9UK80,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP22,ENSG00000124422,,Q9UPT9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP24,ENSG00000162402,,Q9UPU5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP25,ENSG00000155313,,Q9UHP3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP26,ENSG00000134588,,Q9BXU7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP27X,ENSG00000273820,,A6NNY8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP28,ENSG00000048028,,Q96RU2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP29,ENSG00000131864,,Q9HBJ7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP3,ENSG00000140455,,Q9Y6I4,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
USP30,ENSG00000135093,,Q70CQ3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP31,ENSG00000103404,,Q70CQ4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP32,ENSG00000170832,,Q8NFA0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP33,ENSG00000077254,,Q8TEY7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP34,ENSG00000115464,,Q70CQ2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP35,ENSG00000118369,,Q9P2H5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP36,ENSG00000055483,,Q9P275,RNA_BP,NOT_DNA_BP,xNA_BP
USP37,ENSG00000135913,,Q86T82,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP38,ENSG00000170185,,Q8NB14,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP39,ENSG00000168883,,Q53GS9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP4,ENSG00000114316,,Q13107,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP40,ENSG00000085982,,Q9NVE5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP41,ENSG00000161133,,Q3LFD5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP42,ENSG00000106346,,Q9H9J4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP43,ENSG00000154914,,Q70EL4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP44,ENSG00000136014,,Q9H0E7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP45,ENSG00000123552,,Q70EL2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP46,ENSG00000109189,,P62068,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP47,ENSG00000170242,,Q96K76,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP48,ENSG00000090686,,Q86UV5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP49,ENSG00000164663,,Q70CQ1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP5,ENSG00000111667,,P45974,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP50,ENSG00000170236,,Q70EL3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP51,ENSG00000247746,,Q70EK9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP53,ENSG00000145390,,Q70EK8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP54,ENSG00000166348,,Q70EL1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP6,ENSG00000129204,,P35125,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP6NL,ENSG00000148429,,Q92738,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP7,ENSG00000187555,,Q93009,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP8,ENSG00000138592,,P40818,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP9X,ENSG00000124486,,Q93008,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USP9Y,ENSG00000114374,,O00507,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
USPL1,ENSG00000132952,,Q5W0Q7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UST,ENSG00000111962,,Q9Y2C2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UTF1,ENSG00000171794,,Q5T230,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UTP11,ENSG00000183520,,Q9Y3A2,RNA_BP,NOT_DNA_BP,xNA_BP
UTP14A,ENSG00000156697,,Q9BVJ6,RNA_BP,NOT_DNA_BP,xNA_BP
UTP14C,ENSG00000253797,,Q5TAP6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UTP15,ENSG00000164338,,Q8TED0,RNA_BP,NOT_DNA_BP,xNA_BP
UTP18,ENSG00000011260,,Q9Y5J1,RNA_BP,NOT_DNA_BP,xNA_BP
UTP20,ENSG00000120800,,O75691,RNA_BP,NOT_DNA_BP,xNA_BP
UTP23,ENSG00000147679,,Q9BRU9,RNA_BP,NOT_DNA_BP,xNA_BP
UTP25,ENSG00000117597,,Q68CQ4,RNA_BP,NOT_DNA_BP,xNA_BP
UTP3,ENSG00000132467,,Q9NQZ2,RNA_BP,NOT_DNA_BP,xNA_BP
UTP4,ENSG00000141076,,Q969X6,RNA_BP,NOT_DNA_BP,xNA_BP
UTP6,ENSG00000108651,,Q9NYH9,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UTRN,ENSG00000152818,,P46939,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UTS2,ENSG00000049247,,O95399,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UTS2B,ENSG00000188958,,Q765I0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UTS2R,ENSG00000181408,,Q9UKP6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UTY,ENSG00000183878,,O14607,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
UVRAG,ENSG00000198382,,Q9P2Y5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UVSSA,ENSG00000163945,,Q2YD98,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UXS1,ENSG00000115652,,Q8NBZ7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
UXT,ENSG00000126756,,Q9UBK9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAC14,ENSG00000103043,,Q08AM6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAMP1,ENSG00000139190,,P23763,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAMP2,ENSG00000220205,,P63027,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAMP3,ENSG00000049245,,Q15836,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAMP4,ENSG00000117533,,O75379,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAMP5,ENSG00000168899,,O95183,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAMP7,ENSG00000124333,,P51809,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAMP8,ENSG00000118640,,Q9BV40,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VANGL1,ENSG00000173218,,Q8TAA9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VANGL2,ENSG00000162738,,Q9ULK5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAPA,ENSG00000101558,,Q9P0L0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAPB,ENSG00000124164,,O95292,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VARS1,ENSG00000096171,,P26640,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VARS2,ENSG00000137411,,Q5ST30,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VASH1,ENSG00000071246,,Q7L8A9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VASH2,ENSG00000143494,,Q86V25,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VASN,ENSG00000168140,,Q6EMK4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VASP,ENSG00000125753,,P50552,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAT1,ENSG00000108828,,Q99536,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAT1L,ENSG00000171724,,Q9HCJ6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAV1,ENSG00000141968,,P15498,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAV2,ENSG00000160293,,P52735,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAV3,ENSG00000134215,,Q9UKW4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VAX1,ENSG00000148704,,Q5SQQ9,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
VAX2,ENSG00000116035,,Q9UIW0,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
VBP1,ENSG00000155959,,P61758,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCAM1,ENSG00000162692,,P19320,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCAN,ENSG00000038427,,P13611,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCL,ENSG00000035403,,P18206,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCP,ENSG00000165280,,P55072,RNA_BP,NOT_DNA_BP,xNA_BP
VCPIP1,ENSG00000175073,,Q96JH7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCPKMT,ENSG00000100483,,Q9H867,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCX,ENSG00000182583,,Q9H320,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCX2,ENSG00000177504,,Q9H322,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCX3A,ENSG00000169059,,Q9NNX9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCX3B,ENSG00000205642,,Q9H321,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VCY,ENSG00000129864,,O14598,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VDAC1,ENSG00000213585,,P21796,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VDAC2,ENSG00000165637,,P45880,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VDAC3,ENSG00000078668,,Q9Y277,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VDR,ENSG00000111424,,P11473,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
VEGFA,ENSG00000112715,,P15692,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VEGFB,ENSG00000173511,,P49765,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VEGFC,ENSG00000150630,,P49767,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VEGFD,ENSG00000165197,,O43915,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VENTX,ENSG00000151650,,O95231,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
VEPH1,ENSG00000197415,,Q14D04,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VEZF1,ENSG00000136451,,Q14119,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
VEZT,ENSG00000028203,,Q9HBM0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VGF,ENSG00000128564,,O15240,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VGLL1,ENSG00000102243,,Q99990,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VGLL2,ENSG00000170162,,Q8N8G2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VGLL3,ENSG00000206538,,A8MV65,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VGLL4,ENSG00000144560,,Q14135,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VHL,ENSG00000134086,,P40337,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VHLL,ENSG00000189030,,Q6RSH7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VIL1,ENSG00000127831,,P09327,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VILL,ENSG00000136059,,O15195,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VIM,ENSG00000026025,,P08670,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VIP,ENSG00000146469,,P01282,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VIPAS39,ENSG00000151445,,Q9H9C1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VIPR1,ENSG00000114812,,P32241,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VIPR2,ENSG00000106018,,P41587,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VIRMA,ENSG00000164944,,Q69YN4,RNA_BP,NOT_DNA_BP,xNA_BP
VIT,ENSG00000205221,,Q6UXI7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VKORC1,ENSG00000167397,,Q9BQB6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VKORC1L1,ENSG00000196715,,Q8N0U8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VLDLR,ENSG00000147852,,P98155,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VMA21,ENSG00000160131,,Q3ZAQ7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VMAC,ENSG00000187650,,Q2NL98,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VMO1,ENSG00000182853,,Q7Z5L0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VMP1,ENSG00000062716,,Q96GC9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VN1R1,ENSG00000178201,,Q9GZP7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VN1R2,ENSG00000196131,,Q8NFZ6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VN1R4,ENSG00000228567,,Q7Z5H5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VNN1,ENSG00000112299,,O95497,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VNN2,ENSG00000112303,,O95498,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VNN3,ENSG00000093134,,Q9NY84,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VOPP1,ENSG00000154978,,Q96AW1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPREB1,ENSG00000169575,,P12018,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPREB3,ENSG00000128218,,Q9UKI3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS11,ENSG00000160695,,Q9H270,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS13A,ENSG00000197969,,Q96RL7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS13B,ENSG00000132549,,Q7Z7G8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS13C,ENSG00000129003,,Q709C8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS13D,ENSG00000048707,,Q5THJ4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS16,ENSG00000215305,,Q9H269,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS18,ENSG00000104142,,Q9P253,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS25,ENSG00000131475,,Q9BRG1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS26A,ENSG00000122958,,O75436,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS26B,ENSG00000151502,,Q4G0F5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS26C,ENSG00000157538,,O14972,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS28,ENSG00000285339,,Q9UK41,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS29,ENSG00000111237,,Q9UBQ0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS33A,ENSG00000139719,,Q96AX1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS33B,ENSG00000184056,,Q9H267,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS35,ENSG00000069329,,Q96QK1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS35L,ENSG00000103544,,Q7Z3J2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS36,ENSG00000136100,,Q86VN1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS37A,ENSG00000155975,,Q8NEZ2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS37B,ENSG00000139722,,Q9H9H4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS37C,ENSG00000167987,,A5D8V6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS37D,ENSG00000176428,,Q86XT2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS39,ENSG00000166887,,Q96JC1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS41,ENSG00000006715,,P49754,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS45,ENSG00000136631,,Q9NRW7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS4A,ENSG00000132612,,Q9UN37,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS4B,ENSG00000119541,,O75351,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS50,ENSG00000004766,,Q96JG6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS51,ENSG00000149823,,Q9UID3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS52,ENSG00000228425,,Q8N1B4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS53,ENSG00000141252,,Q5VIR6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS54,ENSG00000143952,,Q9P1Q0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS72,ENSG00000163159,,Q15906,NOT_RNA_BP,DNA_BP,xNA_BP
VPS8,ENSG00000156931,,Q8N3P4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VPS9D1,ENSG00000075399,,Q9Y2B5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VRK1,ENSG00000100749,,Q99986,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VRK2,ENSG00000028116,,Q86Y07,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VRK3,ENSG00000105053,,Q8IV63,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VRTN,ENSG00000133980,,Q9H8Y1,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
VSIG1,ENSG00000101842,,Q86XK7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSIG10,ENSG00000176834,,Q8N0Z9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSIG10L,ENSG00000186806,,Q86VR7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSIG10L2,ENSG00000283703,,P0DP72,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSIG2,ENSG00000019102,,Q96IQ7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSIG4,ENSG00000155659,,Q9Y279,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSIG8,ENSG00000243284,,P0DPA2,RNA_BP,NOT_DNA_BP,xNA_BP
VSIR,ENSG00000107738,,Q9H7M9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSNL1,ENSG00000163032,,P62760,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSTM1,ENSG00000189068,,Q6UX27,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSTM2A,ENSG00000170419,,Q8TAG5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSTM2B,ENSG00000187135,,A6NLU5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSTM2L,ENSG00000132821,,Q96N03,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSTM4,ENSG00000165633,,Q8IW00,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSTM5,ENSG00000214376,,A8MXK1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VSX1,ENSG00000100987,,Q9NZR4,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
VSX2,ENSG00000119614,,P58304,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
VTA1,ENSG00000009844,,Q9NP79,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VTCN1,ENSG00000134258,,Q7Z7D3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VTI1A,ENSG00000151532,,Q96AJ9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VTI1B,ENSG00000100568,,Q9UEU0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VTN,ENSG00000109072,,P04004,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWA1,ENSG00000179403,,Q6PCB0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWA2,ENSG00000165816,,Q5GFL6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWA3A,ENSG00000175267,,A6NCI4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWA3B,ENSG00000168658,,Q502W6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWA5A,ENSG00000110002,,O00534,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWA5B1,ENSG00000158816,,Q5TIE3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWA5B2,ENSG00000145198,,Q8N398,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWA7,ENSG00000204396,,Q9Y334,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWA8,ENSG00000102763,,A3KMH1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWC2,ENSG00000188730,,Q2TAL6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWC2L,ENSG00000174453,,B2RUY7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWCE,ENSG00000167992,,Q96DN2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWDE,ENSG00000146530,,Q8N2E2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VWF,ENSG00000110799,,P04275,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
VXN,ENSG00000169085,,Q8TAG6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WAC,ENSG00000095787,,Q9BTA9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WAPL,ENSG00000062650,,Q7Z5K2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WARS1,ENSG00000140105,,P23381,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WARS2,ENSG00000116874,,Q9UGM6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WAS,ENSG00000015285,,P42768,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASF1,ENSG00000112290,,Q92558,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASF2,ENSG00000158195,,Q9Y6W5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASF3,ENSG00000132970,,Q9UPY6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASHC1,ENSG00000181404,,A8K0Z3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASHC2A,ENSG00000099290,,Q641Q2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASHC2C,ENSG00000172661,,Q9Y4E1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASHC3,ENSG00000120860,,Q9Y3C0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASHC4,ENSG00000136051,,Q2M389,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASHC5,ENSG00000164961,,Q12768,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WASL,ENSG00000106299,,O00401,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WBP1,ENSG00000239779,,Q96G27,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WBP11,ENSG00000084463,,Q9Y2W2,RNA_BP,DNA_BP,xNA_BP
WBP1L,ENSG00000166272,,Q9NX94,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WBP2,ENSG00000132471,,Q969T9,NOT_RNA_BP,DNA_BP,xNA_BP
WBP2NL,ENSG00000183066,,Q6ICG8,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
WBP4,ENSG00000120688,,O75554,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDCP,ENSG00000163026,,Q9H6R7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDFY1,ENSG00000085449,,Q8IWB7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDFY2,ENSG00000139668,,Q96P53,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDFY3,ENSG00000163625,,Q8IZQ1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDFY4,ENSG00000128815,,Q6ZS81,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDHD1,ENSG00000198554,,O75717,NOT_RNA_BP,DNA_BP,xNA_BP
WDPCP,ENSG00000143951,,O95876,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDR1,ENSG00000071127,,O75083,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDR11,ENSG00000120008,,Q9BZH6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDR12,ENSG00000138442,,Q9GZL7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
WDR13,ENSG00000101940,,Q9H1Z4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
