target,prey,pInt
TCL1B,MED8,0.976356231438025
TMEM89,C4A,0.963318284892532
TMEM92,WWOX,0.999988214101904
TMEM92,NEDD4,0.995493641679672
TMEM92,ITCH,0.892588675491935
TMEM92,NEDD4L,0.999470421004871
TMEM92,POMT2,0.985841544828639
TMEM92,POMT1,0.752737854766315
TMEM92,HBB,0.771012701902338
TMEM92,CUEDC1,0.831039146383984
VMAC,BANP,0.999844838397547
C13orf15,TLN2,0.999999912823427
C13orf15,TLN1,0.993665021562222
C13orf15,TRAF7,0.803522307346
C13orf15,CARS2,0.999585931420242
C13orf15,VASP,0.819985642650659
C16orf75,TOP3A,0.999999811643152
C16orf75,RMI1,0.999999999371806
C16orf75,BLM,0.998691878863716
C17orf90,CARS2,0.999611847247992
C17orf90,KIAA0391,0.971434458083891
C17orf90,AARS2,0.996820933133813
C17orf90,HSD17B8,0.913134674600914
C17orf90,MOCS1,0.999996869272285
C17orf90,TOP3A,0.989488774062916
C17orf90,PUS1,0.982893987203386
C17orf90,DBT,0.863610817528081
C17orf90,ALAS1,0.999989476769018
C17orf90,AUH,0.999898111568694
C17orf90,PDK1,0.975415360712907
C17orf90,HIBCH,0.971988114250122
C17orf90,GRPEL2,0.999935014557523
C17orf90,C20orf7,0.941825652093581
C17orf90,ACSF3,0.920632521633178
C17orf90,TRMT2B,0.999999729562059
C17orf90,C7orf55,0.999915422312831
C17orf90,UQCC,0.800832517008528
C17orf90,PDSS2,0.996786700554
C17orf90,TRMT61B,0.923483691647525
C17orf90,C2orf56,0.992789771965615
C17orf90,GTPBP5,0.999217208334197
C17orf90,ATPAF2,0.999849878382874
C17orf90,POLG,0.989456933319711
C17orf90,AK4,0.958209743609572
C17orf90,NARS2,0.97690011012456
C1orf220,HCCS,0.87390812462181
C1orf220,NUDT15,0.999258351256867
C1orf220,C17orf90,0.999728550880278
C1orf220,ATG4A,0.989960370677764
C20orf106,UBASH3B,0.999999491728049
C20orf85,VASP,0.817892771507072
C5orf64,BOD1P,0.972032053416747
C5orf64,H2AFX,0.980633815539234
C5orf64,C17orf90,0.981159327774602
C6orf127,ZYG11B,0.925993676563636
C6orf127,SLC30A5,0.986667529327762
C6orf127,ZER1,0.97266254998329
C6orf127,NUDT15,0.799287005737215
C6orf127,SEC62,0.843474992748892
C6orf127,TNFAIP1,0.998577880171843
C9orf25,GATAD2B,0.759414424131695
C9orf25,GATAD2A,0.788236571068901
C9orf25,MBD3,0.974561209477719
C9orf25,FBXO10,0.998821800454346
C9orf25,MTA2,0.992548259526575
C9orf25,MTA3,0.999517551079455
C9orf25,MTA1,0.995877018344401
C9orf25,UBR3,0.986149171119045
C9orf25,ATE1,0.933404802257233
C9orf25,MRE11A,0.998594892060359
C9orf25,OBSL1,0.915142389205604
C9orf25,RAD50,0.999930316048485
C9orf25,NBN,0.999999831197515
C9orf25,WDFY1,0.977864333128578
C9orf25,MARS2,0.911454474412477
C9orf25,BTRC,0.999563797546673
C9orf25,FBXW11,0.997086031755027
C9orf25,SHPK,0.855265117868909
ADCYAP1,SMEK1,0.884493571687938
ADCYAP1,AMD1,0.828650273580601
ADCYAP1,NUCB1,0.999965093070718
ADCYAP1,CLNS1A,0.888651619657125
ADCYAP1,COPS8,0.812874445734297
ADCYAP1,GGPS1,0.813210470936242
ADCYAP1,STK3,0.834846288254704
ADCYAP1,STK4,0.80050933504513
ADCYAP1,BCKDHA,0.84824708721373
ADCYAP1,PCSK1N,0.999959314678255
ADCYAP1,FXC1,0.961858730354593
ADCYAP1,SAV1,0.99981930762476
ADCYAP1,GCC2,0.9761540746209
ADM,NAP1L5,0.99999959855599
C2orf68,JOSD2,0.907409498569294
C2orf68,KLHL15,0.997855963423268
C2orf68,GMNN,0.999879350384732
C2orf68,SMG6,0.99999992728931
C2orf68,GUK1,0.97693020568519
C2orf68,GNE,0.999999930747994
C2orf68,DDHD2,0.99997850656325
C2orf68,PIR,0.999882514308187
C6orf26,CTNNB1,0.84629121872667
C6orf26,CTNNA2,0.888595257840174
C6orf26,ARHGAP21,0.999999987181339
C6orf26,ARHGAP23,0.999600935306699
C6orf26,RANGRF,0.996481470354098
C6orf26,CDH2,0.856965416095503
C6orf26,CDH1,0.975636180374007
CDNF,NFS1,0.999729815129803
CDRT15,NRD1,0.817995416649021
CDRT15,CDRT15L2,0.998796940352637
CDRT15,DPY19L1,0.996156204108007
CDRT15,MAP4K5,0.999999986574695
CDRT15,NUDT8,0.997315498705916
CDRT15,IFI30,0.849263689709784
CIB4,UBB,0.995477905429
AKAP14,PRKAR2B,0.999999926597215
AKAP14,PRKAR2A,0.982947300029591
AKAP14,PRKACA,0.990546366847623
AKAP14,PRKACG,0.999989533249923
AKAP14,PRKACB,0.999973079446953
AKAP14,SPA17,0.999999957739046
AKAP14,SYNJ2BP,0.944444891579729
AKAP14,OCIAD1,0.906814317282419
AKAP14,EFCAB7,0.989583339339585
CLEC5A,IMMT,0.968235388726913
CLEC5A,ECSIT,0.954613033626964
CLEC5A,PTRH2,0.796458533887868
CLEC5A,CHCHD6,0.973894089070265
CLEC5A,REEP5,0.926395137752503
CLEC5A,SAMM50,0.870470728967147
CLEC5A,TUBB1,0.999032223363453
CLEC5A,TMBIM6,0.997386036893948
CLEC5A,MTX3,0.90513175560055
CLEC5A,CD276,0.996969400470171
CLEC5A,TSPAN6,0.986837107810985
CNRIP1,KCTD5,0.771778027703259
CNRIP1,CIRH1A,0.999998583437669
COMMD3,C16orf62,0.999998867126833
COMMD3,CCDC93,0.9999997351956
COMMD3,COMMD4,0.99999999998272
COMMD3,COMMD7,0.999998700274718
COMMD3,FAM45A,0.99999999999049
COMMD3,DSCR3,0.99999999998725
COMMD3,COMMD5,0.99999999999988
COMMD3,COMMD9,0.999998742062287
COMMD3,JOSD2,0.972042444841397
COMMD4,C16orf62,0.999997155375519
COMMD4,CCDC93,0.999998499986999
COMMD4,COMMD7,0.999999078100113
COMMD4,FAM45A,0.9999999982766
COMMD4,COMMD5,0.99999999998459
COMMD4,COMMD9,0.99999974021847
COMMD4,DSCR3,0.99999899389831
COMMD4,TFDP1,0.999809583647694
CPSF4L,CCNG1,0.999999145472118
CPSF4L,FIP1L1,0.905885544323818
CPSF4L,WDR33,0.999231714592366
CPSF4L,BANP,0.966192623403287
CPSF4L,CCNH,0.994434016246675
CPSF4L,CPSF3,0.867263925570727
CRYGC,CRYGB,0.999999984100986
DPY19L2P4,GUK1,0.991629182837614
GATS,RNF126,0.832092625436543
GATS,NPHP3,0.971582325894443
GATS,SNX2,0.831053214581961
GATS,SNX6,0.952350313519522
GOLGA7B,ZDHHC5,0.999999963598439
GOLGA7B,SUN2,0.999999274578081
GOLGA7B,SPRR3,0.999998152923456
GOLGA7B,FGFR1,0.85034008747327
GUK1,TTC19,0.820955697557027
IFNA14,IFNA6,0.84398764858082
IFNA14,IFIT3,0.999997075238353
IFNA14,PLAT,0.758563043264356
IFNA14,ISG15,0.999188319747316
IFNA14,IFIT1,0.999971781036512
IFNA2,IFNA5,0.999942408747153
IFNA2,IFIT3,0.999291975894138
IFNA2,ZER1,0.842632099979024
IFNA2,ISG15,0.999997761953439
IFNA5,UBR3,0.997019954930861
IFNA5,IFNA13,0.9999860970639
IFNA5,IFNA14,0.999990572883185
IFNA5,IFNA17,0.999987868294862
IFNA5,IFNA6,0.999999927279281
IFNA5,IFNA4,0.999999748647924
IFNA5,SURF1,0.999792298125882
IFNA5,ISG15,0.996902059280807
IFNA5,IFIT1,0.999528173268754
IFNA8,UBR3,0.999951671868573
IFNA8,IFNA13,0.986183290761665
IFNA8,IFIT3,0.99971581897919
IFNA8,NAP1L5,0.999993785095263
IFNA8,OMA1,0.999332662144311
IFNA8,ISG15,0.992270184823348
IFNA8,IFIT1,0.999964685209512
JOSD2,AHCYL2,0.999934596506066
JOSD2,AHCYL1,0.999772330953996
JOSD2,TRAPPC2,0.999950158793108
JOSD2,HBB,0.97553632800838
JOSD2,TYSND1,0.997861029355801
KRTAP13-2,NIF3L1,0.999848687063451
KRTAP13-2,IDE,0.977479465348759
KRTAP13-2,BIRC2,0.999277492250307
KRTAP13-2,LONP1,0.997769935482932
KRTAP13-2,ERP44,0.760162506739143
KRTAP13-2,PITRM1,0.971928363591531
KRTAP13-2,UBAC1,0.848578074069523
KRTAP13-2,PMPCA,0.924207545236135
KRTAP13-2,PMPCB,0.941169381300629
KRTAP13-2,FBRS,0.997959942969242
KRTAP13-2,XIAP,0.999825687640013
KRTAP13-2,PFDN5,0.863283530085217
KRTAP13-2,HTRA2,0.906793455517265
KRTAP13-2,NUDT8,0.999973260524484
KRTAP13-2,ANGEL2,0.974309619977509
KRTAP13-2,AUTS2,0.998248896350918
KRTAP13-2,TRAF2,0.928883038355681
LCN1,PDYN,0.841577644556861
LIN7C,MPDZ,0.99999999998901
LIN7C,INADL,0.999999998425206
LIN7C,MPP6,0.999996977552399
LIN7C,ABLIM1,0.999789147330888
LIN7C,MPP7,0.999999989372523
LIN7C,MPP3,0.925878122697873
LIN7C,DLG1,0.999999987496515
LIN7C,KIF26B,0.999999956409478
LIN7C,LIN7B,0.99999999948525
LIN7C,CASK,0.999999982973641
LIN7C,ABLIM2,0.992026389146834
LIN7C,APBA1,0.99999999258911
LIN7C,ARHGEF26,0.999999024909746
LIN7C,C6orf145,0.993216289052137
LRTOMT,JOSD2,0.972042444841397
LYPD6,LPGAT1,0.860531756268572
LYPD6,METTL9,0.836723831376684
LYPD6,PLXNB2,0.993428448404008
LYPD6,DNM2,0.992036318410877
LYPD6,DNM1,0.896193448129457
LYPD6,DNM3,0.998568875460467
LYPD6,TMX1,0.94247195708148
LYPD6,SOAT1,0.994646009969214
LYPD6,TMEM214,0.860044360755004
LYPD6,SIDT2,0.985004244008632
LYPD6,TMEM68,0.999992496297166
LYPD6,FZD2,0.852597817628346
LYPD6,SLC12A4,0.998941128422096
LYPD6,C9orf5,0.99997009687374
LYPD6,ELOVL4,0.944550754872373
LYPD6,MINPP1,0.988050627282227
LYPD6,TUBGCP3,0.8055126051515
LYPD6,CELSR2,0.852377550755993
LYPD6,SLC47A1,0.968428735693904
MAFF,CCDC6,0.999887315476374
MAFF,LDOC1L,0.999999245860986
MAFF,GAPDHS,0.990410210970379
MAFF,NFE2L2,0.999999640565462
MAFF,CALCOCO1,0.999994736600133
MAFF,BACH2,0.99999999992306
MAFF,NEK9,0.828095326518349
MAFF,UBE2D2,0.995527082871118
MAFF,MIS12,0.971868394435474
MAFF,NFE2L1,0.999999981282971
MAFF,NFE2L3,0.998796940352637
MAFF,GIT1,0.841867597588376
MAFF,GIT2,0.763745396043069
MAP1LC3C,ACTA2,0.979634563013096
MBD3L1,RBBP4,0.913646429488369
MBD3L1,RBBP7,0.997878251581431
MBD3L1,HDAC1,0.999767682550579
MBD3L1,HDAC2,0.996527605608111
MBD3L1,GATAD2B,0.999998697782405
MBD3L1,GATAD2A,0.999998213265956
MBD3L1,CHD3,0.999980017743491
MBD3L1,CHD4,0.99999478676541
MBD3L1,ZNF521,0.999935154106834
MBD3L1,ZNF423,0.999594744447233
MBD3L1,MTA2,0.999941774382707
MBD3L1,MTA1,0.999993196298362
MBD3L1,MTA3,0.99999964662775
MBD3L1,CDK2AP1,0.998953925527133
MBD3L1,BEND7,0.999999194822908
MBD3L1,BCL11A,0.999999928787825
MBD3L1,ZNF296,0.999925064098808
MBD3L1,ZBTB2,0.99955051931742
MBD3L1,ZNF219,0.999999922750199
NAP1L5,NAP1L1,0.988493742682472
NAP1L5,RPS2,0.906623366281898
NAP1L5,NDEL1,0.939904303659313
NAP1L5,IQGAP1,0.976262148766739
NAP1L5,PDCD2L,0.999624228793336
NAP1L5,ABT1,0.99968103266489
NAP1L5,CCDC102A,0.962967808567672
NAP1L5,RRP7A,0.896309515722224
NAP1L5,NOL6,0.991810172742923
NAP1L5,SKA1,0.999799266813498
NAP1L5,TSPYL4,0.999996041313544
NAP1L5,EVL,0.994910003038949
NAP1L5,RNF138,0.999200974271905
NDUFA8,NDUFB1,0.840807251784117
NDUFA8,CAMK2B,0.908010868378599
NDUFA8,CAMK2G,0.96234741951274
NDUFA8,ND4,0.999739256172126
NDUFA8,NDUFAF1,0.995275934182867
NDUFA8,NDUFB9,0.997499754488837
NDUFA8,NDUFA3,0.99114259401914
NDUFA8,NDUFS1,0.812938219421576
NDUFA8,NDUFS4,0.999952477291315
NDUFA8,NDUFV1,0.92219370298956
NDUFA8,ND1,0.994803684804922
NDUFA8,NDUFB7,0.99467036607185
NDUFA8,NDUFB4,0.905052318862197
NDUFA8,ND5,0.999705912726565
NDUFA8,NDUFB6,0.977565809529842
NDUFA8,NDUFS8,0.762066547784516
NDUFA8,WAPAL,0.891273040541329
NDUFA8,JOSD2,0.995702404370719
NENF,PDIA5,0.996056658248581
NENF,SELM,0.999998932372926
NENF,BLVRB,0.996776440188151
OBP2A,OBP2B,0.999999999999056
OBP2A,ERBB2IP,0.88053514851957
OBP2A,TXNDC15,0.833019601347475
PGLYRP1,IFNA2,0.980313073470367
PGLYRP1,CNRIP1,0.98666713056688
PLA2G12B,NOMO1,0.815206229547246
PTTG1,ESPL1,0.999997161814606
PTTG1,DECR1,0.985928889396567
RAB9B,CHML,0.999381976979655
RAB9B,CHM,0.999848007819361
RAB9B,SBSN,0.844307290593019
RAB9B,RABGGTA,0.999021024478283
RAB9B,CPA4,0.97789174597966
RAB9B,CDSN,0.78156876471954
RAB9B,HAL,0.930555501783716
RAB9B,PHACTR4,0.99999372945759
C14orf153,KIAA0664,0.834207407744799
RBM18,GSN,0.971652415917232
RBM18,TMOD2,0.958990436561898
RBM18,UBR3,0.939329931418576
RBM18,MINA,0.998623960714232
RBM18,CNRIP1,0.998055047138396
RBM24,EPPK1,0.975971257496864
RBM24,JUP,0.798093371692996
RBM24,SERPINB13,0.999416908140082
RBM24,CALML5,0.869343543945502
RBM24,TRIM29,0.999423755491887
RBM24,RBM38,0.997014688531196
RBM24,LGALS7B,0.958039137003103
RBM24,SERPINB5,0.999417789390678
RBM24,PKP1,0.91719384455543
RBM24,IVL,0.99921736933831
RBM24,SERPINB3,0.807229129418775
RBM24,ANKRD40,0.932012877771518
RBM24,SERPINB2,0.999049167726577
RBM24,CRYAB,0.999567306136468
RBM24,EVPL,0.916872416047907
RBM24,PKP3,0.950538724986764
RBM24,PPL,0.993111476891388
RBM24,TYMP,0.947452029933066
RBM24,PLCD1,0.994504969687948
RNASE7,RNH1,0.908767081273615
SPC24,ASPM,0.90728936268736
SPC24,CASC5,0.999988057768003
SPC24,NDC80,0.99999999998423
SPC24,SPC25,0.99999999998223
SPC24,CCDC101,0.98263225362941
SPC24,PLD2,0.953858846394368
SPC24,MIS12,0.999998859897875
SPC24,NUF2,0.99999999998625
SPRR3,JOSD2,0.992532631988396
SRSF3,LARP7,0.88140591817107
SRSF3,ZNF326,0.963515135852772
SRSF3,NIP7,0.829033409324502
SRSF3,CSDA,0.954370557772084
SRSF3,YBX1,0.97004283136497
SRSF3,SF3B1,0.944865318684262
SRSF3,SRRM1,0.902123936192431
SRSF3,POP1,0.806525660441503
SRSF3,MTERFD1,0.99891715555211
SRSF3,MRPS9,0.980952959037452
SRSF3,FTSJ3,0.88805116660997
SRSF3,MRPS26,0.97021908786718
SRSF3,FAM120A,0.98869438190303
SRSF3,PRPF4B,0.937280327676055
SRSF3,SF3B2,0.966644120715517
SRSF3,PTCD1,0.999780444645557
SRSF3,ZNF574,0.78806072350649
SRSF3,UPF1,0.970351977342837
SRSF3,SRPK1,0.862803168031001
SRSF3,SRPK2,0.90189326373577
SRSF3,NGRN,0.999935653890524
SRSF3,DKC1,0.944325608398044
SRSF3,MRPL45,0.98869563803472
SRSF3,SRRM2,0.89531869999319
SRSF3,C17orf85,0.752079116748083
SRSF3,C9orf23,0.969606968767185
SRSF3,ZFR,0.975456277844919
SRSF3,PABPC4L,0.999655274798089
SRSF3,YARS2,0.999075696228366
SRSF3,TROVE2,0.92191329361383
SRSF3,RBBP6,0.99153780746303
SRSF3,PHAX,0.947104970598336
SRSF3,DHX30,0.963888001965963
SRSF3,LARP4,0.850048288710246
SRSF3,MRPS23,0.90623926565797
SRSF3,STAU2,0.90121651713546
SRSF3,MRPL9,0.962100959750211
SRSF3,RRP12,0.853034922416434
SRSF3,BUD31,0.998741871468773
SRSF3,MRPL32,0.976641531936462
SRSF3,MRPL11,0.955669046557152
SRSF3,KRI1,0.944506130579294
SRSF3,DDX28,0.98577520535945
SRSF3,MRPL48,0.802637564236074
SRSF3,ZC3HAV1,0.762872311022381
SRSF3,MRPL40,0.910129505400894
SRSF3,MRPL3,0.954261448487935
SRSF3,MRPS10,0.997267216539541
SRSF3,DAP3,0.964998486453932
SRSF3,MRPL1,0.958927562903368
SRSF3,SCAF1,0.997032492356236
SRSF3,MRPL39,0.935304576969173
SRSF3,NKRF,0.860220189492489
SRSF3,MRPL41,0.899274858636829
SRSF3,PPIG,0.977702515252622
SRSF3,LARP1,0.970565136885464
SRSF3,LARP1B,0.999821026023349
SRSF3,YTHDC1,0.999673715108696
SRSF3,FASTKD2,0.999667313271594
SRSF3,RPUSD3,0.983979842369605
SRSF3,MRPS31,0.982772099219374
SRSF3,GLYR1,0.760878510627905
SRSF3,RPUSD4,0.999906952951773
SRSF3,CTCF,0.957319064915729
SRSF3,MRPS7,0.98571752502141
SRSF3,MRPL28,0.999004313672049
SRSF3,MRPS22,0.913938099371825
SRSF3,C4orf14,0.977564366350806
SRSF3,MRPL10,0.752372220937875
SRSF3,MRPL24,0.943240288213944
SRSF3,MRPL49,0.939938913671359
SRSF3,RPS15,0.931638811006264
SRSF3,ZC3H11A,0.99776141740685
SRSF3,CASC3,0.997779428414315
SRSF3,MAGOHB,0.942004460965927
SRSF3,IGF2BP2,0.950020403353903
SRSF3,CDK13,0.990626361669477
SRSF3,MRPS35,0.964935843362751
SRSF3,PPHLN1,0.998960088130656
SRSF3,WDR75,0.977701904195057
SRSF3,DHX36,0.81937061931186
SRSF3,BRIX1,0.927448334170994
SRSF3,MRPL20,0.913809260947031
SRSF3,MRPS2,0.96813008385063
SRSF3,PNN,0.84596867593247
SRSF3,CCDC12,0.818565599968424
SRSF3,ZNF777,0.95723181060768
SRSF3,MOV10,0.967091970366145
SRSF3,PRKRIR,0.970499996396081
SRSF3,MRPS33,0.976911785217904
SRSF3,CDC40,0.99434690700143
SRSF3,MRPL27,0.974348028949634
SRSF3,MRPL55,0.948894272297479
SRSF3,ZCCHC9,0.829262137388079
SRSF3,RBM22,0.887865047888755
SRSF3,CRNKL1,0.851796513097322
SRSF3,C7orf30,0.979161612435222
SRSF3,MRPS11,0.977638040567126
SRSF3,XAB2,0.972712693605492
SRSF3,GNL2,0.81703918344235
SRSF3,MRPL16,0.885048560059978
SRSF3,MRPS24,0.989268048403036
SRSF3,ZNF771,0.965770957636928
SRSF3,CPSF4,0.950587891188874
SRSF3,WDR43,0.976634476878654
SRSF3,MEPCE,0.84887686656831
SRSF3,RALY,0.99299969089452
SRSF3,RBMS1,0.963802421811232
SRSF3,CLK1,0.997671230630077
SRSF3,MRPL19,0.977448069288775
SRSF3,HNRNPL,0.900889216115789
SRSF3,PRDM15,0.910547069352068
SRSF3,AQR,0.962159475136692
SRSF3,SUPV3L1,0.951307211655024
SRSF3,RPL7A,0.77795179718999
SRSF3,MRPL21,0.752528964864718
SRSF3,MRPL13,0.989050956089509
SRSF3,RBMXL1,0.996505155083022
SRSF3,MRPL17,0.876288913203857
SRSF3,PURA,0.98672873816237
SRSF3,MCAT,0.852624385990974
SRSF3,SF3B4,0.862389530624917
SRSF3,TRUB2,0.998718663094933
SRSF3,ZCCHC3,0.992505676169352
SRSF3,GADD45GIP1,0.984595872278033
SRSF3,MRPL35,0.798805624351475
SRSF3,MKRN2,0.99886254597811
SRSF3,MRPL15,0.964145132430988
SRSF3,MRPS28,0.98499274972071
SRSF3,RPP25,0.991242571935207
SRSF3,MKRN1,0.999990297637
SRSF3,SF3A3,0.774033062183203
SRSF3,NLE1,0.838446270092621
SRSF3,MRPS18A,0.750107277762534
SRSF3,RNMTL1,0.939011228676945
SRSF3,SRSF7,0.76515315715641
SRSF3,TRA2B,0.857586837308175
SRSF3,PUSL1,0.960648593776634
SRSF3,SRSF12,0.999290314161395
SRSF3,SRSF10,0.971952046536766
SRSF3,MRP63,0.965667578532895
SRSF3,DGCR14,0.978489901111992
SRSF3,MRPS21,0.96237788654896
SRSF3,MRPL52,0.999086395560321
SRSF3,CLK2,0.86251641310034
TMEM97,STXBP3,0.992743396783559
TMEM97,GUK1,0.997961347056697
TMEM97,NAP1L5,0.999687698092294
TNFAIP8L2,TES,0.994335022398736
TNFAIP8L2,NPTN,0.798805748246277
C15orf17,SPAG9,0.982005889677781
C15orf17,DPH2,0.999170831071195
C15orf17,ELP2,0.940387676034463
C15orf17,MTCH2,0.889493136769137
C15orf17,TRMU,0.999981233126197
C15orf17,ELP3,0.994589043846399
TOMM20L,DNAJC12,0.800189218271384
TOMM20L,ATXN3,0.999999969793796
TUSC5,SGPL1,0.999996229803545
TUSC5,ATP12A,0.957054606124601
TUSC5,BZW1,0.893657599982198
TUSC5,TNPO2,0.99855530837242
TUSC5,TNPO1,0.967141055541401
TUSC5,RMND1,0.824345583290462
TUSC5,EXOC8,0.890950160914999
TUSC5,BRI3BP,0.795045570937141
UBE2D2,UBB,0.999933021491979
UBE2D2,RNF25,0.99999999999923
UBE2D2,ACOX1,0.996930563625984
UBE2D2,RNF10,0.999707094773855
UBE2D2,OTUB1,0.998941488356793
UBE2D2,RNF114,0.92215791115271
ZFP41,ZC3H4,0.998939274868864
ZFP41,MRTO4,0.772940437096838
ZFP41,PYGB,0.988379791864172
ZFP41,PYGL,0.971992902921375
ZFP41,LRP2,0.99592462614626
ZFP41,LRP1B,0.999988676559637
ZFP41,LRP1,0.959287643086308
ZFP41,LIMA1,0.827144686889593
ZFP41,SAFB2,0.858993612296975
ZFP41,NOTCH2,0.914012437494218
ZFP41,NELL2,0.985573103455915
ZFP41,SORL1,0.999784857324781
ZFP41,AKAP1,0.999356954717269
ZFP41,LRP4,0.999980465275382
ZFP41,GRN,0.998796371917979
ZFP41,UBE2O,0.970273276079958
ZFP41,C18orf25,0.997680244490354
ZFP41,FRAS1,0.987623998732199
ZFP41,LDLR,0.999942889808113
ZFP41,MPRIP,0.959895159559205
ZFP41,LTBP1,0.997728529703172
ZFP41,FBN2,0.998289389456587
ZFP41,FBN1,0.999997767472172
ZFP41,KBTBD7,0.840375150405734
ZFP41,PPP1R10,0.999884214880121
ZFP41,CRELD2,0.765621348839278
ZFP41,FBLN1,0.999926097764875
ZFP41,CNRIP1,0.98666713056688
ZFP41,RAD18,0.999628208098571
ZFP41,LTBP4,0.994523976314253
ZFP41,JOSD2,0.97245996617145
ZFP41,ARIH1,0.981407288073647
ZFP41,FBLN5,0.893017032320867
ZFP41,NOTCH3,0.915473368346563
C15orf54,GUK1,0.764393854780538
C17orf102,TXNDC9,0.885160128796028
C17orf102,JOSD2,0.907409498569294
C19orf54,EHD1,0.843846971912742
C19orf54,XIAP,0.856559911791163
C19orf59,GUK1,0.938031504342579
C19orf59,JOSD2,0.999802134049416
C1orf186,SNX17,0.999999382228038
C1orf186,WDR47,0.99999996886834
C1orf186,JPH1,0.758953992771156
C1orf186,ATP13A1,0.813940775543711
C1orf186,TMTC4,0.985646845396549
C1orf186,SBF1,0.783474759596224
C1orf186,PLXDC2,0.941341400460715
C1orf186,DIP2A,0.773113790041105
C1orf186,PLD1,0.902889088845308
C1orf186,PKN1,0.99781647212444
C1orf186,ZBTB9,0.939264954121485
C1orf186,FIGNL1,0.993885971219681
C1orf186,NOS1AP,0.873681074063586
C1orf88,ANAPC1,0.958088757283971
C1orf88,DAAM1,0.759713953230733
C1orf88,PSMG3,0.962530581029974
C1orf88,CRNN,0.789090601948766
C1orf88,CSNK1G1,0.969567622475929
C20orf203,POTEI,0.999158686673217
C20orf203,CNRIP1,0.998508775486195
C22orf33,YWHAG,0.772968594221691
C22orf33,RAD23A,0.768542449005386
C22orf33,CARM1,0.872173207680835
C22orf33,ATE1,0.898861419885927
C22orf33,UBR2,0.822812851054235
C22orf33,MAN2C1,0.997942893241236
C2orf48,FAT3,0.999803662324791
C2orf48,FAT1,0.921674268075884
C2orf48,FAT4,0.999506350095408
C2orf48,PCDH7,0.995485582110825
C2orf48,PCDH20,0.849625440362379
C2orf48,CBWD1,0.869096931937667
C2orf48,PCDHGA11,0.999861807363101
C2orf48,PCDHGC3,0.970082652676266
AMN1,SUGT1,0.836030941616322
ANKRD46,ATRN,0.987138158088269
ANKRD46,RNF157,0.99998958514938
ANKRD46,ATRNL1,0.998792520570161
CLDN17,ZDHHC6,0.999532426547946
CLDN19,RAD23A,0.765269508748409
CLDN19,STIM1,0.998614183202727
CLDN19,EBP,0.903240165851724
CLDN19,IGSF8,0.979240866894671
BCL2L10,BAX,0.997835650099012
BCL2L10,EID2,0.992249044024197
BCL2L10,BCL2L11,0.975344244472187
CLEC4C,TUBB3,0.781838856093863
CLEC4C,TUBB1,0.999995349215678
CLEC4C,SLC25A30,0.91075519220591
CLEC4C,ATP8B2,0.752856074229535
CLEC4C,TUBA1B,0.785926621613641
CLEC4C,SLC30A5,0.944076440333276
CLEC4C,SLC25A6,0.760734367966796
CLEC4C,BRF1,0.994536106866729
CLEC4C,INTS7,0.798598078870041
CSNK2B,XPC,0.973047717892429
CSNK2B,BCR,0.999961402205422
CSNK2B,ZNF592,0.999985570051946
CSNK2B,LIG3,0.985328544344391
CSNK2B,PCGF3,0.999999817528052
CSNK2B,RPS6KA3,0.99999914617365
CSNK2B,RPS6KA2,0.999807206061715
CSNK2B,RPS6KA1,0.99999538519704
CSNK2B,CTR9,0.997969051685904
CSNK2B,PHRF1,0.999999103823542
CSNK2B,NKAP,0.99790062684676
CSNK2B,ORC1,0.999999775158178
CSNK2B,RBBP5,0.95754419840158
CSNK2B,CDC42BPB,0.966785499215452
CSNK2B,CDC42BPA,0.999705569017489
CSNK2B,CSNK2A1,0.99999999265451
CSNK2B,CSNK2A2,0.999971725466403
CSNK2B,MLL4,0.99845971221864
CSNK2B,MLL,0.999991803318902
CSNK2B,HCFC2,0.805465549978704
CSNK2B,CBX2,0.999104239107153
CSNK2B,ZNF687,0.999985026575291
CSNK2B,C18orf25,0.999889682605035
CSNK2B,ZMYND8,0.999999800598864
CSNK2B,AUTS2,0.999996059791363
CSNK2B,ZFP106,0.999991626952582
CSNK2B,ASH2L,0.92198547545056
CSNK2B,EIF3J,0.999963406861878
CSNK2B,FBRS,0.999998948740267
CSNK2B,MYST3,0.99976231933058
CSNK2B,SMG6,0.992094635397962
CSNK2B,NOMO1,0.92270511604356
CSNK2B,NFX1,0.997414109104396
CSNK2B,RNF111,0.999902893887045
CSNK2B,KIAA0232,0.784973541007065
CSNK2B,LENG8,0.999929694060722
CSNK2B,RNF2,0.993347235096701
CSNK2B,RING1,0.967357333609845
CSNK2B,FBRSL1,0.99999639125108
CSNK2B,RPS6KA4,0.999986291492277
CSNK2B,SETD2,0.994771034329702
CSNK2B,XRCC1,0.99066220384605
CSNK2B,TSPYL2,0.997922800654729
CSNK2B,ZNF496,0.997561585575377
CSNK2B,C19orf29,0.998571324404527
CSNK2B,BRD2,0.993271153490989
CSNK2B,TOPORS,0.994265922183926
CTLA4,UBB,0.999995119849141
CTLA4,POM121,0.979115688783385
CTLA4,BLZF1,0.999961124187101
CTLA4,IQCB1,0.99816903951815
CTLA4,FAM63A,0.826848052427465
CTLA4,GOLIM4,0.985852024177989
CTLA4,SLC25A17,0.810128068554764
CTLA4,MFAP3,0.784973541007065
CTLA4,FAR2,0.987361162912162
CTLA4,LEMD3,0.994101201699563
CTLA4,HGS,0.939517911566806
