,complex,gene_names
2715,328,SFPQ
2716,328,EEF1G
2717,328,MATR3
2718,328,MSH2
2719,328,EEF1A1
2720,328,HNRNPU
2721,328,SNW1
2722,328,EFTUD2
2723,328,DDB1
2724,328,PRPF8
2725,328,CDC5L
2726,328,DDX23
2727,328,ABCF2
2728,329,SEPT2
2729,329,SEPT7
2730,329,SEPT8
2731,329,SEPT11
2732,329,SEPT9
2733,330,NUP98
2734,330,NUP107
2735,330,NUP160
2736,330,NUP133
2737,331,NUPL2
2738,331,NUP155
2739,331,GLE1
2740,332,MEAF6
2741,332,ING5
2742,332,ING4
2743,332,JADE3
2744,332,KAT7
2745,332,JADE1
2746,332,JADE2
2747,333,RB1
2748,333,TCF3
2749,333,TAL1
2750,333,LMO2
2751,333,LDB1
2752,334,TRIP4
2753,334,ASCC3
2754,334,ASCC1
2755,334,ASCC2
2756,335,CTSA
2757,335,GLB1
2758,335,GALNS
2759,335,NEU1
2760,336,ELP3
2761,336,IKBKAP
2762,336,ELP4
2763,336,ELP6
2764,336,ELP2
2765,336,ELP5
2766,337,NCOA6
2767,337,AGO2
2768,337,DICER1
2769,338,KMT2D
2770,338,TUBB
2771,338,TUBA4A
2772,338,NCOA6
2773,338,KDM6B
2774,338,KMT2C
2775,338,ASH2L
2776,339,KMT2D
2777,339,SETD1A
2778,339,TAF1
2779,339,TAF6
2780,339,WDR5
2781,339,KMT2A
2782,339,KDM6B
2783,339,TAF9
2784,339,RNF2
2785,339,KAT8
2786,340,HDAC3
2787,340,NCOR1
2788,340,SMARCA4
2789,340,SMARCB1
2790,340,TRIM28
2791,340,SF3B3
2792,340,SF3A1
2793,340,SRCAP
2794,340,SMARCC2
2795,340,SMARCC1
2796,341,AFF1
2797,341,MLLT1
2798,341,CBX8
2799,342,BMI1
2800,342,RING1
2801,342,PHC2
2802,342,RNF2
2803,343,ZWINT
2804,343,CBX5
2805,343,PMF1
2806,343,NSL1
2807,343,MIS12
2808,343,DSN1
2809,344,SUV39H1
2810,344,DNMT1
2811,344,E2F5
2812,344,E2F4
2813,344,HDAC1
2814,344,EP300
2815,344,RBL2
2816,345,RBL2
2817,345,TFDP1
2818,345,E2F5
2819,346,SMAD4
2820,346,E2F5
2821,346,SMAD3
2822,346,E2F4
2823,346,RBL1
2824,346,TFDP1
2825,347,RB1
2826,347,DNMT1
2827,347,E2F1
2828,347,HDAC1
2829,348,DNMT1
2830,348,DMAP1
2831,348,DAXX
2832,349,DNMT1
2833,349,RGS6
2834,349,DMAP1
2835,350,HDAC3
2836,350,NCOR1
2837,350,SAP30
2838,350,HDAC1
2839,350,HDAC2
2840,350,SIN3A
2841,350,NCOR2
2842,351,IL2RG
2843,351,IL4
2844,351,IL4R
2845,352,IL6ST
2846,352,STAT3
2847,352,PRKCD
2848,353,MAP3K7
2849,353,STAT3
2850,353,NLK
2851,354,EP300
2852,354,STAT3
2853,354,SMAD1
2854,355,RAF1
2855,355,GNG2
2856,355,RACK1
2857,356,PPP2R3A
2858,356,PPP2CA
2859,356,PPP2R1A
2860,357,STRN
2861,357,PPP2CA
2862,357,PPP2R1A
2863,358,STRN3
2864,358,PPP2CA
2865,358,PPP2R1A
2866,359,IPO13
2867,359,EIF1AX
2868,359,RAN
2869,360,TNPO2
2870,360,RAN
2871,360,NXF1
2872,361,RAN
2873,361,KPNB1
2874,361,RANBP1
2875,362,MCF2
2876,362,GNG2
2877,362,GNB1
2878,363,GNG2
2879,363,GNB1
2880,363,BTK
2881,364,CACNA1A
2882,364,GNG2
2883,364,GNB1
2884,365,GNG2
2885,365,GNB1
2886,365,PTH1R
2887,366,GNG2
2888,366,GNB1
2889,366,HDAC5
2890,367,HDAC4
2891,367,GNG2
2892,367,GNB1
2893,368,CCND2
2894,368,CDKN2A
2895,368,CDK4
2896,369,CCNE1
2897,369,CDK2
2898,369,CDKN1B
2899,370,CCNA2
2900,370,RBL1
2901,370,E2F4
2902,371,SCAMP3
2903,371,SCAMP2
2904,371,SCAMP1
2905,372,HRAS
2906,372,ABL2
2907,372,RIN1
2908,373,IGHM
2909,373,VPREB1
2910,373,IGLL1
2911,374,IL2RA
2912,374,IL2RB
2913,374,IL2
2914,375,TLR4
2915,375,TICAM2
2916,375,TICAM1
2917,376,KPNA3
2918,376,LMNA
2919,376,NPM1
2920,376,PARP1
2921,376,H2AFZ
2922,376,TOP2A
2923,376,CTCF
2924,376,KPNA1
2925,376,HIST2H2AA3
2926,377,MYH10
2927,377,HSPA4
2928,377,PARP1
2929,377,ACTB
2930,377,TOP2B
2931,377,TLE1
2932,377,NCL
2933,377,NONO
2934,377,RAD50
2935,377,NPM1
2936,378,SF3A3
2937,378,SF3A2
2938,378,SF3A1
2939,379,SF3B1
2940,379,SF3B2
2941,379,SF3B3
2942,379,SF3B4
2943,379,PHF5A
2944,379,DDX42
2945,379,SF3B5
2946,379,SF3B6
2947,380,SNRPE
2948,380,SNRPF
2949,380,SNRPG
2950,381,GEMIN2
2951,381,LGALS1
2952,381,LGALS3
2953,381,GEMIN4
2954,381,SNRPD1
2955,381,SNRPD2
2956,381,SNRPD3
2957,381,SMN1
2958,381, SMN2
2959,382,GEMIN2
2960,382,SNRPB2
2961,382,SNRPB
2962,382,TBP
2963,382,POLR2A
2964,382,GEMIN4
2965,382,SNRPN
2966,382,GTF2B
2967,382,DHX9
2968,382,DDX20
2969,383,GEMIN4
2970,383,PPP4C
2971,383,PPP4R2
2972,383,DDX20
2973,384,GEMIN5
2974,384,STRAP
2975,384,GEMIN7
2976,384,DDX20
2977,384,SNRPA
2978,384,GEMIN4
2979,384,GEMIN6
2980,384,GEMIN2
2981,384,SNRPB
2982,384,SMN1
2983,384, SMN2
2984,385,EWSR1
2985,385,NUDT21
2986,385,ITCH
2987,385,CPSF6
2988,385,UBAP2L
2989,385,POLR2A
2990,386,KLRK1
2991,386,MICB
2992,386,HCST
2993,387,KLRK1
2994,387,ULBP3
2995,387,HCST
2996,388,KLRK1
2997,388,MICA
2998,388,HCST
2999,389,KLRK1
3000,389,ULBP2
3001,389,HCST
3002,390,TGFBR1
3003,390,TGFBR2
3004,390,PARD6A
3005,391,STAMBP
3006,391,SMURF2
3007,391,RNF11
3008,392,KCNA2
3009,392,CNTNAP1
3010,392,KCNA1
3011,392,RTN4
3012,393,NGFR
3013,393,LINGO1
3014,393,RTN4R
3015,394,NGF
3016,394,SORT1
3017,394,NGFR
3018,395,ITGA4
3019,395,PXN
3020,395,GIT1
3021,396,AXIN1
3022,396,DIXDC1
3023,396,MAP3K4
3024,397,JUN
3025,397,TCF4
3026,397,CTNNB1
3027,398,CDH1
3028,398,SMAD3
3029,398,NEDD9
3030,398,ANAPC10
3031,399,ZFYVE9
3032,399,PML
3033,399,SMAD3
3034,399,SMAD2
3035,400,SMAD3
3036,400,AXIN1
3037,400,TGFBR1
3038,401,SMAD3
3039,401,EP300
3040,401,PIAS3
3041,402,CDH1
3042,402,ITGB7
3043,402,ITGAE
3044,403,IQGAP1
3045,403,CLIP1
3046,403,APC
3047,404,IQGAP1
3048,404,RAC1
3049,404,APC
3050,405,CDC42
3051,405,IQGAP1
3052,405,APC
3053,406,TSG101
3054,406,VPS37B
3055,406,VPS28
3056,407,SRF
3057,407,ELK1
3058,407,ELK4
3059,408,RICTOR
3060,408,MLST8
3061,408,MTOR
3062,408,MAPKAP1
3063,409,RGS20
3064,409,MTNR1A
3065,409,MTNR1B
3066,410,IL12A
3067,410,IL12B
3068,410,IL12RB1
3069,411,IL12A
3070,411,IL12RB2
3071,411,IL12B
3072,412,IL12RB1
3073,412,IL12RB2
3074,412,IL12B
3075,413,BCL10
3076,413,MALT1
3077,413,CARD11
3078,413,FYB
3079,414,BCL10
3080,414,FADD
3081,414,CASP8
3082,414,MALT1
3083,415,IKBKB
3084,415,CHUK
3085,415,BCL10
3086,415,CASP8
3087,415,MALT1
3088,416,SRC
3089,416,TRAF6
3090,416,TNFRSF11A
3091,417,RELA
3092,417,NFKB1
3093,417,NFKB2
3094,417,RELB
3095,417,REL
3096,418,IKBKB
3097,418,CHUK
3098,418,IKBKAP
3099,418,NFKBIA
3100,418,RELA
3101,418,MAP3K14
3102,419,HSP90AA1
3103,419,HSP90AB1
3104,419,CDC37
3105,419,MAP3K11
3106,420,CHUK
3107,420,ESR1
3108,420,NCOA3
3109,421,HSPA8
3110,421,DNAJB2
3111,421,PSMA3
3112,422,PRKCI
3113,422,MAP2K5
3114,422,SQSTM1
3115,423,ITGB2
3116,423,CD63
3117,423,ITGAM
3118,424,AR
3119,424,AKT1
3120,424,APPL1
3121,425,CDC34
3122,425,RBX1
3123,425,CUL1
3124,426,ORC2
3125,426,CDC6
3126,426,MCM8
3127,427,GMNN
3128,427,ORC1
3129,427,BRCA1
3130,427,CDC6
3131,428,BRCA1
3132,428,RBBP8
3133,428,LMO4
3134,428,LDB1
3135,429,NBN
3136,429,MRE11A
3137,429,ATM
3138,429,MDC1
3139,429,FANCD2
3140,429,RAD50
3141,430,ERCC1
3142,430,RAD52
3143,430,ERCC4
3144,431,TP53
3145,431,MSH2
3146,431,MSH6
3147,431,BLM
3148,431,RAD51
3149,432,MSH6
3150,432,MSH2
3151,432,PRKCZ
3152,433,CHAF1A
3153,433,SETDB1
3154,433,MBD1
3155,434,HIRA
3156,434,HIST1H3A
3157,434,CHAF1A
3158,434,CHAF1B
3159,434,ASF1B
3160,434,ASF1A
3161,435,CHEK2
3162,435,NASP
3163,435,ST13
3164,435,HIST1H3A
3165,435,CHAF1B
3166,435,ASF1B
3167,435,ASF1A
3168,436,HTT
3169,436,RAB8A
3170,436,OPTN
3171,437,TGM2
3172,437,HTT
3173,437,CALM1
3174,437, CAL
3175,438,CTGF
3176,438,ACTB
3177,438,ACTG1
3178,439,CFL1
3179,439,ACTB
3180,439,CAP1
3181,440,APBB1IP
3182,440,RAP1A
3183,440,PFN1
3184,441,CHRNB2
3185,441,CHRNA4
3186,441,VSNL1
3187,442,PPP3CB
3188,442,RCAN1
3189,442,PPP3CA
3190,443,GRIA2
3191,443,PICK1
3192,443,GRIP1
3193,444,ROCK2
3194,444,HSPA8
3195,444,SYN1
3196,444,PFN2
3197,444,ACTB
3198,444,DNM1
3199,444,CYFIP1
3200,444,SYN2
3201,444,NCKAP1
3202,445,LAMB2
3203,445,LAMA5
3204,445,ITGA6
3205,445,LAMC1
3206,445,LAMB1
3207,445,ITGB4
3208,446,ITGA6
3209,446,ITGB4
3210,446,CD151
3211,447,ITGA6
3212,447,ITGB4
3213,447,FYN
3214,448,TGFB1
3215,448,ITGAV
3216,448,ITGB8
3217,448,MMP14
3218,449,ITGB5
3219,449,PLAUR
3220,449,ITGAV
3221,450,ITGB5
3222,450,ICAM4
3223,450,ITGAV
3224,451,ITGB5
3225,451,ADAM9
3226,451,ITGAV
3227,452,ITGB5
3228,452,SPP1
3229,452,ITGAV
3230,453,ITGB5
3231,453,CYR61
3232,453,ITGAV
3233,454,FN1
3234,454,FYN
3235,454,ITGB6
3236,455,ITGB6
3237,455,SPP1
3238,455,ITGAV
3239,456,ITGB6
3240,456,TGFB3
3241,456,ITGAV
3242,457,FCER2
3243,457,ITGB3
3244,457,CD47
3245,457,ITGAV
3246,458,ITGB3
3247,458,SPP1
3248,458,ITGAV
3249,459,ADAM15
3250,459,ITGB3
3251,459,ITGAV
3252,460,F11R
3253,460,ITGB3
3254,460,ITGAV
3255,461,ITGB3
3256,461,ITGAV
3257,461,PXN
3258,461,PTK2B
3259,462,ADAM23
3260,462,ITGB3
3261,462,ITGAV
3262,463,COL4A3
3263,463,ITGB3
3264,463,ITGAV
3265,464,ITGB3
3266,464,ITGAV
3267,464,PLPP3
3268,465,ITGB3
3269,465,ITGAV
3270,465,EGFR
3271,466,CD47
3272,466,ITGA2B
3273,466,ITGB3
3274,466,CD9
3275,466,GP1BA
3276,467,LAMA4
3277,467,ITGB3
3278,467,ITGAV
3279,468,FN1
3280,468,ITGB3
3281,468,ITGA2B
3282,468,TGM2
3283,469,CD47
3284,469,PTK2
3285,469,ITGA2B
3286,469,SRC
3287,469,ITGB3
3288,470,TLN1
3289,470,ITGB3
3290,470,ITGA2B
3291,471,ITGB3
3292,471,CIB1
3293,471,ITGA2B
3294,472,ITGB3
3295,472,ITGA2B
3296,472,F11R
3297,473,NOV
3298,473,ITGA5
3299,473,FN1
3300,473,TGM2
3301,473,ITGB1
3302,474,ADAM15
3303,474,ITGB1
3304,474,ITGA5
3305,475,SLC7A8
3306,475,SLC3A2
3307,475,ITGB1
3308,476,ITGB1
3309,476,CD151
3310,476,ITGA7
3311,477,ITGB1
3312,477,CD9
3313,477,ITGA7
3314,478,ITGB1
3315,478,ITGA7
3316,478,NMRK2
3317,479,ITGA3
3318,479,BSG
3319,479,ITGB1
3320,480,CD63
3321,480,ITGA3
3322,480,ITGB1
3323,481,ITGA3
3324,481,CD151
3325,481,ITGB1
3326,482,THBS1
3327,482,ITGA3
3328,482,ITGB1
3329,483,ITGA6
3330,483,CD151
3331,483,ITGB1
3332,484,ITGB1
3333,484,RAP1A
3334,484,PKD1
3335,485,EMILIN1
3336,485,ITGA4
3337,485,ITGB1
3338,486,ITGB1
3339,486,ITGA4
3340,486,CD81
3341,487,ITGB1
3342,487,ITGA4
3343,487,CD53
3344,488,ITGB1
3345,488,ITGA4
3346,488,VCAM1
3347,489,ITGB1
3348,489,ITGA4
3349,489,JAM2
3350,490,ITGB1
3351,490,ITGA4
3352,490,CD47
3353,491,ITGB1
3354,491,CD63
3355,491,ITGA4
3356,492,ITGB1
3357,492,THBS1
3358,492,ITGA4
3359,493,ITGB1
3360,493,ITGA4
3361,493,THBS2
3362,494,ITGA2
3363,494,CD47
3364,494,ITGB1
3365,495,CHAD
3366,495,ITGA2
3367,495,ITGB1
3368,496,ITGA2
3369,496,COL6A3
3370,496,ITGB1
3371,497,ITGB1
3372,497,COL6A3
3373,497,ITGA1
3374,498,ITGB1
3375,498,PTPN2
3376,498,ITGA1
3377,499,SPP1
3378,499,ITGAV
3379,499,ITGB1
3380,500,CYR61
3381,500,ITGB1
3382,500,ITGA6
3383,501,ITGA9
3384,501,ADAM9
3385,501,ITGB1
3386,502,ITGA9
3387,502,VCAM1
3388,502,ITGB1
3389,503,ITGA9
3390,503,TNC
3391,503,ITGB1
3392,504,ITGB1
3393,504,ADAM15
3394,504,ITGA9
3395,505,VEGFD
3396,505,ITGB1
3397,505,ITGA9
3398,506,ADAM12
3399,506,ITGB1
3400,506,ITGA9
3401,507,CBLB
3402,507,SH3KBP1
3403,507,UBB
3404,507,EGFR
3405,508,ESR1
3406,508,SRC
3407,508,PIK3R1
3408,508,BCAR1
3409,509,SRC
3410,509,PRKCD
3411,509,CDCP1
3412,510,PDGFRA
3413,510,CRK
3414,510,CRKL
3415,510,RAPGEF1
3416,511,CBL
3417,511,PIK3R1
3418,511,CRK
3419,511,BCAR1
3420,511,GRB2
3421,511,SOS1
3422,511,SH3KBP1
3423,512,GIPC1
3424,512,NTRK1
3425,512,RGS19
3426,513,WAS
3427,513,ZAP70
3428,513,CRKL
3429,513,WIPF1
3430,514,ERBB2
3431,514,SHC1
3432,514,MEMO1
3433,515,LAT
3434,515,VAV1
3435,515,PLCG1
3436,515,CBL
3437,515,PIK3R1
3438,515,GRB2
3439,515,LCP2
3440,516,GRB2
3441,516,CBL
3442,516,SHC1
3443,516,LCP2
3444,517,LYN
3445,517,PLCG2
3446,517,GRB2
3447,517,LCP2
3448,518,PLCG2
3449,518,PRKCA
3450,518,PLD1
3451,519,GRB2
3452,519,BCR/ABL FU
3453,519,SOS1
3454,520,EGFR
3455,520,CBL
3456,520,GRB2
3457,521,PLCG1
3458,521,SOS1
3459,521,LCK
3460,521,LCP2
3461,521,LAT
3462,522,PDGFRA
3463,522,PLCG1
3464,522,PIK3R1
3465,522,PTPN11
3466,523,FYN
3467,523,LYN
3468,523,FGFR2
3469,523,CBL
3470,524,FYN
3471,524,YES1
3472,524,LYN
3473,524,RASA1
3474,525,MS4A1
3475,525,LYN
3476,525,FYN
3477,525,LCK
3478,526,RAB5A
3479,526,EEA1
3480,526,VPS39
3481,526,VPS16
3482,526,VPS11
3483,526,VPS18
3484,527,CD19
3485,527,VAV1
3486,527,PIK3R1
3487,528,INSR
3488,528,PIK3R1
3489,528,IRS1
3490,528,KHDRBS1
3491,529,AURKA
3492,529,BIRC5
3493,529,RASA1
3494,530,SRSF4
3495,530,SRSF5
3496,530,SRSF6
3497,530,PPARGC1A
3498,531,FOXO1
3499,531,FHL2
3500,531,SIRT1
3501,532,CCNT1
3502,532,NCL
3503,532,POLR2A
3504,532,CDK9
3505,532,CPSF2
3506,532,PPARGC1A
3507,533,MED14
3508,533,CCNT1
3509,533,BRD4
3510,533,MED24
3511,533,CDK9
3512,533,MED1
3513,533,MED12
3514,533,MED17
3515,534,MED6
3516,534,PARP1
3517,534,CDK8
3518,535,MED7
3519,535,MED6
3520,535,CCNC
3521,535,CDK8
3522,535,MED1
3523,536,POLR2A
3524,536,CDK7
3525,536,RBPJ
3526,536,EP300
3527,536,SUPT6H
3528,536,CREBBP
3529,537,CCNT1
3530,537,POLR2A
3531,537,NOTCH1
3532,537,CDK8
3533,537,CDK7
3534,537,CDK9
3535,537,RBPJ
3536,537,EP300
3537,537,MED1
3538,537,SUPT6H
3539,537,MAML1
3540,537,INPP5K
3541,537,SUPT16H
3542,538,MYOD1
3543,538,CREBBP
3544,538,KAT2B
3545,539,MYC
3546,539,ZBTB17
3547,539,DNMT3A
3548,540,KAT2A
3549,540,MAX
3550,540,TRRAP
3551,540,MYC
3552,541,ESR1
3553,541,CDK7
3554,541,CCNH
3555,541,MNAT1
3556,541,MTA1
3557,541,HDAC2
3558,542,SMAD3
3559,542,JUN
3560,542,SMAD4
3561,542,FOS
3562,543,FOS
3563,543,JUN
3564,543,NFATC2
3565,544,FOS
3566,544,JUN
3567,544,ERG
3568,545,FOS
3569,545,JUN
3570,545,ETS2
3571,546,CTCF
3572,546,SMAD3
3573,546,SMAD4
3574,547,SP1
3575,547,SMAD3
3576,547,SMAD4
3577,548,SMAD3
3578,548,FOXG1
3579,548,FOXO3
3580,548,SMAD4
3581,549,TIMP1
3582,549,MMP9
3583,549,LRP1
3584,550,A2M
3585,550,ANXA6
3586,550,LRP1
3587,551,RBX1
3588,551,SKP1
3589,551,GPS1
3590,551,SKP2
3591,551,CUL1
3592,551,CUL2
3593,551,CUL3
3594,551,COPS8
3595,552,CSNK2A2
3596,552,CSNK2A1
3597,552,CSNK2B
3598,552,HMGB1
3599,553,SETD1A
3600,553,OGT
3601,553,SIN3B
3602,553,SAP30
3603,553,HSP90AA1
3604,553,SP1
3605,553,HSPA5
3606,553,HSPA8
3607,553,HSPA4
3608,553,HCFC1
3609,553,WDR5
3610,553,RBBP4
3611,553,HDAC1
3612,553,RBBP7
3613,553,HDAC2
3614,553,SIN3A
3615,553,SUDS3
3616,553,ASH2L
3617,554,ITGB5
3618,554,PTK2
3619,554,PXN
3620,555,IKBKB
3621,555,CHUK
3622,555,TROVE2
3623,555,NCOA2
3624,555,CREBBP
3625,555,IKBKG
3626,555,NCOA3
3627,556,TROVE2
3628,556,NCOA2
3629,556,NCOA1
3630,556,CREBBP
3631,557,SETD1A
3632,557,CXXC1
3633,557,SETD1B
3634,557,WDR82
3635,557,ASH2L
3636,557,WDR5
3637,557,KDM6B
3638,558,BCL10
3639,558,UBE2V1
3640,558,TAB2
3641,558,MALT1
3642,558,TRAF6
3643,559,JUND
3644,559,FOSB
3645,559,SMAD3
3646,559,SMAD4
3647,560,U2SURP
3648,560,DHX15
3649,560,SF3B1
3650,560,DNAJC8
3651,560,SMNDC1
3652,560,SNRPB2
3653,560,SNRPA1
3654,560,HSPD1
3655,560,SNRPB
3656,560,U2AF2
3657,560,SNRPE
3658,560,SNRPF
3659,560,SNRPG
3660,560,SNRPD1
3661,560,SNRPD2
3662,560,SNRPD3
3663,560,U2AF1
3664,560,SRSF1
3665,560,SF3A3
3666,560,TRAP1
3667,560,SF3B2
3668,560,SF3B3
3669,560,SF3B4
3670,560,SF3A2
3671,560,SF3A1
3672,560,DDX46
3673,560,PHF5A
3674,560,CHERP
3675,560,RBM17
3676,560,SF3B5
3677,560,HMG20B
3678,560,PUF60
3679,560,SF3B6
3680,561,UBE2N
3681,561,OTUB1
3682,561,UBE2V2
3683,562,SNRPB
3684,562,SNRPE
3685,562,SNRPF
3686,562,SNRPG
3687,562,SNRPD3
3688,562,LSM11
3689,562,LSM10
3690,563,MAP3K7
3691,563,TAB1
3692,563,TAB2
3693,564,SMAD3
3694,564,FOXO1
3695,564,SMAD4
3696,565,SMAD3
3697,565,FOXO4
3698,565,SMAD4
3699,566,SUV39H1
3700,566,CBX5
3701,566,MBD1
3702,567,ITGB4
3703,567,CD9
3704,567,ITGA6
3705,568,SKP1
3706,568,CRY1
3707,568,CUL1
3708,568,CRY2
3709,568,FBXL3
3710,569,H2AFX
3711,569,TP53BP1
3712,569,MDC1
3713,570,TP53BP1
3714,570,MDC1
3715,570,SMC1A
3716,571,UIMC1
3717,571,FAM175A
3718,571,RBBP8
3719,571,BRCA1
3720,571,BARD1
3721,572,POLH
3722,572,RFC5
3723,572,RFC2
3724,572,RFC3
3725,572,CHTF18
3726,572,CHTF8
3727,572,PCNA
3728,572,DSCC1
3729,572,RFC4
3730,573,POLR2C
3731,573,POLR2B
3732,573,RPAP1
3733,574,BRCA1
3734,574,HDAC1
3735,574,HDAC2
3736,575,BACH1
3737,575,NBN
3738,575,BRCA1
3739,575,MRE11A
3740,575,TOPBP1
3741,575,RAD50
3742,575,RBBP8
3743,575,BARD1
3744,576,BACH1
3745,576,BRCA1
3746,576,MLH1
3747,576,MSH6
3748,576,TOPBP1
3749,576,BARD1
3750,577,BRCA1
3751,577,CTBP1
3752,577,RBBP8
3753,578,VTN
3754,578,ITGB3
3755,578,ITGAV
3756,579,SMARCA4
3757,579,SMAD3
3758,579,SMAD4
3759,579,SMAD2
3760,579,ARID1B
3761,579,SMARCC2
3762,579,CREBBP
3763,579,SMARCC1
3764,579,TRIM33
3765,579,NCOA3
3766,580,SMAD3
3767,580,SMAD2
3768,580,TRIM33
3769,581,SMAD3
3770,581,SMAD4
3771,581,SMAD2
3772,582,PFN1
3773,582,HSPA8
3774,582,VCP
3775,582,ACTG1
3776,582,CLTC
3777,582,TUBB2B
3778,583,DAXX
3779,583,AXIN1
3780,583,HIPK2
3781,583,TP53
3782,584,ITGB3
3783,584,ITGAV
3784,584,THBS1
3785,585,ITGB3
3786,585,ITGAV
3787,585,NOV
3788,586,ACTL6A
3789,586,SMARCB1
3790,586,SMARCC2
3791,586,SMARCC1
3792,587,ITGB1
3793,587,ITGA5
3794,587,COL18A1
3795,588,MEAF6
3796,588,BRPF3
3797,588,KAT6B
3798,588,BRD1
3799,588,ING5
3800,588,BRPF1
3801,588,KAT6A
3802,589,SPTLC1
3803,589,SPTSSB
3804,589,SPTLC3
3805,590,SPTSSA
3806,590,SPTLC1
3807,590,SPTLC3
3808,591,ITGB3
3809,591,ITGA5
3810,591,COL6A3
3811,592,NDUFS7
3812,592,NDUFS3
3813,592,NDUFB6
3814,592,MT-ND1
3815,592,NDUFA6
3816,592,NDUFA9
3817,592,NDUFAF1
3818,593,MT-ND1
3819,593,MT-ND2
3820,593,MT-ND3
3821,593,NDUFAF1
3822,594,RBPJ
3823,594,MAML1
3824,594,NOTCH1
3825,595,NDUFA2
3826,595,NDUFS3
3827,595,MT-ND1
3828,595,NDUFS2
3829,595,NDUFA9
3830,596,NDUFS7
3831,596,NDUFA2
3832,596,NDUFV2
3833,596,NDUFB6
3834,596,NDUFS4
3835,596,NDUFS3
3836,596,MT-ND1
3837,596,NDUFS2
3838,596,NDUFA9
3839,596,NDUFA6
3840,596,NDUFS5
3841,597,NDUFS4
3842,597,NDUFS7
3843,597,NDUFV2
3844,598,CTBP1
3845,598,RBPJ
3846,598,SPEN
3847,598,RBBP8
3848,599,LAT
3849,599,FCGR1A
3850,599,PLCG2
3851,599,SYK
3852,600,LYN
3853,600,FCGR1A
3854,600,PLCG2
3855,601,RBPJ
3856,601,SNW1
3857,601,NCOR2
3858,602,NDUFA4
3859,602,NDUFAB1
3860,602,NDUFB5
3861,602,NDUFB3
3862,602,NDUFB1
3863,602,NDUFB6
3864,602,NDUFB4
3865,602,NDUFB8
3866,602,NDUFB2
3867,602,NDUFC2
3868,602,NDUFB10
3869,602,MT-ND4
3870,602,MT-ND5
3871,602,NDUFB7
3872,602,NDUFB11
3873,602,NDUFB9
3874,603,XRCC5
3875,603,XRCC6
3876,603,YY1
3877,604,NDUFA1
3878,604,NDUFC1
3879,604,NDUFS5
3880,604,NDUFA3
3881,604,NDUFA10
3882,604,MT-ND1
3883,604,MT-ND2
3884,604,MT-ND3
3885,604,MT-ND4L
3886,604,MT-ND6
3887,604,NDUFA8
3888,604,NDUFA6
3889,604,NDUFA9
3890,605,NDUFS8
3891,605,NDUFS4
3892,605,NDUFA2
3893,605,NDUFS7
3894,605,NDUFS2
3895,605,NDUFS6
3896,605,NDUFS3
3897,605,NDUFA7
3898,605,NDUFV2
3899,605,NDUFS1
3900,605,NDUFV1
3901,605,NDUFV3
3902,605,NDUFA5
3903,605,NDUFA11
3904,605,NDUFA13
3905,605,NDUFA12
3906,606,CTBP2
3907,606,CTBP1
3908,606,SPEN
3909,607,LAT
3910,607,PLCG1
3911,607,PIK3R1
3912,607,GRB2
3913,607,SOS1
3914,608,MT-CO2
3915,608,GAPDH
3916,608,ECSIT
3917,608,NDUFAF1
3918,608,TRAF6
3919,609,NDUFS3
3920,609,TOMM20
3921,609,ECSIT
3922,610,NDUFA1
3923,610,MT-CO2
3924,610,MT-ND1
3925,610,ECSIT
3926,610,NDUFAF1
3927,610,TRAF6
3928,611,NDUFS3
3929,611,ECSIT
3930,611,NDUFAF1
3931,612,LCK
3932,612,PIK3R1
3933,612,NOTCH1
3934,613,RBPJ
3935,613,RING1
3936,613,FHL1
3937,614,RBPJ
3938,614,NOTCH1
3939,614,YY1
3940,615,NDUFS4
3941,615,NDUFS7
3942,615,NDUFS2
3943,615,NDUFS6
3944,615,NDUFB8
3945,615,NDUFA10
3946,615,NDUFV2
3947,615,NDUFS1
3948,615,NDUFV1
3949,615,NDUFV3
3950,615,NDUFA9
3951,616,LAT
3952,616,PLCG1
3953,616,CBL
3954,617,PSMB4
3955,617,OAZ1
3956,617,SMAD1
3957,618,PLCG1
3958,618,LCP2
3959,618,ITK
3960,619,VAV1
3961,619,PLCG1
3962,619,LCP2
3963,620,CRK
3964,620,BCAR1
3965,620,DOCK1
3966,621,GNAI1
3967,621,GPSM2
3968,621,NUMA1
3969,622,ITGB1
3970,622,VEGFC
3971,622,ITGA9
3972,623,ITGB1
3973,623,VEGFA
3974,623,ITGA9
3975,624,ITGB1
3976,624,ADAM8
3977,624,ITGA9
3978,625,TUBG1
3979,625,APC
3980,625,IQGAP1
3981,625,TUBA1A
3982,626,TAF4
3983,626,TAF6
3984,626,TAF5
3985,626,TAF12
3986,626,TAF9
3987,627,SKP1
3988,627,CKS1B
3989,627,CDK2
3990,627,CCNE1
3991,627,CUL1
3992,627,CDKN1B
3993,627,SKP2
3994,627,RBX1
3995,628,TGFBR2
3996,628,TGFBR1
3997,628,TGFB3
3998,629,SMAD4
3999,629,SMAD2
4000,629,TGIF1
4001,629,HDAC1
4002,629,FOXH1
4003,630,EEF1E1
4004,630,EPRS
4005,630,DARS
4006,630,IARS
4007,630,QARS
4008,630,RARS
4009,630,MARS
4010,630,AIMP1
4011,630,AIMP2
4012,630,KARS
4013,630,LARS
4014,631,BMP2
4015,631,BMP4
4016,631,BMPR1A
4017,632,SMAD3
4018,632,HDAC1
4019,632,NCOR1
4020,632,SKI
