,complex,gene_names
1414,144,DNTTIP2
1415,145,IFNB1
1416,145,IFNAR1
1417,145,IFNAR2
1418,146,TRPC1
1419,146,RHOA
1420,146,ITPR1
1421,147,GNA11
1422,147,TRPC1
1423,147,CAV1
1424,147,ITPR3
1425,148,DDX6
1426,148,EDC4
1427,148,DCP2
1428,148,EDC3
1429,148,DCP1A
1430,149,LSM7
1431,149,LSM4
1432,149,LSM8
1433,149,LSM5
1434,149,LSM3
1435,149,LSM6
1436,149,LSM1
1437,149,LSM2
1438,150,ATP5H
1439,150,ATP5L
1440,150,MT-ATP6
1441,150,MT-ATP8
1442,150,ATP5G1
1443,150,ATP5B
1444,150,ATP5J
1445,150,ATP5F1
1446,150,ATP5A1
1447,150,ATP5D
1448,150,ATP5C1
1449,150,ATP5O
1450,150,ATP5J2
1451,150,ATP5E
1452,150,ATP5I
1453,150,ATPIF1
1454,151,ARID1A
1455,151,SMARCA4
1456,151,EP300
1457,151,SMARCB1
1458,151,SMARCC2
1459,151,CREBBP
1460,151,SMARCC1
1461,152,ARID1A
1462,152,EP300
1463,152,CREBBP
1464,153,NFKB1
1465,153,MAP3K8
1466,153,TNIP2
1467,154,TP53
1468,154,FHL2
1469,154,HIPK2
1470,155,TIMM23
1471,155,TIMM44
1472,155,TIMM17B
1473,155,TIMM17A
1474,156,MSL3
1475,156,KANSL1
1476,156,MSL1
1477,156,KAT8
1478,156,MSL2
1479,157,DSCC1
1480,157,RFC3
1481,157,CHTF18
1482,157,CHTF8
1483,158,KDM1A
1484,158,RBBP4
1485,158,CHD3
1486,158,MTA1
1487,158,HDAC1
1488,158,CHD4
1489,158,HDAC2
1490,159,CASK
1491,159,APBA1
1492,159,LIN7C
1493,160,HDAC2
1494,160,KDM1A
1495,160,RCOR1
1496,160,GTF2I
1497,160,ZMYM2
1498,160,ZNF516
1499,160,ZMYM3
1500,160,HMG20B
1501,160,GSE1
1502,160,PHF21A
1503,160,ZNF217
1504,160,HDAC1
1505,160,BRCA2
1506,161,RCOR1
1507,161,KDM1A
1508,161,HDAC1
1509,162,KDM1A
1510,162,ZNF217
1511,162,HSPA1A
1512,162,HSPA1B
1513,162,CTBP1
1514,162,HDAC1
1515,162,RREB1
1516,162,PHF21A
1517,162,PHF21B
1518,162,HMG20A
1519,162,HMG20B
1520,162,RCOR3
1521,162,ZMYM2
1522,162,RCOR1
1523,163,AURKA
1524,163,TACC1
1525,163,CKAP5
1526,164,KDM1A
1527,164,MTA2
1528,164,GTF2I
1529,164,RBBP4
1530,164,CHD3
1531,164,MTA1
1532,164,HDAC1
1533,164,ZMYM3
1534,164,GSE1
1535,164,CHD4
1536,164,RBBP7
1537,164,HDAC2
1538,164,PHF21A
1539,164,SIN3A
1540,164,HMG20B
1541,164,ZMYM2
1542,164,RCOR1
1543,165,KDM1A
1544,165,GTF2I
1545,165,HDAC1
1546,165,ZMYM3
1547,165,HDAC2
1548,166,RANBP9
1549,166,MPHOSPH8
1550,166,GID8
1551,166,MKLN1
1552,167,CBX4
1553,167,ZEB2
1554,167,KDM1A
1555,167,ZNF217
1556,167,ZEB1
1557,167,CTBP2
1558,167,CTBP1
1559,167,HDAC1
1560,167,ZNF516
1561,167,RREB1
1562,167,HDAC2
1563,167,LCOR
1564,167,EHMT2
1565,167,EHMT1
1566,167,RCOR3
1567,167,RCOR1
1568,167,CDYL
1569,168,KDM1A
1570,168,ZEB1
1571,168,CTBP2
1572,168,CTBP1
1573,168,HDAC1
1574,168,HDAC2
1575,168,EHMT2
1576,168,EHMT1
1577,168,RCOR1
1578,169,MBD2
1579,169,CHD3
1580,169,RBBP4
1581,169,GATAD2A
1582,169,KDM1A
1583,169,MTA2
1584,169,MBD3
1585,169,RBBP7
1586,169,RCOR1
1587,169,HDAC1
1588,170,MTA2
1589,170,MBD3
1590,170,RBBP4
1591,170,CHD3
1592,170,RBBP7
1593,170,GATAD2A
1594,170,HDAC2
1595,171,AP3B1
1596,171,AP3D1
1597,171,SNAPIN
1598,171,AP3M2
1599,171,AP3S2
1600,171,BLOC1S1
1601,171,AP3B2
1602,171,BLOC1S3
1603,171,BLOC1S2
1604,171,BLOC1S5
1605,171,AP3S1
1606,171,DTNBP1
1607,171,BLOC1S4
1608,171,BLOC1S6
1609,171,AP3M1
1610,172,VPS26B
1611,172,SNX1
1612,172,VPS35
1613,172,VPS29
1614,172,VPS26A
1615,172,SNX2
1616,173,KCNMA1
1617,173,ADRB2
1618,173,AKAP5
1619,174,GINS1
1620,174,GINS4
1621,174,GINS3
1622,174,GINS2
1623,175,SLC9A3R1
1624,175,CFTR
1625,175,EZR
1626,176,SLC9A3R1
1627,176,ADRB2
1628,176,CFTR
1629,177,ZW10
1630,177,PSMD8
1631,177,RINT1
1632,178,HGS
1633,178,SNAP25
1634,178,STX12
1635,179,SNAP25
1636,179,VAMP3
1637,179,STX12
1638,179,NAPB
1639,179,VAMP2
1640,180,SPI1
1641,180,HDAC1
1642,180,SIN3A
1643,181,ACTN4
1644,181,SVIL
1645,181,ITGB2
1646,181,HSP90AB1
1647,181,HSPA1A
1648,181,HSPA8
1649,181,PTPRB
1650,181,PI4KA
1651,181,ACTB
1652,181,MPP3
1653,181,LAMA3
1654,181,P2RX7
1655,182,GPS1
1656,182,ERCC8
1657,182,CUL4A
1658,182,DDB2
1659,182,DDB1
1660,182,POLR2A
1661,182,COPS7A
1662,182,COPS3
1663,182,TP53
1664,182,COPS6
1665,182,COPS8
1666,182,COPS2
1667,182,RBX1
1668,182,COPS4
1669,182,COPS5
1670,183,STX4
1671,183,VAMP1
1672,183,SNAP23
1673,184,STX4
1674,184,VAMP2
1675,184,SNAP23
1676,185,VAMP1
1677,185,VAMP7
1678,185,STX4
1679,186,SAP18
1680,186,ARID1A
1681,186,SAP30
1682,186,ACTL6A
1683,186,SMARCA4
1684,186,RBBP4
1685,186,SMARCB1
1686,186,HDAC1
1687,186,RBBP7
1688,186,ARID4B
1689,186,SMARCC2
1690,186,HDAC2
1691,186,SMARCC1
1692,186,SMARCD1
1693,186,SIN3A
1694,186,ING1
1695,187,MAGOH
1696,187,EIF4A3
1697,187,RBM8A
1698,187,UPF3B
1699,187,CASC3
1700,187,PYM1
1701,188,EIF3C
1702,188,EIF3B
1703,188,EIF3L
1704,188,EIF3F
1705,188,EIF3K
1706,188,EIF3M
1707,188,EIF3A
1708,188,EIF3I
1709,188,EIF3H
1710,188,EIF3G
1711,188,EIF3D
1712,188,EIF3J
1713,188,EIF3E
1714,189,HDAC2
1715,189,SIN3B
1716,189,HESX1
1717,189,NCOR2
1718,189,HDAC1
1719,189,SIN3A
1720,190,HEY2
1721,190,SIN3A
1722,190,NCOR2
1723,190,HDAC1
1724,191,SIN3A
1725,191,MECP2
1726,191,HDAC2
1727,191,HDAC1
1728,192,SGCE
1729,192,NOS3
1730,192,UTRN
1731,192,CAV1
1732,192,DAG1
1733,193,SAP18
1734,193,RNPS1
1735,193,ACIN1
1736,194,IPO13
1737,194,MAGOH
1738,194,RBM8A
1739,195,XPO1
1740,195,NCBP1
1741,195,PHAX
1742,195,RAN
1743,195,NCBP2
1744,196,RNPS1
1745,196,ALYREF
1746,196,SRRM1
1747,196,UPF3B
1748,196,UPF2
1749,196,NXF1
1750,196,RBM8A
1751,197,ARID1A
1752,197,MTA2
1753,197,MBD3
1754,197,ACTL6A
1755,197,HNRNPC
1756,197,SMARCA4
1757,197,ACTB
1758,197,RBBP4
1759,197,SMARCB1
1760,197,HDAC1
1761,197,CHD4
1762,197,SMARCC2
1763,197,GATAD2B
1764,197,HDAC2
1765,197,DPF2
1766,197,SMARCC1
1767,197,SMARCD2
1768,197,SMARCE1
1769,197,MBD2
1770,198,URI1
1771,198,POLR2E
1772,198,SKP1
1773,198,SKP2
1774,198,CUL1
1775,198,PFDN2
1776,198,STAP1
1777,198,RUVBL2
1778,198,RUVBL1
1779,199,GSPT1
1780,199,ETF1
1781,199,UPF1
1782,199,SMG1
1783,200,EIF4A3
1784,200,MAGOH
1785,200,DDX39B
1786,200,RNPS1
1787,200,ALYREF
1788,200,SRRM1
1789,200,UPF3B
1790,200,RBM8A
1791,201,NR3C2
1792,201,PPP3CA
1793,201,NCOA1
1794,202,EXOSC4
1795,202,DIS3
1796,202,EXOSC5
1797,202,EXOSC3
1798,202,EXOSC2
1799,202,MPHOSPH6
1800,202,EXOSC8
1801,202,EXOSC7
1802,202,EXOSC1
1803,202,EXOSC6
1804,202,EXOSC10
1805,202,EXOSC9
1806,202,DIS3L
1807,203,CPLX4
1808,203,STX1A
1809,203,SNAP25
1810,203,CPLX3
1811,203,CPLX1
1812,203,CPLX2
1813,203,VAMP2
1814,203,STX3
1815,204,SNAP23
1816,204,STX11
1817,204,VAMP2
1818,205,ACTL6A
1819,205,VPS72
1820,205,SRCAP
1821,205,EP400
1822,205,BRD8
1823,205,EPC1
1824,205,DMAP1
1825,205,RUVBL2
1826,205,RUVBL1
1827,205,TRRAP
1828,206,UPF1
1829,206,UPF3A
1830,206,UPF2
1831,207,UPF1
1832,207,UPF3B
1833,207,UPF2
1834,208,RNPS1
1835,208,UPF1
1836,208,UPF3B
1837,208,UPF3A
1838,208,UPF2
1839,208,NXF1
1840,208,RBM8A
1841,209,SNRPD2
1842,209,CLNS1A
1843,209,SNRPD1
1844,209,PRMT5
1845,209,SNRPB
1846,209,SNRPD3
1847,210,PARN
1848,210,EXOSC10
1849,210,EXOSC2
1850,210,DCP2
1851,210,XRN1
1852,210,UPF1
1853,210,UPF3B
1854,210,XRN2
1855,210,UPF2
1856,210,EXOSC4
1857,211,GEMIN5
1858,211,SMN1
1859,211,GEMIN4
1860,211,CLNS1A
1861,211,GEMIN2
1862,211,PRMT5
1863,211,SNRPB
1864,211,DDX20
1865,211, SMN2
1866,212,PRMT5
1867,212,SNRPB
1868,212,CLNS1A
1869,213,CDH5
1870,213,CTNNB1
1871,213,PARD3
1872,214,TRPC1
1873,214,ORAI1
1874,214,CTNND2
1875,215,PARD6A
1876,215,CDH5
1877,215,PARD3
1878,216,SNRPB
1879,216,CLNS1A
1880,216,SNRPE
1881,216,SNRPF
1882,216,SNRPG
1883,216,SNRPD1
1884,216,SNRPD2
1885,216,SNRPD3
1886,217,SERPINA5
1887,217,KLK3
1888,217,SCG2
1889,218,CAPZB
1890,218,CAPZA1
1891,218,AMOT
1892,218,ARHGAP17
1893,218,MPP5
1894,218,PATJ
1895,218,SH3KBP1
1896,218,CD2AP
1897,219,PRKCI
1898,219,ARHGAP17
1899,219,PARD3
1900,220,MPDZ
1901,220,AMOT
1902,220,MPP7
1903,220,ARHGAP17
1904,220,AMOTL1
1905,220,MPP5
1906,220,PATJ
1907,220,AMOTL2
1908,221,DNMT1
1909,221,EHMT2
1910,221,PCNA
1911,222,MED19
1912,222,MED22
1913,222,MED1
1914,222,MED25
1915,222,MED8
1916,222,MED18
1917,222,MED4
1918,222,MED17
1919,222,MED29
1920,222,MED11
1921,223,STX6
1922,223,VAMP4
1923,223,VAMP3
1924,223,VAMP8
1925,224,STX16
1926,224,VAMP4
1927,224,VAMP3
1928,225,STX6
1929,225,VAMP3
1930,225,VTI1A
1931,226,STX16
1932,226,STX6
1933,226,VAMP4
1934,226,VTI1A
1935,226,VTI1B
1936,227,DLG1
1937,227,AKAP5
1938,227,PRKAR2A
1939,227,ADRB1
1940,227,PRKAR2B
1941,228,RBBP4
1942,228,HDAC2
1943,228,RBBP7
1944,228,MTA1
1945,228,HDAC1
1946,228,SIN3A
1947,229,CCNC
1948,229,MED7
1949,229,MED23
1950,229,CDK8
1951,230,MED14
1952,230,MED6
1953,230,MED23
1954,231,KIF3B
1955,231,PRKCI
1956,231,PARD3
1957,231,PARD6A
1958,231,KIF3A
1959,232,MED7
1960,232,MED14
1961,232,MED24
1962,232,MED6
1963,232,MED15
1964,232,MED18
1965,232,MED4
1966,232,MED17
1967,232,MED23
1968,232,MED16
1969,233,MPP5
1970,233,PARD3
1971,233,PARD6A
1972,234,HNRNPC
1973,234,TOP2A
1974,234,DHX9
1975,234,SSRP1
1976,234,PRPF8
1977,234,SRPK1
1978,234,DDX21
1979,235,CENPC
1980,235,CENPU
1981,235,CENPT
1982,235,CENPN
1983,235,CENPH
1984,235,CENPM
1985,236,SMARCA5
1986,236,CENPB
1987,236,HSPA5
1988,236,HSPA8
1989,236,FBL
1990,236,BMI1
1991,236,CENPA
1992,236,KIF23
1993,236,CENPC
1994,236,RING1
1995,236,SSRP1
1996,236,CBX3
1997,236,CUL4A
1998,236,WTAP
1999,236,DDB1
2000,236,COBLL1
2001,236,ZC3H13
2002,236,KIAA1429
2003,236,PLPPR3
2004,236,CENPU
2005,236,CENPL
2006,236,NUP93
2007,236,SHCBP1
2008,236,DHX38
2009,236,CENPI
2010,236,ZFP91
2011,236,RSF1
2012,236,RNF2
2013,236,CENPK
2014,236,CENPO
2015,236,SRRT
2016,236,WDR11
2017,236,RACGAP1
2018,236,CENPH
2019,236,CBX8
2020,236,CENPM
2021,236,SUPT16H
2022,237,SSRP1
2023,237,SUPT16H
2024,237,NEK9
2025,238,CSNK2B
2026,238,SSRP1
2027,238,SUPT16H
2028,238,CSNK2A2
2029,238,CSNK2A1
2030,239,STX7
2031,239,VPS11
2032,239,VPS18
2033,240,VPS16
2034,240,VPS11
2035,240,VPS18
2036,241,PRKCI
2037,241,LLGL2
2038,241,PARD6B
2039,242,PRKCI
2040,242,PARD3
2041,242,PARD6B
2042,243,PRKCI
2043,243,LLGL1
2044,243,PARD6B
2045,244,GPAA1
2046,244,PIGK
2047,244,PIGT
2048,244,PIGS
2049,244,PIGU
2050,245,KIN
2051,245,PCNA
2052,245,RPA1
2053,246,HNRNPA2B1
2054,246,PTGES3
2055,246,PDCD6
2056,247,POLA1
2057,247,CCNA2
2058,247,CDK2
2059,247,RFC4
2060,247,RFC2
2061,247,RFC1
2062,247,RFC5
2063,247,RFC3
2064,247,POLA2
2065,248,RPA2
2066,248,POLE
2067,248,PARP1
2068,248,TOP1
2069,248,POLD1
2070,248,RFC2
2071,248,CDK2
2072,248,CCNA2
2073,248,RPA3
2074,248,RPA1
2075,248,CDK1
2076,248,POLA1
2077,248,CCNB1
2078,248,LIG1
2079,248,RFC1
2080,249,ERCC3
2081,249,GTF2H1
2082,249,GTF2H2
2083,249,GTF2H3
2084,249,GTF2H4
2085,250,ACTB
2086,250,TJP1
2087,250,DTNA
2088,251,XPO1
2089,251,SNUPN
2090,251,RAN
2091,252,ESR1
2092,252,BCL3
2093,252,RELA
2094,252,NCOA3
2095,253,BCL2
2096,253,CASP8
2097,253,BFAR
2098,254,SNRPB
2099,254,SNRPE
2100,254,SNRPF
2101,254,SNRPG
2102,254,SNRPD1
2103,254,SNRPD2
2104,254,SNRPD3
2105,254,YBX1
2106,254,SNRNP35
2107,254,SRSF7
2108,254,SNRNP48
2109,254,PDCD7
2110,254,TOE1
2111,254,SNRNP25
2112,254,PRKRIP1
2113,255,LEPR
2114,255,EGFR
2115,255,SNX1
2116,255,INSR
2117,255,SNX4
2118,255,SNX2
2119,255,PDGFRA
2120,256,HEXIM1
2121,256,CCNT1
2122,256,CDK9
2123,256,LARP7
2124,257,SUPT5H
2125,257,CCNT1
2126,257,CDK9
2127,258,SKP2
2128,258,CCNT1
2129,258,CDK9
2130,259,GRN
2131,259,CCNT1
2132,259,CDK9
2133,260,LIG3
2134,260,POLB
2135,260,PDXK
2136,260,XRCC1
2137,260,NEIL2
2138,260,NEIL1
2139,261,XRCC5
2140,261,XRCC6
2141,261,PCNA
2142,262,ATP5L
2143,262,HSPD1
2144,262,SDHA
2145,262,HSPA9
2146,262,FXN
2147,262,LYRM4
2148,262,AFG3L2
2149,263,POLE
2150,263,PRIM1
2151,263,POLE4
2152,263,TOP1
2153,263,POLD1
2154,263,POLE3
2155,263,TOP2A
2156,263,PCNA
2157,263,RPA1
2158,263,POLE2
2159,263,POLD4
2160,263,POLA1
2161,263,PRIM2
2162,263,POLD3
2163,263,LIG1
2164,263,RFC1
2165,263,POLA2
2166,263,POLD2
2167,264,POLA1
2168,264,PRIM1
2169,264,PRIM2
2170,264,POLA2
2171,265,TOP1
2172,265,GTF3A
2173,265,GTF3C4
2174,265,SUB1
2175,265,GTF3C2
2176,265,GTF3C3
2177,265,GTF3C5
2178,265,GTF3C1
2179,266,BDP1
2180,266,TBP
2181,266,GTF3C1
2182,266,GTF3C2
2183,266,GTF3A
2184,266,BRF1
2185,266,GTF3C4
2186,266,GTF3C5
2187,266,GTF3C3
2188,267,AURKB
2189,267,BIRC5
2190,267,XPO1
2191,268,CHD4
2192,268,ATR
2193,268,HDAC2
2194,269,CPLX1
2195,269,STX3
2196,269,CPLX3
2197,270,NUDT21
2198,270,DHX16
2199,270,PCF11
2200,270,ERCC3
2201,270,SFPQ
2202,270,U2AF2
2203,270,PTBP1
2204,270,MRE11A
2205,270,U2AF1
2206,270,TJP1
2207,270,CAPRIN1
2208,270,CPSF6
2209,270,CPSF7
2210,270,GTF2H4
2211,270,CLP1
2212,270,CPSF3
2213,271,GEMIN5
2214,271,GEMIN4
2215,271,GEMIN7
2216,271,SNRPG
2217,271,SNRPD3
2218,271,STRAP
2219,271,SNRPE
2220,271,DDX20
2221,271,SNRPN
2222,271,SNRPA
2223,271,SNRPD2
2224,271,GEMIN2
2225,271,GEMIN8
2226,271,SNRPF
2227,271,SNRPD1
2228,271,GEMIN6
2229,271,SNRPB
2230,271,SMN1
2231,271, SMN2
2232,272,CPSF4
2233,272,CPSF1
2234,272,FIP1L1
2235,272,CPSF2
2236,272,CPSF3
2237,273,CSTF2
2238,273,CSTF1
2239,273,CPSF1
2240,273,CSTF3
2241,273,SYMPK
2242,273,CPSF2
2243,273,CPSF3
2244,274,SNRPA
2245,274,DDX5
2246,274,SFPQ
2247,274,NONO
2248,275,HAT1
2249,275,NASP
2250,275,HIST1H4A
2251,275,HIST1H3A
2252,275,RBBP4
2253,275,CHAF1A
2254,275,CHAF1B
2255,275,IPO4
2256,275,ASF1B
2257,275,ASF1A
2258,276,HAT1
2259,276,NASP
2260,276,HIRA
2261,276,HIST1H4A
2262,276,H3F3A
2263,276, H3F
2264,276,RBBP4
2265,276,IPO4
2266,276,ASF1B
2267,276,ASF1A
2268,277,INTS12
2269,277,CPSF3L
2270,277,INTS2
2271,277,INTS1
2272,277,INTS4
2273,277,INTS5
2274,277,POLR2A
2275,277,INTS9
2276,277,POLR2B
2277,277,INTS10
2278,277,INTS8
2279,277,INTS7
2280,277,INTS6
2281,277,INTS3
2282,278,SAC3D1
2283,278,BRCA2
2284,278,SHFM1
2285,278,CPSF3L
2286,278,INTS5
2287,278,INTS8
2288,278,INTS4
2289,278,LENG8
2290,278,INTS2
2291,278,INTS9
2292,278,INTS7
2293,278,INTS10
2294,278,INTS6
2295,279,EP300
2296,279,ING1
2297,279,PCNA
2298,280,RNF40
2299,280,UBE2E1
2300,280,RNF20
2301,281,ACTL6A
2302,281,ACTB
2303,281,EP400
2304,281,RUVBL2
2305,281,RUVBL1
2306,281,TRRAP
2307,282,CDC73
2308,282,CTR9
2309,282,PAF1
2310,282,LEO1
2311,282,WDR61
2312,283,SKIV2L
2313,283,TTC37
2314,283,WDR61
2315,284,SNAP23
2316,284,STX4
2317,284,VAMP3
2318,284,VAMP8
2319,285,EED
2320,285,EZH2
2321,285,SIRT1
2322,286,HSPA8
2323,286,SKP1
2324,286,RING1
2325,286,BCOR
2326,286,RYBP
2327,286,KDM2B
2328,286,RNF2
2329,286,PCGF1
2330,287,CENPC
2331,287,APITD1
2332,287,CENPT
2333,287,CENPI
2334,287,CENPP
2335,287,CENPO
2336,287,CENPL
2337,287,CENPM
2338,287,CENPQ
2339,287,CENPU
2340,287,CENPN
2341,287,CENPK
2342,287,ITGB3BP
2343,287,CENPH
2344,288,SART1
2345,288,HNRNPR
2346,288,PLRG1
2347,288,AQR
2348,288,SYNCRIP
2349,288,CDC40
2350,288,SF3B1
2351,288,SNRNP200
2352,288,PRPF6
2353,288,SLU7
2354,288,SYF2
2355,288,HNRNPC
2356,288,SNRPB2
2357,288,HNRNPA1
2358,288,SNRPA1
2359,288,PABPC1
2360,288,SNRPB
2361,288,DDX5
2362,288,HNRNPA2B1
2363,288,HNRNPH1
2364,288,RBMX
2365,288,EIF4A3
2366,288,MTREX
2367,288,HNRNPA3
2368,288,HNRNPM
2369,288,HNRNPF
2370,288,MAGOH
2371,288,HNRNPK
2372,288,SNRPE
2373,288,SNRPF
2374,288,SNRPG
2375,288,LSM3
2376,288,SNRPD1
2377,288,SNRPD2
2378,288,SNRPD3
2379,288,HNRNPU
2380,288,U2AF1
2381,288,SRSF1
2382,288,SF3A3
2383,288,SF3B2
2384,288,PRPF4B
2385,288,SNW1
2386,288,FRG1
2387,288,DHX8
2388,288,EFTUD2
2389,288,SF3B3
2390,288,SF3A2
2391,288,SF3A1
2392,288,ZCCHC8
2393,288,PRPF8
2394,288,CWC27
2395,288,ALYREF
2396,288,SRRM1
2397,288,CACTIN
2398,288,DHX38
2399,288,PPWD1
2400,288,DGCR14
2401,288,SNRNP40
2402,288,CDC5L
2403,288,GPATCH1
2404,288,WDR83
2405,288,DDX23
2406,288,CRNKL1
2407,288,PPIL3
2408,288,PNN
2409,288,DHX35
2410,288,CWC22
2411,288,XAB2
2412,288,RBM22
2413,288,CWC15
2414,288,TFIP11
2415,288,DDX41
2416,288,RALY
2417,288,ISY1
2418,288,PRPF19
2419,288,PPIE
2420,288,SRRM2
2421,288,LSM2
2422,288,PPIL1
2423,288,RBM8A
2424,289,PLRG1
2425,289,BCAS2
2426,289,HSPA8
2427,289,GCN1
2428,289,CDC5L
2429,289,PRPF19
2430,290,SFI1
2431,290,PPM1D
2432,290,PLRG1
2433,290,SF3B1
2434,290,BCAS2
2435,290,SNRPA
2436,290,SNRPA1
2437,290,HSPA8
2438,290,TOP2A
2439,290,TCF4
2440,290,SFPQ
2441,290,RBMX
2442,290,PPP1CA
2443,290,SNRPD1
2444,290,SNRPD2
2445,290,SNRPD3
2446,290,PRKDC
2447,290,SRSF2
2448,290,SRSF1
2449,290,ILF2
2450,290,SF3B2
2451,290,DYNC1H1
2452,290,SF3B4
2453,290,BZW1
2454,290,SRRM1
2455,290,GCN1
2456,290,CDC5L
2457,290,CWC15
2458,290,PRPF19
2459,290,SCAF8
2460,291,PIK3C2A
2461,291,PIK3C2B
2462,291,EGFR
2463,291,ERBB2
2464,292,CHMP2A
2465,292,CHMP1B
2466,292,CHMP4C
2467,292,CHMP6
2468,292,CHMP4A
2469,292,CHMP4B
2470,292,CHMP1A
2471,292,CHMP5
2472,292,CHMP2B
2473,292,CHMP3
2474,293,VPS36
2475,293,SNF8
2476,293,VPS25
2477,294,NBN
2478,294,XRCC6
2479,294,XRCC5
2480,294,LIG4
2481,294,MRE11A
2482,294,XRCC4
2483,294,RAD50
2484,295,SUPT5H
2485,295,HTATSF1
2486,295,NCL
2487,295,POLR2A
2488,295,CDK9
2489,296,VPS37C
2490,296,TSG101
2491,296,VPS28
2492,297,XRCC6
2493,297,TERF2IP
2494,297,MRE11A
2495,297,PARP1
2496,297,XRCC5
2497,297,TINF2
2498,297,RAD50
2499,297,TERF2
2500,298,E2F6
2501,298,GJB3
2502,298,MAX
2503,298,RING1
2504,298,TFDP1
2505,298,MGA
2506,298,YAF2
2507,298,L3MBTL2
2508,298,EHMT2
2509,298,RNF2
2510,298,PCGF6
2511,298,EHMT1
2512,299,STT3B
2513,299,DAD1
2514,299,TUSC3
2515,299,MAGT1
2516,299,STT3A
2517,299,RPN2
2518,299,RPN1
2519,299,DDOST
2520,300,TNKS
2521,300,TERF1
2522,300,TINF2
2523,301,ARNT
2524,301,AHR
2525,301,RBX1
2526,301,TBL3
2527,301,CUL4B
2528,301,DDB1
2529,302,TNKS
2530,302,TERF1
2531,302,TNKS2
2532,303,XRCC5
2533,303,XRCC6
2534,303,TERF2
2535,304,HNRNPR
2536,304,SSB
2537,304,NPM1
2538,304,HSPA5
2539,304,PABPC1
2540,304,H2AFX
2541,304,CALR
2542,304,CALM1
2543,304, CAL
2544,304,HIST1H4A
2545,304,SSRP1
2546,304,HIST3H2BB
2547,304,EIF3L
2548,304,SUPT16H
2549,305,SPOP
2550,305,BMI1
2551,305,CUL3
2552,306,SPOP
2553,306,H2AFY
2554,306,CUL3
2555,307,NPM1
2556,307,PARP1
2557,307,HSPA5
2558,307,H2AFX
2559,307,CALR
2560,307,DHX30
2561,307,HIST3H2BB
2562,308,NPM1
2563,308,HSPA5
2564,308,H2AFX
2565,308,YBX3
2566,308,CALR
2567,308,HIST1H2BB
2568,308,HIST1H4A
2569,308,HIST3H2BB
2570,308,PTCD3
2571,308,HIST1H2BM
2572,309,BAZ1B
2573,309,SMARCD1
2574,309,SUPT16H
2575,309,SMARCA2
2576,309,TOP2B
2577,309,CHAF1A
2578,309,VDR
2579,309,ARID1A
2580,309,SMARCB1
2581,309,ACTL6A
2582,309,SMARCE1
2583,309,SMARCA4
2584,309,SMARCC1
2585,309,SMARCC2
2586,310,PRMT5
2587,310,FBL
2588,310,C1QBP
2589,310,TUBA1A
2590,310,PRMT1
2591,310,TUBB1
2592,311,REST
2593,311,SIN3A
2594,311,RCOR1
2595,312,SPOP
2596,312,CUL3
2597,312,DAXX
2598,313,CYCS
2599,313,APAF1
2600,313,CASP9
2601,314,RB1
2602,314,E2F1
2603,314,CEBPE
2604,315,MEN1
2605,315,POLR2B
2606,315,WDR5
2607,315,KDM6B
2608,315,DPY30
2609,315,ASH2L
2610,315,KMT2B
2611,316,TBL1X
2612,316,SKP1
2613,316,SIAH1
2614,316,CACYBP
2615,317,SERPIND1
2616,317,PSIP1
2617,317,HCFC1
2618,317,KMT2A
2619,317,KMT2D
2620,317,OGT
2621,317,MEN1
2622,317,HCFC2
2623,317,ASH2L
2624,317,WDR5
2625,317,DPY30
2626,317,KDM6B
2627,318,SAP18
2628,318,SMARCA5
2629,318,KDM1A
2630,318,SAP30
2631,318,MTA2
2632,318,MBD3
2633,318,TBP
2634,318,TAF1
2635,318,TAF6
2636,318,SMARCA2
2637,318,WDR5
2638,318,RAN
2639,318,KMT2A
2640,318,RBBP4
2641,318,SMARCB1
2642,318,CHD3
2643,318,HDAC1
2644,318,EFTUD2
2645,318,KDM6B
2646,318,TAF12
2647,318,RBBP7
2648,318,TAF9
2649,318,SMARCC2
2650,318,HDAC2
2651,318,SYMPK
2652,318,SMARCC1
2653,318,SIN3A
2654,318,CPSF2
2655,319,SNRNP70
2656,319,SNRPA1
2657,319,TRA2B
2658,319,SRRM1
2659,319,SRRM2
2660,320,PTBP1
2661,320,HNRNPH1
2662,320,PTBP2
2663,320,HNRNPF
2664,320,KHSRP
2665,321,ARRB2
2666,321,MAP2K4
2667,321,MAP3K5
2668,322,ARRB2
2669,322,MAP2K4
2670,322,MAPK10
2671,323,SYNCRIP
2672,323,CSDE1
2673,323,PABPC1
2674,323,HNRNPD
2675,323,PAIP1
2676,324,HSPA8
2677,324,PABPC1
2678,324,EIF4G1
2679,324,HNRNPD
2680,325,TBP
2681,325,TAF1
2682,325,TAF5
2683,325,TAF11
2684,325,TAF12
2685,326,TBP
2686,326,TAF6
2687,326,TAF5
2688,326,TAF11
2689,326,TAF9
2690,327,DDX3X
2691,327,HNRNPDL
2692,327,DHX15
2693,327,DDX5
2694,327,HNRNPH1
2695,327,FUS
2696,327,HNRNPM
2697,327,HNRNPU
2698,327,EWSR1
2699,327,ILF2
2700,327,ILF3
2701,327,TARDBP
2702,327,DGCR8
2703,327,DDX1
2704,327,TAF15
2705,327,DDX17
2706,327,SRPK1
2707,327,HNRNPUL1
2708,327,DROSHA
2709,327,RALY
2710,328,SNRNP200
2711,328,UBR5
2712,328,TUBB
2713,328,HSPA5
2714,328,PFKL
