,target,prey,confidence
866,TTK,UTRN,B+
867,TTK,RPL7A,B-
868,TTK,ESPL1,B
869,TTK,GEMIN5,B
870,TTK,HERC5,B-
871,TSC1,PYGB,A
872,TSC1,ZNF3,A-
873,TSC1,TSC2,A+
874,TSC1,DNM2,B
875,TSC1,DAP3,B-
876,TSC1,MRPS9,B-
877,TSC1,ZBED6,A-
878,TSC1,TSC1,A+
879,TSC1,CCDC101,A-
880,TSC1,PDF,A
881,TSC1,EIF4ENIF1,B-
882,TFG,LOC401307,A+
883,TFG,ITSN1,B
884,TFG,NCOA4,B-
885,TFG,SEC31A,A+
886,TFG,PDCD6IP,B
887,TFG,CHMP4A;TM9SF1,A+
888,TFG,ATP6V0A1,A+
889,TFG,TFG,A+
890,TFG,ABI3BP,A+
891,TFG,SCLY,B
892,TFG,MTUS2,A+
893,TFG,AURKB,B-
894,TFG,CHMP2A,A+
895,TFG,URB1,B-
896,TFG,SNX3,B
897,TFG,ATP5H,A-
898,TFG,ANXA1,B+
899,TFG,CLTA,B
900,TFG,TOP2A,B
901,TFG,ATP6V1B2,B
902,TFG,RPL4,B-
903,TFG,IST1,A+
904,TFG,RARS,B-
905,TFG,RPL10A,B-
906,TFG,FLOT2,B
907,TFG,CLINT1,B
908,TFG,CHMP4A,A+
909,TFG,NIPBL,B-
910,TFG,C3orf17,B-
911,TFG,CHMP1B,B
912,TFG,FBXL6,B
913,TFG,PLBD2,B-
914,TFG,MITD1,B+
915,TFG,DGCR8,B-
916,TFG,TOP1MT,B
917,TFG,ERGIC1,B-
918,TFG,TSG101,B+
919,TFG,PHF20,A
920,TFG,NAT10,B
921,TFG,CHMP4B,A+
922,TFG,BICC1,B-
923,TFG,CHMP1A,A+
924,TFG,CHMP5,A+
925,TFG,KLHL13,A+
926,TFG,DPM3,B-
927,TFG,RCL1,B-
928,TFG,CHMP3,A+
929,MGP,RASAL2,A+
930,MGP,UBR5,A+
931,MGP,TTI1,B+
932,MGP,CALU,B
933,MGP,MGP,A+
934,MGP,HSP90B1,B+
935,MGP,GGCX,A+
936,MGP,HNRNPM,B
937,MGP,HADHB,B
938,MGP,LGALS3BP,B
939,MGP,SQSTM1,B+
940,MGP,GANAB,B
941,MGP,RCN1,B+
942,MGP,UBR4,B
943,MGP,RNF219,B+
944,MGP,PKN3,A+
945,MGP,UBR1,B+
946,MGP,HEATR1,B
947,MYH14,SRI,A-
948,MYH14,SSR3,B-
949,MYH14,ABCD3,B-
950,MYH14,NUP155,A+
951,MYH14,MYH14,A+
952,MYH14,DNMT1,A
953,MYH14,ECH1,A
954,MYH14,nan,A+
955,MYH14,CHMP2B,A-
956,MYH14,CEPT1,B
957,STAT5A,R3HDM2,A+
958,STAT5A,STAT5A,A+
959,STAT5A,PDHX,A+
960,STAT5A,RNF13,B
961,STAT5A,FARS2,B-
962,STAT5A,PDHA1,A+
963,STAT5A,DLAT,A+
964,STAT5A,PDHB,A+
965,STAT5A,KRT121P;KRT81;KRT83;KRT86,A
966,STAT5A,ERMP1,B
967,STAT5A,SPICE1,B-
968,STAT5A,GDF15,A
969,STAT5A,ILKAP,B
970,STAT5A,ADD3,B+
971,STAT5A,ICAM5,B
972,SMCHD1,SMCHD1,A+
973,SMCHD1,NRD1,A
974,SMCHD1,SETD1A,B
975,SMCHD1,MRPL19,B
976,SMCHD1,KRT121P;KRT81;KRT83;KRT86,B
977,SMCHD1,GLYR1,A
978,SMCHD1,ACSS2,A
979,SMCHD1,DDX60,B
980,SMCHD1,ERGIC1,B-
981,SMCHD1,MRPL18,A-
982,SMCHD1,ZNF219,B-
983,SMCHD1,HSPB8,B
984,SMCHD1,FBXO5,A
985,NFYA,MRPL3,B
986,NFYA,NFYB,A+
987,NFYA,SLC16A3,B
988,NFYA,ZNF3,B
989,NFYA,NFYA,A+
990,NFYA,SFSWAP,B
991,NFYA,NFYC,A+
992,NFYA,DGCR8,B-
993,NFYA,C3orf37,B
994,NFYA,SFXN3,B-
995,NFYA,OSBPL1A,B-
996,NFYA,SS18L2,B
997,NFYA,LRCH1,A
998,NFYA,IVNS1ABP,B-
999,KLF8,SGSM3,B-
1000,KLF8,BIN1,B
1001,KLF8,KLF8,A+
1002,KLF8,DKFZp686M2226;MICALL1,B
1003,KLF8,DGCR8,B-
1004,KLF8,ANTXR1,B-
1005,SYN1,LUC7L3,A+
1006,SYN1,SAP130,B-
1007,SYN1,SYN1,A+
1008,SYN1,PSMD2,B
1009,SYN1,ERI1,B-
1010,SYN1,GTF3C2,B-
1011,SYN1,ATG4A,B-
1012,SYN1,DGCR8,B-
1013,SYN1,ERGIC1,B-
1014,SYN1,ANTXR1,B-
1015,SYN1,VPS54,A
1016,ATP7A,FAM127A;FAM127B;FAM127C,B
1017,ATP7A,SLC39A7,B
1018,ATP7A,RP11;RPP30,B-
1019,ATP7A,ESYT2,B-
1020,ATP7A,SLIRP,B
1021,ATP7A,SCLY,B
1022,ATP7A,ATP5J,B-
1023,ATP7A,MEN1,B
1024,ATP7A,SPTLC1,B-
1025,ATP7A,EEF1E1;hCG_2043275,B-
1026,ATP7A,SEC22B,B
1027,ATP7A,RPN2,B
1028,ATP7A,ATP2B1,B-
1029,ATP7A,BSG,B-
1030,ATP7A,ALDH3A2,B
1031,ATP7A,CSNK2B,B-
1032,ATP7A,ATP7A,A+
1033,ATP7A,MIER1,B-
1034,ATP7A,C2orf18,B-
1035,ATP7A,MCU,B-
1036,ATP7A,TNPO1,B-
1037,ATP7A,USP9X,B
1038,ATP7A,YIPF5,B
1039,ATP7A,CCDC47,B-
1040,ATP7A,MMS19,B
1041,ATP7A,RNF2,B-
1042,ATP7A,SFXN3,B-
1043,ATP7A,SRPRB,B-
1044,CUL4B,GPS1,A+
1045,CUL4B,COPS6,A+
1046,CUL4B,DTL,A+
1047,CUL4B,DCAF4;WDR21A,A
1048,CUL4B,CCS,A
1049,CUL4B,CUL4B,A+
1050,CUL4B,HSPA9,B-
1051,CUL4B,COPS2,A+
1052,CUL4B,RBX1,A+
1053,CUL4B,ERCC8,A
1057,CUL4B,DDB1,B
1058,CUL4B,CDCA8,B
1059,CUL4B,DCAF10,A+
1060,CUL4B,BRWD3,A+
1061,CUL4B,CAND1,A+
1062,CUL4B,DCAF11,A+
1063,CUL4B,PHIP,B+
1064,CUL4B,DDB2,A
1065,CUL4B,COPS5,A+
1066,CUL4B,COPS8,A+
1067,CUL4B,COPS4,A+
1068,CUL4B,DDA1,A
1069,CUL4B,KIF15,B
1070,CUL4B,COPS7A,A+
1071,CUL4B,COPS3,A+
1072,CUL4B,VPRBP,A+
1073,MED12,WBP2,B
1074,MED12,ECD,B-
1075,MED12,MED22,A+
1076,MED12,MED6,A
1077,MED12,CRSP3;MED23,A+
1078,MED12,MEN1,B
1079,MED12,CASC3,B
1080,MED12,SPTLC1,B
1081,MED12,MED7,A+
1082,MED12,MED14,A+
1083,MED12,MED24,A+
1084,MED12,TADA3,B-
1085,MED12,CDK8,A+
1086,MED12,SEC61B,B
1087,MED12,MED21,A+
1088,MED12,MED1,A-
1089,MED12,KLHL12,B-
1090,MED12,COX20,A
1091,MED12,MED27,A+
1092,MED12,MED13L,A+
1093,MED12,MED25,A
1094,MED12,CCDC82,B
1095,MED12,SIRT6,B-
1096,MED12,TAF15,B-
1097,MED12,KAT2A,A
1098,MED12,MED12,A+
1099,MED12,MED8,A
1100,MED12,MED30;MED30S,A+
1101,MED12,MED15,A+
1102,MED12,LZTS2,B-
1103,MED12,MED10,A
1104,MED12,MED18,A+
1105,MED12,CDC2L6;CDK19,A+
1106,MED12,MED20;TRFP,A+
1107,MED12,MED4,A
1108,MED12,MED17,A+
1109,MED12,MED9,A+
1110,MED12,MED29,A+
1111,MED12,MED11,A+
1112,MED12,MED13,A+
1113,MED12,MED16,A
1114,MED12,MED31,A-
1115,OFD1,PCM1,A+
1116,OFD1,WDR90,A+
1117,OFD1,TTLL5,A+
1118,OFD1,FOPNL,A+
1119,OFD1,CCDC18,A+
1120,OFD1,CCDC14,A+
1121,OFD1,ELL2,B-
1122,OFD1,OFD1,A+
1123,OFD1,FGFR1OP,A+
1124,OFD1,BAG2,B-
1125,OFD1,PRKAR2A,A+
1126,OFD1,ELL,B+
1128,OFD1,CSPP1,A+
1129,OFD1,KIAA0753,A+
1130,OFD1,C2CD3,C
1131,OFD1,FAM83B,A+
1132,OFD1,MCM10,B+
1133,OFD1,CEP350,A+
1134,OFD1,PLEKHM2,B-
1135,OFD1,NARG2,B+
1136,OFD1,CEP128,B
1137,OFD1,PHLDB2,B+
1138,OFD1,KIAA1328,A+
1139,OFD1,MIB1,A+
1140,OFD1,SPICE1,B+
1141,OFD1,PIBF1,A+
1142,OFD1,WDR67,A+
1143,OFD1,CCDC138,A+
1144,OFD1,BBS4,B+
1145,OFD1,CCDC77,A+
1147,OFD1,KIFC3,A+
1148,OFD1,KIAA1731,A+
1149,OFD1,CEP72,A+
1150,OFD1,WDR8;WRAP73,B+
1151,OFD1,AZI1,A+
1152,OFD1,AZI1,C
1153,OFD1,SSX2IP,A+
1154,OFD1,KIAA0947,B+
1155,OFD1,CCDC61,A+
1156,CXCR7,HECTD2,A-
1157,CXCR7,MRPL4,B-
1158,CXCR7,ATP5H,A
1159,CXCR7,ATP5B,B
1160,CXCR7,CXCR7,A+
1161,CXCR7,ATP5A1,B-
1162,CXCR7,ATP5O,A-
1163,CXCR7,ESPL1,B-
1164,CXCR7,UBR7,B-
1165,GRIA2,GRIA2,A+
1166,GRIA2,NCOA4,B-
1167,GRIA2,ECD,B-
1168,GRIA2,ATP5F1,B-
1169,GRIA2,NDUFV3,A-
1170,GRIA2,TXNL4A,B-
1171,GRIA2,KCNAB2,B-
1172,GRIA2,DPP9,A+
1173,GRIA2,POM121,A-
1174,GRIA2,TSPYL2,B-
1175,GRIA2,TRMT6,A-
1176,DLGAP4,DMD,B-
1177,DLGAP4,TYK2,B-
1178,DLGAP4,EEF1E1;hCG_2043275,B-
1179,DLGAP4,ZNF35,B
1180,DLGAP4,TUBB4B,B
1181,DLGAP4,FGD6,B-
1182,DLGAP4,TRMT6,A
1183,DLGAP4,DLGAP4,A+
1184,SNX3,MPDZ,B-
1185,SNX3,SNX3,A+
1186,SNX3,CTPS1,A+
1187,SNX3,SSFA2,B-
1188,SNX3,MRPS5,B-
1189,SNX3,KCNAB2,B-
1190,SNX3,SMC1A,B-
1191,SNX3,ANO3,B-
1192,SNX3,CTPS2,A+
1193,PRPF4,NARF,B-
1194,PRPF4,OTUD4,A+
1195,PRPF4,PTGR2,B
1196,PRPF4,PRICKLE3,B-
1197,PRPF4,DPH1,A-
1198,PRPF4,NFKBIE,A-
1199,PRPF4,PRPF4,A+
1200,PRPF4,SART1,A+
1201,PRPF4,PRPF3,A+
1202,PRPF4,NOS1AP,B
1203,PRPF4,SNRNP200,C+
1204,PRPF4,PRPF6,A+
1205,PRPF4,POP4,B-
1206,PRPF4,TCP1,A
1207,PRPF4,ADRBK1,A-
1208,PRPF4,CCT6A,A-
1209,PRPF4,LIFR,B-
1210,PRPF4,CCT5,B
1211,PRPF4,CCT3,B
1212,PRPF4,CCT8,A+
1213,PRPF4,CCT4,A
1214,PRPF4,NHP2L1,A+
1215,PRPF4,CCT2,A
1216,PRPF4,LGALS3BP,A
1217,PRPF4,SART3,A+
1218,PRPF4,CDC37,B
1219,PRPF4,USP39,B+
1220,PRPF4,FKBP15,B
1221,PRPF4,ACBD5,B
1222,PRPF4,PRPF8,C+
1223,PRPF4,SASS6,A-
1224,PRPF4,CCDC84,A+
1225,PRPF4,ZGPAT,A+
1226,PRPF4,ENAH,B
1227,PRPF4,PRPF31,A+
1228,PRPF4,SYNE2,B-
1229,PRPF4,COPS5,B-
1230,PRPF4,ERGIC1,B-
1231,PRPF4,TOE1,B+
1232,PRPF4,CCT7,B
1233,PRPF4,DDX23,A+
1234,PRPF4,MIR3654;TUT1,A+
1235,PRPF4,DHX33,B-
1236,PRPF4,GPHN,A+
1237,PRPF4,ABT1,B
1238,PRPF4,AGAP1,A+
1239,TSC2,TSC2,A+
1240,TSC2,SRSF5,B
1241,TSC2,TSC1,A+
1242,RCC1,WDR46,B-
1243,RCC1,DECR1,B-
1244,RCC1,SUMO1,A+
1245,RCC1,FLII,B-
1246,RCC1,AFF1,A
1247,RCC1,NUP155,A+
1248,RCC1,KDM5A,A+
1249,RCC1,IMP4,B
1250,RCC1,FBXL19,A
1251,RCC1,SUMO2,A+
1252,RCC1,H3F3A;H3F3B;H3F3C,B-
1253,RCC1,KPNA3,A+
1254,RCC1,KPNA4,A+
1255,RCC1,RGPD8,A+
1256,RCC1,GEMIN2,B-
1257,RCC1,XPO1,A
1258,RCC1,RNF113A,B-
1259,RCC1,RPS2,B-
1260,RCC1,RCC1,A+
1261,RCC1,NUP214,A+
1262,RCC1,RANBP1,A+
1263,RCC1,RANGAP1,A+
1264,RCC1,NUP153,A+
1265,RCC1,RANBP2,A+
1266,RCC1,KPNA2,B
1267,RCC1,NUP98,A+
1268,RCC1,NUP107,A+
1269,RCC1,RAN,A+
1270,RCC1,UBE2I,A+
1271,RCC1,HIST1H3A,B-
1272,RCC1,RAE1,A+
1273,RCC1,RAD51,A
1274,RCC1,NUP160,A+
1275,RCC1,TUBB2A;TUBB2B,B
1276,RCC1,KPNB1,A+
1277,RCC1,RAB11A;RAB11B,B-
1278,RCC1,SAMD9,A
1279,RCC1,NUP188,A+
1280,RCC1,GPAM;RP11,A
1281,RCC1,CDCA2,B+
1282,RCC1,TMEM214,A+
1283,RCC1,FAM177A1,A
1284,RCC1,NUP93,A+
1285,RCC1,NUP43,A+
1286,RCC1,NUP35,A+
1287,RCC1,NUP210,A+
1288,RCC1,GATAD1,B
1289,RCC1,NUP205,A+
1290,RCC1,SEH1L,A+
1291,RCC1,POM121,B+
1292,RCC1,TMEM209,A+
1293,RCC1,NEU1,A+
1294,RCC1,NUP88,A+
1295,RCC1,TMEM48,A+
1296,RCC1,NTMT1,A+
1297,RCC1,NUP85,A+
1298,RCC1,AAAS,A+
1299,RCC1,ADARB2,B-
1300,RCC1,NXF1,A+
1301,RCC1,NUP50,B+
1302,RCC1,HPS5,B
1303,RCC1,CHMP2B,A-
1304,RCC1,R3HCC1,B
1305,DDA1,AKR7A2,B-
1306,DDA1,DCAF10,A+
1307,DDA1,UBR7,A+
1308,DDA1,GFM1,B-
1309,DDA1,DDA1,A+
1310,DDA1,AMBRA1,A+
1311,DDA1,VPRBP,A+
1312,NCSTN,ATP1A1,B
1313,NCSTN,GPR177;WLS,B
1314,NCSTN,ESYT2,B
1315,NCSTN,ELL2,B
1316,NCSTN,SCAMP3,B
1317,NCSTN,SPTLC1,A
1318,NCSTN,TTI1,A+
1319,NCSTN,NDUFB5,B
1320,NCSTN,SLC25A12,B-
1321,NCSTN,ERLIN2,B-
1322,NCSTN,YIF1A,B
1323,NCSTN,ALDOA,B-
1324,NCSTN,SLC25A5,B
1325,NCSTN,SLC2A1,B
1326,NCSTN,ATP2A2,B-
1327,NCSTN,ATP5A1,B-
1328,NCSTN,BSG,B
1329,NCSTN,RPP38,B-
1330,NCSTN,SLC7A5,B
1331,NCSTN,EBP,A-
1332,NCSTN,TOMM20,B-
1333,NCSTN,TRIP13,B-
1334,NCSTN,IMMT,B-
1335,NCSTN,CRNKL1,B
1336,NCSTN,TCTN3,B-
1337,NCSTN,FASTKD5,B-
1338,NCSTN,PNKD,B-
1339,NCSTN,NCSTN,A+
1340,NCSTN,CLPTM1L,B
1341,NCSTN,FAM111A,B-
1342,NCSTN,MMS19,B+
1343,NCSTN,C19orf52,B
1344,NCSTN,MAGT1,B-
1345,NCSTN,SFXN1,B-
1346,NCSTN,TRMT6,A
1347,NCSTN,MAGED2,B-
1348,NCSTN,SRPRB,B-
1349,NCSTN,PRSS21,B
1350,NCSTN,SQRDL,B
1351,TBC1D9B,CLK2,B-
1352,TBC1D9B,TBC1D9B,A+
1353,TBC1D9B,SEC62,B
1354,RUVBL2,TTI2,A+
1355,RUVBL2,ING3,A
1356,RUVBL2,INO80C,A+
1357,RUVBL2,CDC42BPA,B-
1358,RUVBL2,ACTR6,A+
1359,RUVBL2,TFPT,A+
1360,RUVBL2,PFDN6,A+
1361,RUVBL2,TTI1,A
1362,RUVBL2,ZNHIT1,A+
1363,RUVBL2,URI1,A+
1365,RUVBL2,YEATS4,A+
1366,RUVBL2,ACTL6A,B+
1367,RUVBL2,POLR2A,B+
1368,RUVBL2,YY1,B+
1369,RUVBL2,PPP2R2A,B-
1370,RUVBL2,PRKDC,B+
1371,RUVBL2,MBTD1,A
1372,RUVBL2,MORF4L2,B+
1373,RUVBL2,VPS72,A+
1374,RUVBL2,EPC2,A+
1375,RUVBL2,INO80D,A
1376,RUVBL2,UCHL5,A
1377,RUVBL2,NFRKB,A+
1378,RUVBL2,SRCAP,A+
1379,RUVBL2,SUPT6H,A+
1380,RUVBL2,CHMP1B,B
1381,RUVBL2,RPAP2,A+
1382,RUVBL2,C12orf45,A+
1383,RUVBL2,INO80E,A+
1384,RUVBL2,KAT5,A+
1385,RUVBL2,EP400,A+
1386,RUVBL2,DKFZp434B156;WDR92,A+
1387,RUVBL2,DPCD;RP11,A+
1388,RUVBL2,INO80B,B+
1389,RUVBL2,BRD8,A+
1390,RUVBL2,EPC1,A+
1391,RUVBL2,C2orf44,A+
1392,RUVBL2,RPAP3,A+
1393,RUVBL2,ACTR8,A+
1394,RUVBL2,ACTR5,A+
1395,RUVBL2,DMAP1,A+
1396,RUVBL2,PDRG1,A+
1397,RUVBL2,MRGBP,A+
1398,RUVBL2,PIH1D1,A+
1399,RUVBL2,ZNHIT2,A+
1400,RUVBL2,PFDN2,A+
1401,RUVBL2,INO80,A+
1402,RUVBL2,RUVBL2,A+
1403,RUVBL2,RUVBL1,A+
1404,RUVBL2,NOP58,B+
1405,RUVBL2,TRRAP,A+
1406,CRNKL1,PRCC,B+
1407,CRNKL1,XAB2,B+
1408,CRNKL1,PLRG1,B+
1409,CRNKL1,AQR,C+
1410,CRNKL1,CDC40,B+
1411,CRNKL1,SNRNP200,C+
1412,CRNKL1,BCAS2,C+
1413,CRNKL1,SLU7,B+
1414,CRNKL1,SYF2,B+
1415,CRNKL1,PPP2R2A,B
1416,CRNKL1,GOLGA4,A-
1417,CRNKL1,DHX8,B+
1418,CRNKL1,CHD9,B-
1419,CRNKL1,ISY1;RAB43,A+
1420,CRNKL1,C1orf52,B+
1421,CRNKL1,CCDC12,A+
1422,CRNKL1,CACTIN,B+
1423,CRNKL1,KIAA1143,A
1424,CRNKL1,ZNF830,C+
1425,CRNKL1,CDC5L,B+
1426,CRNKL1,CRNKL1,A+
1427,CRNKL1,CWC15,B+
1428,CRNKL1,ISY1,C+
1429,CRNKL1,PRPF19,C+
1430,CRNKL1,PPIE,B+
1431,AMBRA1,SPRYD4,B-
1432,AMBRA1,DDA1,A+
1433,AMBRA1,AMBRA1,A+
1434,PPP2CA,DKFZP586J0619,A
1435,PPP2CA,TRIM5,B
1436,PPP2CA,FANCM,B-
1437,PPP2CA,MST4,B
1438,PPP2CA,SSR3,B
1439,PPP2CA,MRPL22,B-
1440,PPP2CA,ING5,A-
1441,PPP2CA,PPP2R5D,A
1442,PPP2CA,STRN4,A+
1443,PPP2CA,ATP5J2;PTCD1,A-
1444,PPP2CA,PRICKLE3,B-
1445,PPP2CA,CIC,A-
1446,PPP2CA,MRPS7,B-
1447,PPP2CA,STRN,A+
1448,PPP2CA,POP4,B-
1449,PPP2CA,TCP1,A
1450,PPP2CA,PPP2R1A,A+
1451,PPP2CA,PPP2R1B,A+
1452,PPP2CA,CCT6A,A
1453,PPP2CA,CCT5,A
1454,PPP2CA,CCT3,A
1455,PPP2CA,CCT8,A
1456,PPP2CA,CCT4,A+
1457,PPP2CA,PPP2CA,A+
1458,PPP2CA,IGBP1,A+
1459,PPP2CA,CCT2,A
1460,PPP2CA,LSM11,B-
1461,PPP2CA,STRN3,A+
1462,PPP2CA,PPFIA1,A+
1463,PPP2CA,KEAP1,B-
1464,PPP2CA,SLMAP,A+
1465,PPP2CA,ZMYND11,B-
1466,PPP2CA,CCDC6,A+
1467,PPP2CA,CPSF3L,A+
1468,PPP2CA,FAM40A,A+
1469,PPP2CA,CDC73,B-
1470,PPP2CA,ERI1,B-
1471,PPP2CA,ZCCHC9,B-
1472,PPP2CA,C1orf131,B-
1473,PPP2CA,PPP4R1,B+
1474,PPP2CA,USP6NL,A-
1475,PPP2CA,INTS12,A+
1476,PPP2CA,INTS4,A+
1477,PPP2CA,ZFP91,B-
1478,PPP2CA,CCT7,A
1479,PPP2CA,SIKE1,A+
1480,PPP2CA,TMEM109,B-
1481,PPP2CA,SENP6,B-
1482,PPP2CA,TFB2M,A
1483,PPP2CA,HELLS,B-
1484,PPP2CA,FGFR1OP2,A+
1485,PPP2CA,CTTNBP2NL,A+
1486,PPP2CA,SS18L2,B-
1487,PPP2CA,INTS6,A+
1488,PPP2CA,MOB4,A+
1489,ISY1;RAB43,XAB2,A+
1490,ISY1;RAB43,PFDN6,B-
1491,ISY1;RAB43,AQR,B+
1492,ISY1;RAB43,CDC40,C+
1493,ISY1;RAB43,ATP5L,B
1494,ISY1;RAB43,SLU7,B+
1495,ISY1;RAB43,LACTB,B-
1496,ISY1;RAB43,KEAP1,B
1497,ISY1;RAB43,DHX34,B+
1498,ISY1;RAB43,DHX8,B+
1499,ISY1;RAB43,CHD9,B
1500,ISY1;RAB43,SDE2,B+
1501,ISY1;RAB43,ISY1;RAB43,A+
1502,ISY1;RAB43,C1orf52,B+
1503,ISY1;RAB43,CCDC12,B+
1504,ISY1;RAB43,CACTIN,B+
1505,ISY1;RAB43,ZNF830,A+
1506,ISY1;RAB43,CRNKL1,B+
1507,ISY1;RAB43,PPIE,A+
1508,RAB7A,CYBRD1,A
1509,RAB7A,STOM,A+
1510,RAB7A,TMUB1,A+
1511,RAB7A,CAV1,A+
1512,RAB7A,CHCHD3,B-
1513,RAB7A,NDUFV2,A+
1514,RAB7A,ABCD3,A
1515,RAB7A,PRKCDBP,B
1516,RAB7A,ATP6V0D1,A
1517,RAB7A,ATP6V0A1,A
1518,RAB7A,TRPM7,A+
1519,RAB7A,C6orf120,A+
1520,RAB7A,UQCRQ,B
1521,RAB7A,CHMP2A,B
1522,RAB7A,ATP6V1G1;ATP6V1G2,A
1523,RAB7A,NDUFS6,A+
1524,RAB7A,ERLIN1,A+
1525,RAB7A,FLOT1,A-
1526,RAB7A,ERLIN2,A
1527,RAB7A,NDUFB4,A
1528,RAB7A,NDUFB8,A+
1529,RAB7A,NDUFA7,A+
1530,RAB7A,TFRC,B
1531,RAB7A,RPN2,A+
1532,RAB7A,PC,B
1533,RAB7A,CPM,A-
1534,RAB7A,JUP,B-
1535,RAB7A,ATP2A2,B-
1536,RAB7A,NDUFB7,A+
1537,RAB7A,ATP2B1,B
1538,RAB7A,ATP6V1B2,B
1539,RAB7A,VDAC1,B
1540,RAB7A,CFL1,B-
1541,RAB7A,SSFA2,B-
1542,RAB7A,NDUFS1,A+
1543,RAB7A,ABCD1,B
1544,RAB7A,PHB,A+
1545,RAB7A,SOAT1,A+
1546,RAB7A,LRPPRC,B-
1547,RAB7A,VDAC2,B-
1548,RAB7A,CPT1A,B-
1549,RAB7A,RAB7A,A+
1550,RAB7A,NDUFA8,B
1551,RAB7A,IST1,A
1552,RAB7A,GNB2,B
1553,RAB7A,RHOG,A+
1554,RAB7A,CAV1,A
1555,RAB7A,CKAP4,B
1556,RAB7A,MLEC,B
1557,RAB7A,FLOT2,A
1558,RAB7A,ATP6AP1,A+
1559,RAB7A,IMMT,A-
1560,RAB7A,PTRF,B
1561,RAB7A,KTN1,B
1562,RAB7A,MCU,B
1563,RAB7A,GPRC5A,A
1564,RAB7A,STT3B,B+
1565,RAB7A,PIEZO1,A+
1566,RAB7A,YIPF5,B
1567,RAB7A,AP2M1,A-
1568,RAB7A,MBOAT7,A+
1569,RAB7A,RILP,A+
1570,RAB7A,CCDC115,A+
1571,RAB7A,PHB2,A
1572,RAB7A,CHCHD6,A+
1573,RAB7A,TMEM43,A+
1574,RAB7A,MUC13,B
1575,RAB7A,CHMP4B,A
1576,RAB7A,CHMP1A,B-
1577,RAB7A,MYOF,A+
1578,RAB7A,XPR1,A+
1579,RAB7A,STOML2,A+
1580,RAB7A,KIDINS220,A
1581,RAB7A,ABCG2,A
1582,RAB7A,CHMP2B,B-
1583,ORC2,FAM210A,A+
1584,ORC2,ORC5,A+
1585,ORC2,ORC1,B
1586,ORC2,ORC2,A+
1587,ORC2,BRAP,B-
1588,ORC2,LCOR,B-
1589,ORC2,ORC3,A+
1590,ORC2,LRWD1,A+
1591,TCEB1,TCEB2,A+
1592,TCEB1,TCEB1,A+
1593,TCEB1,SF3B2,B-
1594,TCEB1,TMEM189;UBE2V1,B-
1595,TCEB1,RBM26,B-
1596,TCEB1,CCDC174,A-
1597,TCEB1,CHMP2B,B-
1598,TP53BP1,ZNF281,B-
1599,TP53BP1,WBP2,A
1600,TP53BP1,TYK2,B
1601,TP53BP1,TAF1,B-
1602,TP53BP1,NUDT16L1,A+
1603,TP53BP1,AKR7A2,B
1604,TP53BP1,ZBTB11,B-
1605,TP53BP1,CENPF,B-
1606,TP53BP1,TP53BP1,A+
1607,TP53BP1,PSMD2,B
1608,TP53BP1,PYCRL,A+
1609,TP53BP1,ARHGAP17,A+
1610,TP53BP1,C19orf68,A
1611,TP53BP1,ERGIC1,B
1612,TP53BP1,CHAMP1,B-
1613,TP53BP1,USP28,A+
1614,TP53BP1,MRPL11,B-
1615,DYNLL1,UHRF1BP1L,B
1616,DYNLL1,ZMYM3,A
1617,DYNLL1,EML3,A+
1618,DYNLL1,CD44,B-
1619,DYNLL1,CEP152,A-
1620,DYNLL1,PDE4DIP,A+
1621,DYNLL1,KIF21A,A+
1622,DYNLL1,CIZ1,A-
1623,DYNLL1,WDR90,B-
1624,DYNLL1,STRN4,A
1625,DYNLL1,FOPNL,A
1626,DYNLL1,CCDC18,B-
1627,DYNLL1,ZNF609,A
1628,DYNLL1,N4BP3,B-
1629,DYNLL1,SPTLC1,B
1630,DYNLL1,DYNC1LI2,A+
1631,DYNLL1,STRN,A
1632,DYNLL1,HMMR,A+
1633,DYNLL1,OFD1,B
1634,DYNLL1,SOGA1,A+
1635,DYNLL1,KRT18,B-
1636,DYNLL1,PC,B-
1637,DYNLL1,PRKAR2A,A+
1638,DYNLL1,JUP,B
1639,DYNLL1,DSP,A
1640,DYNLL1,PRKACB,A+
1641,DYNLL1,ELL,A
1642,DYNLL1,DYNLL1,A+
1643,DYNLL1,RAE1,A
1644,DYNLL1,CAV1,B+
1645,DYNLL1,LGALS3BP,B+
1646,DYNLL1,TP53BP1,A+
1647,DYNLL1,STRN3,A+
1648,DYNLL1,DYNC1I2,B
1649,DYNLL1,DYNC1H1,A+
1650,DYNLL1,CLINT1,B-
1651,DYNLL1,KANK1,A+
1652,DYNLL1,GOLGB1,B-
1653,DYNLL1,PCM1,A
1654,DYNLL1,ZMYM4,A+
1656,DYNLL1,KANK2,B
1657,DYNLL1,FAM117B,A+
1658,DYNLL1,FBXO38,B-
1659,DYNLL1,PHLDB2,B-
1660,DYNLL1,TLK2,A+
1661,DYNLL1,GLCCI1,A+
1662,DYNLL1,PPFIBP1,A+
1663,DYNLL1,MIB1,B-
1664,DYNLL1,FBXO30,A+
1665,DYNLL1,NEK9,A+
1666,DYNLL1,SECISBP2L,A
1667,DYNLL1,SPAG5,A
1668,DYNLL1,CDK5RAP2,A-
1669,DYNLL1,AKAP9,A
1670,DYNLL1,CCDC77,B
1671,DYNLL1,NLN,B-
1672,DYNLL1,ADNP,B-
1673,DYNLL1,FAM83D,A+
